"","U1","U2","U3","U4"
"2014-07-01","0.548077226040761","0.199936603731203","0.467624565627029","0.917784650667214"
"2014-07-02","0.745101094701366","0.587906253786841","0.964421124828513","0.531538650576777"
"2014-07-03","0.601737552647086","0.610408425731785","0.43638575984783","0.900707887364444"
"2014-07-04","0.35716207975409","0.478106265825189","0.508295332602103","0.446916375959019"
"2014-07-07","0.499211239695259","0.353548802046284","0.454359824958665","0.0916652633117669"
"2014-07-08","0.621867889360648","0.738254011541313","0.468725985889172","0.036183024713759"
"2014-07-09","0.029790145706081","0.00821557701616726","0.0282980058725031","0.763880640399906"
"2014-07-10","0.478320194841178","0.306209562933752","0.614934923522363","0.15575905278392"
"2014-07-11","0.756913762910757","0.7304321787615","0.459919335065204","0.541645517211117"
"2014-07-14","0.928906276132575","0.859222601207381","0.728453437267016","0.80827173781811"
"2014-07-15","0.600513529621639","0.607705335510766","0.736981531201704","0.289639600943222"
"2014-07-16","0.37264455708247","0.239214173548268","0.638266119725071","0.772937069963466"
"2014-07-17","0.151914988863253","0.128997084688321","0.46513270828567","0.0147347234551317"
"2014-07-18","0.600447523135777","0.8351857471493","0.309541952973453","0.911576965265298"
"2014-07-21","0.322162129435431","0.539204131854772","0.300732764110581","0.318966127481936"
"2014-07-22","0.944778416354763","0.921410308096872","0.977842096281661","0.77005449029019"
"2014-07-23","0.577646617923135","0.445326999737348","0.872585895734285","0.596758433745783"
"2014-07-24","0.968050136607626","0.959566976130619","0.830414948865723","0.489886242284594"
"2014-07-25","0.930408001011276","0.815077474876307","0.667254788644165","0.133575061699744"
"2014-07-28","0.994401047617457","0.994532372778005","0.877202143413496","0.442140843468538"
"2014-07-29","0.591305484620464","0.710092495935301","0.881456343603325","0.156677743986683"
"2014-07-30","0.398468679865665","0.43828417224195","0.707000622892444","0.428575631683962"
"2014-07-31","0.885567498594717","0.869618043821054","0.540195081952932","0.00554816894056938"
"2014-08-01","0.123214350049058","0.171345623605057","0.099561196866594","0.287514034684614"
"2014-08-04","0.972419080780118","0.912200108705991","0.635894912603905","0.755527012501491"
"2014-08-05","0.366792869395082","0.467123272000303","0.5996715583334","0.120978233784226"
"2014-08-06","0.38566091877182","0.413135591357715","0.317082262148421","0.44351367951544"
"2014-08-07","0.0427069138273008","0.0697896818736974","0.120882053446061","0.229630499249626"
"2014-08-08","0.618890596334858","0.560894326405109","0.324563586477494","0.866594981846251"
"2014-08-11","0.937506637394672","0.911029229807745","0.945447402877196","0.625409059038222"
"2014-08-12","0.379322408832616","0.27310571988093","0.601495952898494","0.389640910013113"
"2014-08-13","0.480466450278422","0.550926202969027","0.861181942405377","0.779684823121747"
"2014-08-14","0.135259568284011","0.129469111826623","0.27545203566326","0.713443896993239"
"2014-08-15","0.859259199888003","0.851158769566704","0.802527833440678","0.468898697574307"
"2014-08-18","0.739769586118805","0.75291056976926","0.475892515309864","0.878425438281637"
"2014-08-19","0.59023760282835","0.470716710993269","0.828673614504742","0.785627999852818"
"2014-08-20","0.318533015384222","0.349029061091343","0.579125412913996","0.649338225140154"
"2014-08-21","0.222957537505493","0.411476553990338","0.151073876392891","0.678587984384484"
"2014-08-22","0.705291042688402","0.725054495563278","0.749890535105917","0.301417656273039"
"2014-08-25","0.189288297852436","0.056982314873141","0.622818559854965","0.781498238622285"
"2014-08-26","0.0771431384618098","0.0724793151798476","0.256796453087885","0.547419111287391"
"2014-08-27","0.514395689991426","0.623505804332377","0.157435869752214","0.444759677226853"
"2014-08-28","0.164294694025846","0.105792097395111","0.1343877190538","0.285478471006937"
"2014-08-29","0.883920591753436","0.874515820035493","0.461537021172212","0.712216525047778"
"2014-09-01","0.840848742970795","0.85214528833104","0.49485715578951","0.442523112674818"
"2014-09-02","0.939982379847989","0.86965279639998","0.458645171830032","0.373734129752329"
"2014-09-03","0.870171852970254","0.769870390814098","0.9959573659417","0.345327164371156"
"2014-09-04","0.811054858096835","0.75420952052053","0.43873776498073","0.278426917941885"
"2014-09-05","0.825515357888378","0.643655396904148","0.340162761229552","0.835277775933992"
"2014-09-09","0.434619685751788","0.415376693658383","0.351895581985703","0.0219123332834103"
