Date,000001.SH,399001.SZ,HSI.HI,SPX.GI
2016-12-01,0.007161464,0.006898172,0.003881566,-0.003515538
2016-12-02,-0.0090019,-0.015830404,-0.013699049,0.000397064
2016-12-05,-0.012064086,-0.011756564,-0.002626655,0.005821301
2016-12-06,-0.001579551,-0.000423485,0.007535919,0.003410879
2016-12-07,0.007061716,0.007045886,0.005546601,0.013163188
2016-12-08,-0.002133918,-0.003999828,0.002671822,0.002159413
2016-12-09,0.005447902,-0.002096964,-0.004411718,0.005938946
2016-12-12,-0.024718804,-0.045114732,-0.01440887,-0.001137405
2016-12-13,0.000655572,0.002855811,0.000609815,0.00653977
2016-12-14,-0.004597727,-0.009625856,0.000441936,-0.008117198
2016-12-15,-0.007277113,0.002275912,-0.017688325,0.003883228
2016-12-16,0.001701587,0.007668503,-0.001752088,-0.00175064
2016-12-19,-0.001568181,-0.004992173,-0.008540581,0.001975138
2016-12-20,-0.004877578,-0.003679023,-0.004746096,0.003637521
2016-12-21,0.011136056,0.006660311,0.003715761,-0.002457327
2016-12-22,0.000678358,-0.000644365,-0.007959725,-0.001862987
2016-12-23,-0.009365522,-0.010387464,-0.002839685,0.001251681
2016-12-26,0.003991635,0.003290074,0,0
2016-12-27,-0.002531569,-0.000278323,0,0.002248442
2016-12-28,-0.003990254,-0.004243292,0.008342155,-0.008356546
2016-12-29,-0.001978863,-0.002720317,0.001662626,-0.000293344
2016-12-30,0.002435486,0.001741305,0.009620984,-0.004637081
2017-01-03,0.010401828,0.00842168,0.006810736,0.008486576
2017-01-04,0.007293934,0.011889547,-0.000719174,0.005722309
2017-01-05,0.002094755,-0.001289992,0.014557385,-0.00077067
2017-01-06,-0.003503463,-0.007916823,0.002062637,0.003516968
2017-01-09,0.005362549,0.004123754,0.002474336,-0.00354856
2017-01-10,-0.003016142,-0.002463822,0.008252252,0
2017-01-11,-0.007881211,-0.008815974,0.008375522,0.002829565
2017-01-12,-0.005567827,-0.00824687,-0.004636075,-0.002144753
2017-01-13,-0.002091567,-0.012133758,0.00474659,0.001849862
2017-01-16,-0.002999392,-0.029526001,-0.009557761,0
2017-01-17,0.001722805,0.011736333,0.00540625,-0.002967503
2017-01-18,0.001363142,-0.002241821,0.011264408,0.001763754
2017-01-19,-0.003762626,-0.003690463,-0.002091067,-0.00360933
2017-01-20,0.007042113,0.014082454,-0.007117149,0.003366185
2017-01-23,0.004366088,0.007071513,0.000550994,-0.002690078
2017-01-24,0.001842179,-0.003472638,0.002242066,0.006564542
2017-01-25,0.002227934,0.003662951,0.004325081,0.008026069
2017-01-26,0.003051638,0.007425043,0.014102491,-0.000735304
2017-02-03,-0.006012979,-0.004696077,-0.010479944,0.000322204
2017-02-06,0.005354423,0.007385342,0.009469844,-0.002115416
2017-02-07,-0.001234089,-0.002298692,-0.000713972,0.000226821
2017-02-08,0.004406474,0.007414362,0.00658164,0.000693391
2017-02-09,0.005114523,0.005193107,0.001703631,0.005752461
2017-02-10,0.0042472,0.000358283,0.002118585,0.003566059
2017-02-13,0.006300374,0.008290367,0.005768828,0.005245887
2017-02-14,0.000338407,-0.000575163,-0.000336131,0.004007302
2017-02-15,-0.001535864,-0.008540292,0.012313204,0.004992343
2017-02-16,0.005176711,0.007536828,0.004702255,-0.000864106
2017-02-17,-0.00852819,-0.005465081,-0.003067899,0.001678581
2017-02-20,0.011831607,0.012853565,0.004674262,0
2017-02-21,0.004124864,0.007430382,-0.007556092,0.006048078
2017-02-22,0.002426041,0.003712468,0.009945488,-0.001082279
2017-02-23,-0.00301832,-0.00112383,-0.003598882,0.000418991
2017-02-24,0.000632871,0.001063058,-0.006185398,0.001493352
2017-02-27,-0.007614265,-0.008634387,-0.001696174,0.00101802
2017-02-28,0.004049017,0.003649925,-0.007704059,-0.002578331
2017-03-01,0.001604204,0.002625031,0.001506272,0.013673825
2017-03-02,-0.005206574,-0.004925364,-0.002036465,-0.005859864
2017-03-03,-0.003627306,0.002868739,-0.007389982,0.000503795
2017-03-06,0.004832938,0.012044698,0.001849468,-0.003277216
2017-03-07,0.002640988,0.002838511,0.003593363,-0.002913304
2017-03-08,-0.000537163,-0.005101484,0.004273456,-0.002284252
2017-03-09,-0.007380863,-0.007358792,-0.011803331,0.000799837
2017-03-10,-0.001239016,0.002874017,0.002855555,0.003268679
2017-03-13,0.007552478,0.010417684,0.011074023,0.000366686
2017-03-14,0.000711579,-0.002666204,-7.22E-05,-0.003379019
2017-03-15,0.000750742,0.001071144,-0.00147306,0.008374728
2017-03-16,0.008383009,0.007721837,0.020822642,-0.001626657
2017-03-17,-0.009632586,-0.010260032,0.000891376,-0.001314364
2017-03-20,0.004127048,0.0016088,0.007900475,-0.002009881
2017-03-21,0.003323051,0.005154614,0.00371929,-0.012407993
2017-03-22,-0.005025431,-0.003126106,-0.011088874,0.001889916
2017-03-23,0.001026032,0.002796857,0.000299748,-0.001060274
2017-03-24,0.006432286,0.006017211,0.001256592,-0.000844004
2017-03-27,-0.000761567,-0.006086858,-0.006756227,-0.001019633
2017-03-28,-0.00428757,-0.001760862,0.006289654,0.007251483
2017-03-29,-0.003576295,-0.004020378,0.001896831,0.001085403
2017-03-30,-0.009587931,-0.016400447,-0.003729084,0.002935035
2017-03-31,0.003824422,0.007774449,-0.007798004,-0.00225501
2017-04-05,0.014830408,0.019025407,0.011994647,-0.004135065
2017-04-06,0.003271652,0.002732712,-0.005208026,0.001929493
2017-04-07,0.001710238,0.001248656,-0.000264484,-0.000827151
2017-04-10,-0.005240466,-0.006205044,-0.000210984,0.00068774
2017-04-11,0.00598677,0.004952771,-0.007160115,-0.001433929
2017-04-12,-0.004601933,-0.00642644,0.009342233,-0.00375991
2017-04-13,0.000650675,0.006306851,-0.002132149,-0.006814702
2017-04-14,-0.009125111,-0.01259882,0,0
2017-04-17,-0.007362603,-0.006558426,0,0.008613324
2017-04-18,-0.007899652,-0.00377232,-0.013895175,-0.002903351
2017-04-19,-0.008141675,-0.006054082,-0.004123799,-0.001716342
2017-04-20,0.000445834,0.001032313,0.009699537,0.007557192
2017-04-21,0.000331295,-0.004318536,-0.000621857,-0.003035011
2017-04-24,-0.013746587,-0.021568555,0.004053736,0.010840085
2017-04-25,0.001609251,0.007265975,0.013109644,0.006090601
2017-04-26,0.002003371,0.003898324,0.005008599,-0.000485638
2017-04-27,0.003610427,0.002386308,0.004884364,0.000552891
2017-04-28,0.000784059,0.0005336,-0.003374702,-0.001913118
2017-05-02,-0.003469884,-0.001043826,0.003290659,0.002923412
2017-05-03,-0.002661217,-0.00389607,0,-0.001271344
2017-05-04,-0.002544312,-0.003603261,-0.000496029,0.000582045
2017-05-05,-0.007779991,-0.012121707,-0.008407511,0.004088687
2017-05-08,-0.007871287,-0.019080256,0.004149311,3.75E-05
2017-05-09,0.000621709,0.005306256,0.012658521,-0.001025265
2017-05-10,-0.00900557,-0.013002643,0.005078141,0.001130618
2017-05-11,0.002854869,0.002013087,0.004402485,-0.002162833
2017-05-12,0.007190233,0.001180009,0.001225446,-0.001478425
2017-05-15,0.002177938,0.005886492,0.008556491,0.004776444
2017-05-16,0.007357157,0.020421207,-0.001405115,-0.000686836
2017-05-17,-0.002737809,-0.001647363,-0.00166996,-0.018178259
2017-05-18,-0.004607109,-0.005559639,-0.006211445,0.003686843
2017-05-19,0.000159184,-0.000339441,0.001525669,0.006767496
2017-05-22,-0.004838915,-0.007152469,0.008598654,0.005160115
2017-05-23,-0.004463605,-0.013723977,0.000465119,0.001837913
2017-05-24,0.000695277,0.00498525,0.000997908,0.002489139
2017-05-25,0.014280064,0.008287475,0.007954854,0.004441875
2017-05-26,0.00071677,-0.003491447,0.000331242,0.00031055
2017-05-31,0.002289056,0.00056905,0.000833877,-0.001664031
2017-06-01,-0.004669159,-0.0136362,0.005789799,0.007571109
2017-06-02,0.000940108,0.006635194,0.004449185,0.003707727
2017-06-05,-0.004470688,0.004871265,-0.002355342,-0.001217677
2017-06-06,0.003386502,0.007449372,0.005186949,-0.002779032
2017-06-07,0.012313781,0.019559762,-0.000883943,0.001568334
2017-06-08,0.003187154,0.003842292,0.003422632,0.000267145
2017-06-09,0.002560618,0.002830435,-0.001257335,-0.000829981
2017-06-12,-0.005864931,-0.005645817,-0.012379808,-0.000978711
2017-06-13,0.004416193,0.010358808,0.005603694,0.004511421
2017-06-14,-0.007314769,-0.007167228,0.000920622,-0.000995759
2017-06-15,0.000578885,0.006911014,-0.012001901,-0.002239614
2017-06-16,-0.002975304,-0.002979116,0.00239191,0.000283663
2017-06-19,0.006790449,0.007021687,0.011630933,0.008347204
2017-06-20,-0.001386699,0.002506821,-0.003144124,-0.006696665
2017-06-21,0.00515864,0.007644097,-0.00574468,-0.000582676
2017-06-22,-0.002775036,-0.009836201,-0.00078032,-0.000455738
2017-06-23,0.00331055,0.009895287,-0.000174492,0.001560895
2017-06-26,0.008730845,0.016477079,0.00786286,0.000315794
2017-06-27,0.001806028,-0.00021131,-0.001232998,-0.008072749
2017-06-28,-0.005639107,-0.007954058,-0.006056117,0.008808042
2017-06-29,0.004683314,0.005768983,0.010976697,-0.008600027
2017-06-30,0.001368982,0.001688493,-0.007734903,0.001533248
2017-07-03,0.001091552,0.000516296,0.000760346,0.002310793
2017-07-04,-0.004101396,-0.005715913,-0.015325682,0
2017-07-05,0.007644298,0.008235056,0.005236912,0.001453267
2017-07-06,0.001655621,9.15E-05,-0.002223574,-0.009368808
2017-07-07,0.001716045,0.000157318,-0.004883916,0.006403154
2017-07-10,-0.001654715,-0.005501435,0.006282741,0.000927766
