"","U1","U2","U3","U4"
"2016-12-01","0.847610493967721","0.833535932416285","0.681115180337185","0.174625902934828"
"2016-12-02","0.0672712753543382","0.0170142078381586","0.0604754948187261","0.450636954746879"
"2016-12-05","0.0416638892036668","0.0707098774817472","0.331132972415245","0.844737821490273"
"2016-12-06","0.364953313973792","0.427943684302475","0.800949262274223","0.745646693125626"
"2016-12-07","0.821518833464802","0.808873650496774","0.748270844426114","0.985990388864934"
"2016-12-08","0.328823298827662","0.247883865336938","0.625607769136381","0.710680166281086"
"2016-12-09","0.761103988158858","0.364119181578153","0.262543993728743","0.906303672974696"
"2016-12-12","0.00522037077174745","2.39230145285818e-05","0.0509302525614344","0.334909866103258"
"2016-12-13","0.504009113002127","0.640978969428609","0.49102014588037","0.92443098106655"
"2016-12-14","0.248973488862017","0.141986094309288","0.496375525822772","0.0245766208321927"
"2016-12-15","0.160295990698776","0.62062144202888","0.0357730850737705","0.724185318461832"
"2016-12-16","0.565094973945488","0.724112021054596","0.376698246439554","0.291090660975668"
"2016-12-19","0.388881645609843","0.30769361293656","0.175825462068245","0.603492199433809"
"2016-12-20","0.230472202862124","0.295517086859289","0.273931173307195","0.759955755840398"
"2016-12-21","0.912967748029495","0.760315561931293","0.647255053846065","0.227178166109324"
"2016-12-22","0.508759473491017","0.405351833151354","0.18165662780174","0.256740512744864"
"2016-12-23","0.0976982687753427","0.143099669981106","0.335993051657418","0.533881663405234"
"2016-12-26","0.687543450438059","0.603865076244799","0.469778869058637","0.429046778585499"
"2016-12-27","0.335544880595494","0.467268068678786","0.471823458056792","0.648133516568298"
"2016-12-28","0.263637568561499","0.272621429457122","0.831333434699694","0.0280031235647591"
"2016-12-29","0.363672110578208","0.351594839415455","0.575953846942921","0.377638474895758"
"2016-12-30","0.620662637148692","0.547247216063784","0.87217741426165","0.142298697694467"
"2017-01-03","0.916167956326751","0.828006463446506","0.808769090141237","0.898022828812231"
"2017-01-04","0.833776207353738","0.891218483759868","0.43443017665991","0.845911623051519"
"2017-01-05","0.590619502456685","0.400163243795864","0.952728375589112","0.405319007156751"
"2017-01-06","0.265523053592796","0.156781252999371","0.614472229404754","0.724507526591321"
"2017-01-09","0.768509517736929","0.678733752578776","0.621793392667452","0.183036097098194"
"2017-01-10","0.285703808972315","0.330309915128939","0.856388744473865","0.420437622857736"
"2017-01-11","0.108097620582151","0.137921136084626","0.867210253290313","0.671924057483979"
"2017-01-12","0.185575372748133","0.149716085093023","0.236963144939041","0.264522312212962"
"2017-01-13","0.350154772195703","0.0886840809383788","0.737023374541739","0.588499011443564"
"2017-01-16","0.298863517772483","0.00514205923948002","0.0989388695116893","0.435719694903403"
"2017-01-17","0.583496110838081","0.85405741452373","0.757086876687835","0.190464721510378"
"2017-01-18","0.562504162973833","0.354302401914677","0.917512505544969","0.575609606604556"
"2017-01-19","0.242715937584464","0.356186456480042","0.357999304586117","0.162146249233919"
"2017-01-20","0.856832963890104","0.880730506895291","0.156932997500535","0.701070911793817"
"2017-01-23","0.742202871802228","0.744122377021775","0.49570223427176","0.226207723216367"
"2017-01-24","0.592161461934957","0.321156680943431","0.61066695980815","0.878453963217496"
"2017-01-25","0.620565944224785","0.643564863757336","0.724931571831559","0.939452687075781"
"2017-01-26","0.677765357485628","0.747599799536495","0.959452956068462","0.403751475552266"
"2017-02-03","0.126330759278146","0.288701014533945","0.0805950431806217","0.460174367224817"
"2017-02-06","0.802740577097026","0.761815111346463","0.874604493827309","0.230448267853015"
"2017-02-07","0.372965531350785","0.362617541701005","0.437077109520417","0.433784898415393"
"2017-02-08","0.760859352151149","0.776266150681293","0.799710614950148","0.491536600882221"
"2017-02-09","0.796743763644098","0.689263062733701","0.584611775881972","0.89433058402573"
"2017-02-10","0.750388532977989","0.492622798842957","0.605844934182607","0.807818359470959"
"2017-02-13","0.847004905979009","0.808192826555847","0.787001964676564","0.903713706320702"
"2017-02-14","0.472098114405404","0.432407044772919","0.451866288715429","0.859362179398299"
"2017-02-15","0.328952815182278","0.144800063497225","0.943456275120078","0.913485421320813"
"2017-02-16","0.80859202006809","0.796219021553744","0.763282909374782","0.325148459649378"
"2017-02-17","0.0549828508346647","0.22219897798355","0.294591964227544","0.626879634917901"
"2017-02-20","0.95876960660742","0.9118715517123","0.746363612783146","0.403379398372324"
"2017-02-21","0.721998416969313","0.762017150985136","0.130079462733841","0.950852016736059"
"2017-02-22","0.616376845173324","0.665506501534108","0.904666234029574","0.282893590172896"
"2017-02-23","0.243473395245492","0.387055813364676","0.274341012314528","0.448038328942098"
"2017-02-24","0.489625422173042","0.545739999824243","0.171772431849529","0.614714071453135"
"2017-02-27","0.0749275537604396","0.124654132987021","0.358744516097925","0.555605971971866"
"2017-02-28","0.727788344550396","0.678438122565906","0.132798801600349","0.10439315916366"
"2017-03-01","0.565067434234221","0.577786488211662","0.559108384052358","0.997035463496583"
"2017-03-02","0.140126279781703","0.248300586582209","0.34932885636638","0.0333728910379692"
"2017-03-03","0.215037730721788","0.609289248420429","0.139595384384556","0.444780852141823"
"2017-03-06","0.776884117416418","0.919486767972313","0.581942121800423","0.124073409486408"
"2017-03-07","0.643380291155271","0.598441990381977","0.691285902967054","0.158438352122618"
"2017-03-08","0.40350635693071","0.232110467425555","0.730345727358962","0.215659123197504"
"2017-03-09","0.0762290635784212","0.148494225849595","0.0583915080346068","0.4870644183544"
"2017-03-10","0.361670952049006","0.640426786719274","0.634254412158575","0.730187679946458"
