"da[, 1]","DCoVaR1DL","DCoVaR2DL","DCoVaR3DL","DCoVaR4DL","DCoVaR5DL","DCoVaR6DL","VaR1D","DCoVaR2DR","DCoVaR3DR","DCoVaR4DR","DCoVaR5DR","DCoVaR6DR","DCoVaR1UL","DCoVaR2UL","DCoVaR3UL","DCoVaR4UL","DCoVaR5UL","DCoVaR6UL","DCoVaR1UR","DCoVaR2UR","DCoVaR3UR","DCoVaR4UR","DCoVaR5UR","DCoVaR6UR"
"2008-02-27",-0.047430795,-0.042579562,-0.00265182,-0.036825306,-0.005423385,-0.005655764,-0.090871155,-0.07282448,-0.006013464,-0.034871803,-0.008408518,-0.009167976,0.047423759,0.040116068,0.014631463,0.03463918,0.013886018,0.005655764,0.107139048,0.090773809,0.069799484,0.036370394,0.04043529,0.027489766
"2008-02-28",-0.047598963,-0.040881285,-0.002510666,-0.035356536,-0.005134704,-0.005354713,-0.090106689,-0.072211834,-0.005962875,-0.034995442,-0.008438331,-0.008802314,0.047591902,0.038516046,0.013852643,0.033257603,0.013146878,0.005354713,0.105698404,0.091481161,0.070430129,0.038491747,0.042092379,0.026733721
"2008-02-29",-0.045896315,-0.040057933,-0.002685264,-0.034644453,-0.005491785,-0.005727094,-0.087062004,-0.069771812,-0.005761391,-0.03374363,-0.008136486,-0.008625034,0.045889506,0.037740331,0.014815993,0.032587793,0.014061146,0.005727094,0.102315382,0.087894334,0.065535141,0.036437594,0.037926502,0.023924031
"2008-03-03",-0.044477357,-0.038408935,-0.00363630600000001,-0.033218303,-0.007436814,-0.007755463,-0.084325944,-0.067579124,-0.00558033,-0.032700392,-0.007884933,-0.008269982,0.044470758,0.036186738,0.020063386,0.031246306,0.019041195,0.007755463,0.099165007,0.085651134,0.053152993,0.035763665,0.02635686,0.012251487
"2008-03-04",-0.044122905,-0.038985332,-0.003434228,-0.033716805,-0.007023532,-0.007324473,-0.083543331,-0.066951934,-0.00552854,-0.032439794,-0.007822096,-0.008394088,0.044116358,0.036729787,0.018948412,0.031715215,0.017983027,0.007324473,0.098212846,0.08387964,0.05437739,0.034529884,0.027886468,0.015021152
"2008-03-05",-0.045031833,-0.039448068,-0.003338084,-0.034117007,-0.006826902,-0.007119418,-0.084819548,-0.0679747,-0.005612994,-0.033108051,-0.007983231,-0.008493722,0.045025152,0.03716575,0.018417936,0.032091658,0.017479578,0.007119418,0.099437097,0.085256307,0.056659985,0.03560144,0.030139879,0.016580305
"2008-03-06",-0.043705996,-0.03814592,-0.003096756,-0.032990833,-0.006333348,-0.006604717,-0.082584076,-0.066183184,-0.005465061,-0.032133277,-0.007748187,-0.008213351,0.043699512,0.035938941,0.017086403,0.03103234,0.016215883,0.006604717,0.097028361,0.083374847,0.056780707,0.034714484,0.030688728,0.017338628
"2008-03-07",-0.041840568,-0.036306864,-0.003723284,-0.031400309,-0.007614696,-0.007940967,-0.081010448,-0.064922073,-0.005360925,-0.030761787,-0.007417484,-0.007817377,0.041834361,0.034206285,0.020543283,0.029536237,0.019496642,0.007940967,0.096257934,0.083044829,0.048859571,0.033474053,0.021749226,0.00868494
"2008-03-10",-0.040693618,-0.037851598,-0.003808561,-0.032736285,-0.0077891,-0.008122844,-0.080032167,-0.064138075,-0.005296186,-0.029918533,-0.007214153,-0.008149979,0.040687581,0.035661646,0.021013797,0.030792903,0.019943185,0.008122844,0.095766341,0.079941884,0.046993469,0.029827133,0.019268064,0.009806064
"2008-03-11",-0.044219045,-0.037942015,-0.004128309,-0.032814483,-0.008443037,-0.0088048,-0.084830314,-0.067983327,-0.005613707,-0.032510477,-0.00783914,-0.008169447,0.044212484,0.035746833,0.022778018,0.030866459,0.021617522,0.0088048,0.100261759,0.086895705,0.048727125,0.035820719,0.021045137,0.006707496
"2008-03-12",-0.042140702,-0.036191408,-0.003792196,-0.031300455,-0.007755633,-0.008087942,-0.081017453,-0.064927686,-0.005361388,-0.03098245,-0.00747069199999999,-0.007792517,0.04213445,0.034097508,0.020923508,0.029442311,0.019857495,0.00808794199999999,0.095971711,0.083179589,0.048174036,0.034117076,0.021481408,0.007844312
"2008-03-13",-0.043900698,-0.034657035,-0.003777538,-0.02997344,-0.007725654,-0.008056679,-0.08226506,-0.065927523,-0.00544395,-0.032276424,-0.007782703,-0.007462146,0.043894185,0.032651909,0.02084263,0.028194074,0.019780738,0.008056679,0.096303576,0.086667163,0.049607971,0.038812018,0.024120639,0.006026552
"2008-03-14",-0.044901982,-0.039003092,-0.003496675,-0.033732165,-0.007151245,-0.007457658,-0.083713993,-0.067088703,-0.005539834,-0.033012583,-0.00796021099999999,-0.008397913,0.04489532,0.036746519,0.019292962,0.031729663,0.018310022,0.007457658,0.097723935,0.084111297,0.053925622,0.03585679,0.028361757,0.014416137
"2008-03-17",-0.043599001,-0.040350938,-0.004022307,-0.034897861,-0.008226246,-0.00857872,-0.079464103,-0.063682826,-0.005258594,-0.032054613,-0.007729219,-0.008688122,0.043592533,0.038016384,0.02219315,0.032826157,0.021062452,0.00857872,0.091936151,0.076412692,0.044258908,0.032152538,0.02123287,0.010858291
"2008-03-18",-0.04680651,-0.044206542,-0.004095414,-0.038232414,-0.008375762,-0.008734642,-0.084141878,-0.067431612,-0.00556814899999999,-0.034412819,-0.008297845,-0.009518288,0.046799565,0.041648917,0.022596521,0.035962755,0.021445272,0.008734642,0.096546551,0.079130613,0.048347866,0.033537841,0.025039258,0.015061347
"2008-03-19",-0.051167361,-0.045412017,-0.003758228,-0.03927498,-0.007686164,-0.008015497,-0.089370559,-0.071621897,-0.005914161,-0.03761898,-0.00907093599999999,-0.009777844,0.05115977,0.042784647,0.020736091,0.036943429,0.019679627,0.008015497,0.10093012,0.08551507,0.057129532,0.039772766,0.034603189,0.019994893
"2008-03-20",-0.052871359,-0.043354888,-0.004311169,-0.037495854,-0.008817014,-0.009194801,-0.089478259,-0.071708208,-0.005921288,-0.038871783,-0.00937302,-0.009334915,0.052863515,0.040846537,0.023786951,0.035269921,0.022575051,0.009194801,0.099418286,0.087891,0.051682005,0.044934505,0.031457187,0.011801675
"2008-03-21",-0.053563762,-0.044215773,-0.00396777600000001,-0.038240398,-0.00811472100000001,-0.008462417,-0.0867864,-0.069550942,-0.00574315299999999,-0.039380848,-0.009495768,-0.009520276,0.053555815,0.041657614,0.021892273,0.035970266,0.020776904,0.008462417,0.094245952,0.083007016,0.052358118,0.045202743,0.035889577,0.016356293
"2008-03-24",-0.051733861,-0.043567731,-0.003672301,-0.037679933,-0.00751042900000001,-0.007832232,-0.082217183,-0.065889154,-0.005440781,-0.038035478,-0.009171364,-0.009380743,0.051726186,0.041047065,0.020261986,0.035443072,0.019229676,0.007832232,0.0884491,0.076990767,0.050616517,0.042739741,0.036269071,0.018496669
"2008-03-25",-0.054662235,-0.041439862,-0.003393133,-0.035839627,-0.006939486,-0.007236826,-0.089040086,-0.071357054,-0.005892292,-0.040188461,-0.00969050599999999,-0.008922583,0.054654126,0.039042307,0.018721671,0.033712016,0.017767838,0.007236826,0.096910703,0.089311529,0.060458958,0.050093157,0.043221597,0.018577858
"2008-03-26",-0.05417094,-0.03942374,-0.003148207,-0.034095967,-0.006438575,-0.006714452,-0.084457841,-0.067684826,-0.005589059,-0.039827254,-0.009603409,-0.008488484,0.054162903,0.03714283,0.01737029,0.032071867,0.016485307,0.006714452,0.089763528,0.084750972,0.058195764,0.051417772,0.044988186,0.018457934
"2008-03-27",-0.051215204,-0.042000359,-0.003246003,-0.036324377,-0.006638583,-0.00692303,-0.080988658,-0.06490461,-0.005359483,-0.037654154,-0.009079417,-0.009043266,0.051207606,0.039570375,0.01790988,0.034167989,0.016997406,0.00692303,0.086916954,0.076875024,0.053635097,0.043533311,0.039820215,0.020774767
"2008-03-28",-0.051583415,-0.040017189,-0.003462169,-0.034609215,-0.007080677,-0.00738406599999999,-0.090391675,-0.072440223,-0.005981734,-0.037924869,-0.009144694,-0.008616261,0.051575763,0.037701945,0.01910258,0.032554648,0.01812934,0.00738406599999999,0.102218525,0.092831499,0.061158763,0.046307414,0.038168475,0.016061793
"2008-03-31",-0.053056124,-0.038080755,-0.003538641,-0.032934474,-0.007237073,-0.007547163,-0.095491906,-0.076527567,-0.006319245,-0.039007625,-0.009405774,-0.008199321,0.053048253,0.035877545,0.019524512,0.030979326,0.018529776,0.007547163,0.109254663,0.102414273,0.065649556,0.050939431,0.039484845,0.012812992
"2008-04-01",-0.053617354,-0.037929298,-0.003279304,-0.032803485,-0.00670668899999999,-0.006994054,-0.097291981,-0.077970154,-0.00643836600000001,-0.03942025,-0.00950527,-0.00816671,0.053609399,0.035734851,0.018093618,0.030856114,0.017171783,0.00699405400000001,0.111696856,0.105222915,0.070112914,0.052072372,0.042886511,0.015226071
"2008-04-02",-0.058621797,-0.036614968,-0.003020077,-0.031666775,-0.006176528,-0.006441177,-0.101886706,-0.081652384,-0.00674242600000001,-0.043099588,-0.010392456,-0.007883716,0.0586131,0.034496562,0.016663325,0.029786883,0.015814361,0.006441177,0.114385355,0.113392154,0.077457121,0.062135699,0.052577966,0.016148727
"2008-04-03",-0.056295689,-0.035035184,-0.002828766,-0.030300485,-0.005785267,-0.006033151,-0.097495884,-0.078133562,-0.00645186,-0.0413894,-0.00998008400000001,-0.00754356599999999,0.056287337,0.033008179,0.015607762,0.028501704,0.014812577,0.006033151,0.109378246,0.108642522,0.074852356,0.059819823,0.051207776,0.016048661
"2008-04-07",-0.055443697,-0.03464845,-0.002634561,-0.029966015,-0.005388088,-0.005618954,-0.098013958,-0.078548748,-0.006486144,-0.040763003,-0.009829043,-0.007460297,0.055435472,0.032643821,0.014536236,0.028187089,0.013795643,0.005618954,0.111087079,0.10982079,0.077338904,0.058764705,0.051953783,0.017505651
"2008-04-08",-0.058301151,-0.03336162,-0.002456275,-0.028853088,-0.005023465,-0.005238708,-0.101509679,-0.081350232,-0.006717476,-0.042863845,-0.010335612,-0.007183224,0.058292502,0.031431441,0.013552538,0.027140231,0.012862063,0.005238708,0.114075419,0.116345301,0.082736095,0.065088922,0.057791758,0.017649844
"2008-04-09",-0.056169523,-0.03233582,-0.002490453,-0.027965916,-0.005093365,-0.005311603,-0.096604334,-0.077419071,-0.006392862,-0.041296641,-0.009957717,-0.006962355,0.05616119,0.030464991,0.013741117,0.026305726,0.013041033,0.005311603,0.108017993,0.110242317,0.077333939,0.062511847,0.054430128,0.015992486
"2008-04-10",-0.057584942,-0.031568531,-0.002646904,-0.02730232,-0.005413332,-0.00564528,-0.105099434,-0.084227076,-0.00695503,-0.042337277,-0.010208642,-0.006797147,0.057576398,0.029742093,0.01460434,0.025681523,0.013860277,0.00564528,0.120767428,0.123553769,0.084521623,0.065784502,0.054861362,0.013437022
"2008-04-11",-0.055776871,-0.030433763,-0.002466471,-0.026320906,-0.005044318,-0.005260454,-0.102610846,-0.082232711,-0.006790347,-0.041007958,-0.009888108,-0.006552815,0.055768596,0.02867298,0.013608796,0.024758371,0.012915454,0.005260454,0.11841559,0.12111989,0.083769158,0.063883925,0.054115281,0.013797549
"2008-04-14",-0.052725317,-0.029105269,-0.003110693,-0.025171947,-0.006361852,-0.006634441,-0.098161839,-0.078667261,-0.00649593,-0.038764411,-0.009347129,-0.006266773,0.052717495,0.027421348,0.017163301,0.02367762,0.016288864,0.006634441,0.114031566,0.116013852,0.072704957,0.06004376,0.043318543,0.005619884
"2008-04-15",-0.059341824,-0.031869964,-0.003072154,-0.027563017,-0.006283035,-0.006552247,-0.106802294,-0.085591754,-0.007067718,-0.043628962,-0.010520102,-0.00686205,0.05933302,0.030026087,0.016950663,0.025926745,0.01608706,0.006552247,0.121860912,0.125731314,0.082002732,0.068495003,0.053073886,0.00954813400000001
"2008-04-16",-0.05630629,-0.032441913,-0.002854877,-0.028057672,-0.005838669,-0.006088841,-0.104006704,-0.083351357,-0.006882718,-0.041397194,-0.009981963,-0.006985198,0.056297936,0.030564945,0.015751831,0.026392034,0.014949306,0.006088841,0.12021586,0.12100637,0.08130406,0.062633775,0.050960297,0.01246489
"2008-04-17",-0.056573688,-0.030925791,-0.002642535,-0.02674644,-0.005404397,-0.005635962,-0.101824931,-0.081602877,-0.006738338,-0.041593788,-0.010029367,-0.006658757,0.056565294,0.02913654,0.014580235,0.025158644,0.0138374,0.005635962,0.116315253,0.1194345,0.081188754,0.064730204,0.053473506,0.012657763
"2008-04-18",-0.05723531,-0.02947995,-0.002463953,-0.025495992,-0.005039168,-0.005255084,-0.100748529,-0.080740244,-0.00666710599999999,-0.042080223,-0.01014666,-0.006347446,0.057226818,0.027774351,0.013594903,0.023982429,0.012902269,0.005255084,0.113865099,0.119411298,0.08187398,0.067431987,0.056205509,0.012601283
"2008-04-21",-0.057935462,-0.028506305,-0.002288122,-0.024653927,-0.004679565,-0.004880073,-0.104568289,-0.083801413,-0.006919881,-0.042594985,-0.010270783,-0.006137807,0.057926867,0.026857038,0.012624748,0.023190353,0.011981542,0.004880073,0.119534545,0.126074389,0.087580657,0.069691298,0.058964413,0.013121907
"2008-04-22",-0.05657357,-0.027204821,-0.002180525,-0.023528327,-0.004459514,-0.004650594,-0.10038176,-0.080446314,-0.006642835,-0.041593702,-0.010029347,-0.005857579,0.056565177,0.025630852,0.012031086,0.022131573,0.011418125,0.004650594,0.113910801,0.121324968,0.084344993,0.068741333,0.058117829,0.012536694
"2008-04-23",-0.053850993,-0.026712726,-0.002379463,-0.023102734,-0.004866373,-0.005074885,-0.096960738,-0.077704694,-0.00641644599999999,-0.039592024,-0.009546689,-0.005751624,0.053843003,0.025167227,0.013128727,0.021731245,0.012459844,0.005074885,0.110913053,0.116827974,0.078817234,0.064567891,0.052263216,0.009906577
"2008-04-24",-0.056444347,-0.025632192,-0.002222653,-0.022168225,-0.004545673,-0.004740443,-0.100017279,-0.080154217,-0.006618715,-0.041498695,-0.010006438,-0.00551897,0.056435973,0.024149209,0.012263527,0.020852213,0.011638724,0.004740443,0.11343177,0.122484679,0.083545624,0.070213416,0.057511368,0.010099078
"2008-04-25",-0.06328566,-0.024819321,-0.002075689,-0.021465206,-0.004245108,-0.004427001,-0.113869894,-0.091255754,-0.007535422,-0.046528527,-0.011219264,-0.005343947,0.063276271,0.023383368,0.011452652,0.02019093,0.010869161,0.004427001,0.129722337,0.143718599,0.099308341,0.082909807,0.068674973,0.010535405
"2008-04-28",-0.06087671,-0.024295702,-0.001940396,-0.02101235,-0.003968413,-0.004138449,-0.108813189,-0.087203293,-0.007200791,-0.044757432,-0.010792206,-0.005231205,0.060867678,0.022890043,0.010706169,0.019764956,0.010160711,0.004138449,0.123687976,0.136851814,0.095453755,0.07931222,0.066624355,0.011224861
"2008-04-29",-0.060341647,-0.023315727,-0.001866456,-0.02016481,-0.003817194,-0.003980751,-0.108123485,-0.086650561,-0.007155149,-0.044364047,-0.01069735,-0.005020203,0.060332695,0.021966766,0.010298205,0.01896773,0.009773531,0.003980751,0.12306988,0.13689468,0.095485807,0.079444212,0.066610092,0.010713078
"2008-04-30",-0.057529753,-0.022353095,-0.001913039,-0.019332269,-0.003912462,-0.004080101,-0.104773245,-0.083965666,-0.006933444,-0.042296701,-0.010198858,-0.004812935,0.057521218,0.021059829,0.010555222,0.018184614,0.010017453,0.004080101,0.120278717,0.133008963,0.091562642,0.075623707,0.062160621,0.009011931
"2008-05-05",-0.059065541,-0.021730427,-0.001962968,-0.018793749,-0.004014576,-0.00418659,-0.108425977,-0.086892979,-0.007175167,-0.043425835,-0.010471123,-0.004678865,0.059056778,0.020473185,0.01083071,0.017678062,0.010278906,0.00418659,0.124840466,0.139048226,0.094827536,0.078948424,0.063833116,0.007712525
"2008-05-06",-0.058137986,-0.020906054,-0.001830217,-0.018080784,-0.00374308,-0.003903462,-0.10578612,-0.084777388,-0.00700047300000001,-0.042743883,-0.010306686,-0.004501367,0.058129361,0.019696508,0.010098256,0.017007422,0.009583769,0.003903462,0.121362646,0.136057429,0.093439735,0.078234541,0.063854362,0.007991242
"2008-05-07",-0.056192143,-0.020591884,-0.001713227,-0.017809071,-0.003503817,-0.003653947,-0.10144493,-0.081298342,-0.00671319099999999,-0.041313272,-0.009961728,-0.004433721,0.056183807,0.019400515,0.009452762,0.01675184,0.008971162,0.003653947,0.116060803,0.13001636,0.090139014,0.075211296,0.062275431,0.008764947
"2008-05-08",-0.059640654,-0.022377451,-0.002348357,-0.019353334,-0.004802757,-0.005008543,-0.106073219,-0.08500747,-0.00701947100000001,-0.043848666,-0.010573079,-0.004818179,0.059631806,0.021082776,0.012957102,0.018204428,0.012296962,0.005008543,0.12034955,0.13489313,0.088527054,0.079244561,0.060773152,0.004666957
"2008-05-09",-0.05881381,-0.023136541,-0.002193888,-0.02000984,-0.004486844,-0.004679094,-0.104285742,-0.083574979,-0.006901184,-0.043240759,-0.010426496,-0.004981622,0.058805084,0.021797948,0.012104817,0.01882196,0.011488099,0.004679094,0.118191981,0.131447953,0.088236585,0.076997656,0.061155315,0.007191988
"2008-05-12",-0.057787209,-0.023192256,-0.002315315,-0.020058026,-0.00473518,-0.004938071,-0.101102964,-0.08102429,-0.006690561,-0.042485987,-0.0102445,-0.004993618,0.057778636,0.021850439,0.012774789,0.018867285,0.012123938,0.004938071,0.113907867,0.12671052,0.083733715,0.075163882,0.058481139,0.006042672
"2008-05-13",-0.055171469,-0.022768943,-0.00215765,-0.019691919,-0.004412731,-0.004601805,-0.096155048,-0.077059011,-0.006363129,-0.040562858,-0.00978078299999999,-0.004902473,0.055163284,0.021451616,0.01190487,0.018522912,0.01129834,0.004601805,0.108260013,0.119895475,0.080216216,0.07110088,0.05636264,0.007085493
"2008-05-14",-0.053091817,-0.021781852,-0.002039595,-0.018838225,-0.00417129,-0.004350019,-0.095122424,-0.076231462,-0.006294794,-0.039033867,-0.00941210200000001,-0.004689938,0.053083941,0.020521636,0.0112535,0.017719898,0.010680156,0.004350019,0.108603615,0.119442063,0.080338114,0.068571877,0.054604962,0.007008074
"2008-05-15",-0.053741208,-0.021611877,-0.001909309,-0.018691221,-0.003904835,-0.004072147,-0.095158937,-0.076260724,-0.006297211,-0.039511309,-0.009527226,-0.00465334,0.053733235,0.020361495,0.010534645,0.017581621,0.009997925,0.004072147,0.108019909,0.119678961,0.081685506,0.069877101,0.056834133,0.008100121
"2008-05-16",-0.052083298,-0.02069874,-0.00178435,-0.017901486,-0.003649273,-0.003805636,-0.091011859,-0.072937241,-0.00602277499999999,-0.038292389,-0.009233313,-0.004456729,0.05207557,0.019501189,0.00984518,0.016838769,0.009343587,0.003805636,0.102755707,0.114568864,0.078665076,0.067997036,0.055742984,0.008186826
"2008-05-19",-0.04975712,-0.019836667,-0.001675928,-0.017155915,-0.003427535,-0.003574396,-0.08665561,-0.069446126,-0.00573449700000001,-0.03658215,-0.008820928,-0.004271113,0.049749738,0.018688992,0.009246963,0.016137458,0.008775848,0.003574396,0.097806267,0.109096322,0.075262687,0.064907325,0.053539423,0.008172679
"2008-05-20",-0.048282083,-0.019055805,-0.00157653,-0.01648058,-0.00322425,-0.003362401,-0.083001332,-0.066517575,-0.005492672,-0.035497682,-0.008559435,-0.004102982,0.04827492,0.017953307,0.008698532,0.015502213,0.008255359,0.003362401,0.093181647,0.10456784,0.072493491,0.063200623,0.052450232,0.008171833
"2008-05-21",-0.052660579,-0.020619849,-0.00185585,-0.017833257,-0.003795503,-0.003958131,-0.089832218,-0.071991872,-0.005944711,-0.038716815,-0.009335653,-0.004439743,0.052652766,0.019426862,0.010239685,0.016774589,0.009717993,0.003958131,0.10021725,0.112920327,0.076729807,0.069079483,0.055841542,0.007367008
"2008-05-22",-0.051235396,-0.021098044,-0.002424132,-0.018246828,-0.004957727,-0.005170154,-0.090676281,-0.072668307,-0.006000568,-0.037669,-0.009082997,-0.004542705,0.051227795,0.01987739,0.013375188,0.017163609,0.012693747,0.005170154,0.10303815,0.11364524,0.071887429,0.066101611,0.048110905,0.00226664
"2008-05-23",-0.051240852,-0.021598235,-0.00226422,-0.018679422,-0.004630682,-0.004829096,-0.089492471,-0.071719598,-0.005922229,-0.037673011,-0.009083963,-0.004650403,0.051233249,0.020348641,0.012492871,0.017570522,0.011856383,0.004829096,0.101060304,0.111366305,0.072274199,0.065571814,0.049726187,0.004514808
"2008-05-26",-0.049771762,-0.022143951,-0.002635674,-0.019151389,-0.005390365,-0.005621329,-0.08515144,-0.068240679,-0.005634957,-0.036592915,-0.008823524,-0.004767903,0.049764378,0.020862785,0.014542379,0.018014472,0.013801472,0.005621329,0.095285531,0.104398483,0.064063415,0.062445291,0.043912035,0.001479569
"2008-05-27",-0.050347145,-0.023944006,-0.002509877,-0.020708183,-0.00513309,-0.00535303,-0.08808743,-0.070593593,-0.005829249,-0.037015945,-0.008925528,-0.00515548,0.050339676,0.022558696,0.013848291,0.019478847,0.013142747,0.00535303,0.099606302,0.106772652,0.068355725,0.061498889,0.045991296,0.005049565
"2008-05-28",-0.048408738,-0.024242815,-0.002338956,-0.02096661,-0.00478353,-0.004988493,-0.083973547,-0.067296711,-0.00555701,-0.0355908,-0.008581888,-0.005219817,0.048401556,0.022840217,0.012905231,0.019721933,0.012247734,0.004988493,0.094675812,0.100404819,0.065831573,0.057827676,0.044965054,0.007150493
"2008-05-29",-0.048178018,-0.023238753,-0.002184059,-0.020098238,-0.004466742,-0.00465813,-0.084308685,-0.067565292,-0.005579188,-0.035421172,-0.008540986,-0.005003629,0.048170871,0.021894245,0.012050585,0.018905111,0.011436631,0.00465813,0.095463207,0.101979746,0.067734323,0.058511463,0.046195535,0.007421703
"2008-05-30",-0.049186485,-0.022229301,-0.002040914,-0.019225205,-0.004173988,-0.004352833,-0.083528274,-0.066939868,-0.005527543,-0.036162611,-0.008719766,-0.00478628,0.049179188,0.020943197,0.011260781,0.018083905,0.010687066,0.004352833,0.093161968,0.101921089,0.068368537,0.061342068,0.049062367,0.00756787
"2008-06-02",-0.047218463,-0.021328035,-0.001912182,-0.018445738,-0.003910711,-0.004078275,-0.080851393,-0.064794606,-0.005350399,-0.034715693,-0.008370876,-0.004592225,0.047211458,0.020094076,0.010550499,0.017350711,0.010012972,0.004078275,0.090655162,0.098958776,0.066902156,0.058913411,0.047570077,0.007707708
"2008-06-03",-0.044612473,-0.020498653,-0.002203532,-0.017728439,-0.004506566,-0.004699661,-0.077958291,-0.062476063,-0.005158946,-0.032799732,-0.007908887,-0.004413647,0.044605854,0.019312678,0.012158024,0.016675995,0.011538596,0.004699661,0.088421302,0.095601216,0.060989814,0.055305011,0.04095154,0.003716623
"2008-06-04",-0.042790199,-0.021405711,-0.002312374,-0.018512917,-0.004729166,-0.004931799,-0.075070316,-0.060161629,-0.004967832,-0.03145997,-0.007585834,-0.004608949,0.042783851,0.020167258,0.012758565,0.017413902,0.01210854,0.004931799,0.085418114,0.090379244,0.056917458,0.051178735,0.037277321,0.003784151
"2008-06-05",-0.040744558,-0.021870871,-0.002213688,-0.018915214,-0.004527338,-0.004721323,-0.075568936,-0.060561225,-0.00500082900000001,-0.029955985,-0.007223184,-0.004709105,0.040738513,0.020605504,0.012214063,0.017792317,0.01159178,0.004721323,0.088279278,0.090610553,0.058423722,0.047142916,0.035373084,0.005371962
"2008-06-06",-0.039657847,-0.021246737,-0.002057822,-0.018375426,-0.004208567,-0.004388894,-0.072500437,-0.058102119,-0.004797769,-0.02915702,-0.007030532,-0.00457472,0.039651964,0.020017481,0.011354069,0.017284574,0.010775601,0.004388894,0.084245234,0.086773964,0.056826263,0.045938188,0.035401366,0.006139505
"2008-06-10",-0.038871809,-0.020401052,-0.003257422,-0.017644028,-0.006661935,-0.006947382,-0.069892328,-0.056011971,-0.004625175,-0.028579113,-0.006891183,-0.004392632,0.038866042,0.019220724,0.017972878,0.016596594,0.017057195,0.006947382,0.08067985,0.0838528,0.042077377,0.045491788,0.022229153,-0.007002899
"2008-06-11",-0.048104495,-0.026443985,-0.003160662,-0.022870311,-0.006464046,-0.006741014,-0.087309802,-0.069970398,-0.005777789,-0.035367117,-0.008527951,-0.00569376,0.048097359,0.024914035,0.017439005,0.021512621,0.016550521,0.006741014,0.100536554,0.102934798,0.061011614,0.054929085,0.036273869,0.001709171
"2008-06-12",-0.04879232,-0.028851082,-0.003594732,-0.02495211,-0.007351788,-0.007666794,-0.08584275,-0.068794697,-0.005680706,-0.035872815,-0.008649889,-0.006212042,0.048785081,0.027181867,0.019833997,0.023470834,0.018823493,0.007666794,0.097409503,0.098183904,0.055135119,0.053522541,0.032884102,0.000428395999999998
"2008-06-13",-0.04756201,-0.028102206,-0.003332474,-0.024304438,-0.006815429,-0.007107454,-0.086062005,-0.068970409,-0.005695215,-0.034968274,-0.00843178,-0.006050799,0.047554954,0.026476317,0.018386984,0.022861611,0.017450202,0.007107454,0.098995949,0.099313434,0.057997645,0.052204186,0.0337786,0.002105709
"2008-06-16",-0.049731635,-0.028347872,-0.003084159,-0.024516905,-0.006307587,-0.006577852,-0.088276086,-0.070744782,-0.005841733,-0.036563413,-0.00881641,-0.006103694,0.049724256,0.02670777,0.017016904,0.023061464,0.016149925,0.006577852,0.100531554,0.102302381,0.062777139,0.055687921,0.039346696,0.004916594
"2008-06-17",-0.048327162,-0.027777111,-0.002868248,-0.024023277,-0.005866014,-0.006117358,-0.084122945,-0.067416439,-0.00556689599999999,-0.035530824,-0.008567426,-0.005980801,0.048319992,0.026170032,0.015825606,0.022597141,0.015019321,0.006117358,0.095005702,0.09681428,0.060664786,0.053876641,0.039528704,0.006356121
"2008-06-18",-0.050707268,-0.02707245,-0.002925079,-0.023413845,-0.005982244,-0.006238568,-0.085786921,-0.068749956,-0.005677011,-0.037280713,-0.008989371,-0.005829078,0.050699745,0.025506139,0.016139177,0.022023887,0.015316917,0.006238568,0.095415826,0.100019286,0.061809417,0.058748522,0.042327234,0.004882318
"2008-06-19",-0.053075335,-0.025840654,-0.003104014,-0.022348516,-0.006348192,-0.006620196,-0.092004885,-0.073733055,-0.006088489,-0.039021749,-0.00940918,-0.005563855,0.053067461,0.024345611,0.017126447,0.021021801,0.016253887,0.006620196,0.103425623,0.110485041,0.066422831,0.06416787,0.043881262,0.001505942
"2008-06-20",-0.060129552,-0.026665685,-0.002884744,-0.023062051,-0.005899753,-0.006152542,-0.103513988,-0.082956493,-0.00685011299999999,-0.044208111,-0.01065975,-0.005741496,0.060120631,0.025122908,0.015916627,0.021692977,0.015105706,0.006152542,0.115600184,0.126509253,0.080495698,0.075466391,0.05607317,0.004766845
"2008-06-23",-0.059214259,-0.026562384,-0.003398466,-0.02297271,-0.006950394,-0.007248201,-0.103941773,-0.083299321,-0.006878421,-0.043535175,-0.010497487,-0.005719254,0.059205474,0.025025584,0.018751097,0.021608941,0.017795765,0.007248201,0.117221409,0.127249283,0.075772511,0.073996356,0.049612927,-0.000529791000000002
"2008-06-24",-0.057990559,-0.025386439,-0.003213557,-0.021955684,-0.006572226,-0.006853829,-0.1036738,-0.083084567,-0.006860688,-0.042635492,-0.01028055,-0.005466056,0.057981955,0.023917675,0.017730857,0.020652289,0.016827504,0.006853829,0.117989487,0.128123182,0.077355021,0.073149814,0.049739216,-0.000177005000000001
"2008-06-25",-0.058061832,-0.02474931,-0.003112829,-0.021404657,-0.006366222,-0.006638999,-0.101171616,-0.081079307,-0.00669510499999999,-0.042687894,-0.010293185,-0.005328873,0.058053218,0.023317407,0.01717509,0.020133974,0.016300053,0.006638999,0.113749678,0.125132852,0.075787268,0.073959805,0.050852719,1.95950000000042e-05
"2008-06-26",-0.059148378,-0.023960643,-0.002890905,-0.020722571,-0.005912351,-0.006165681,-0.102957553,-0.082510564,-0.00681329,-0.043486738,-0.010485808,-0.005159063,0.059139603,0.02257437,0.015950616,0.01949238,0.015137963,0.006165681,0.11564692,0.128607654,0.079859957,0.076687296,0.054622059,0.001240489
