"da[, 1]","DCoVaR1DL","DCoVaR2DL","DCoVaR3DL","DCoVaR4DL","DCoVaR5DL","DCoVaR6DL","VaR1D","DCoVaR2DR","DCoVaR3DR","DCoVaR4DR","DCoVaR5DR","DCoVaR6DR","DCoVaR1UL","DCoVaR2UL","DCoVaR3UL","DCoVaR4UL","DCoVaR5UL","DCoVaR6UL","DCoVaR1UR","DCoVaR2UR","DCoVaR3UR","DCoVaR4UR","DCoVaR5UR","DCoVaR6UR"
"2014-07-15",-0.016817473,-0.012850334,-0.006752233,-0.011194165,-0.001448798,-0.003300424,-0.022901012,-0.018029864,-0.009104882,-0.012282481,-0.001909181,-0.003798822,0.016817473,0.013250678,0.001253781,0.012408724,0.007507804,0.003300424,0.024294939,0.02471556,0.008431103,0.017429857,0.01414678,0.005943502
"2014-07-16",-0.016261458,-0.012556597,-0.006901374,-0.010938285,-0.001480798,-0.003373322,-0.022120309,-0.01741522,-0.008794494,-0.011876401,-0.001846061,-0.003711988,0.016261458,0.012947789,0.001281473,0.012125081,0.007673633,0.003373322,0.023545246,0.023821456,0.007600015,0.016720461,0.013051367,0.005288922
"2014-07-17",-0.016246822,-0.012288209,-0.006523792,-0.010704488,-0.001399783,-0.003188765,-0.021547151,-0.016963976,-0.008566621,-0.011865712,-0.0018444,-0.003632647,0.016246822,0.012671041,0.001211363,0.011865917,0.0072538,0.003188765,0.022602836,0.023222904,0.007808256,0.016987749,0.013663546,0.005554214
"2014-07-18",-0.016780181,-0.011989149,-0.009236585,-0.010443971,-0.001981855,-0.00451475,-0.0220579,-0.017366086,-0.008769682,-0.012255246,-0.001904948,-0.003544239,0.016780181,0.012362664,0.001715084,0.011577134,0.010270153,0.00451475,0.022924359,0.024346758,0.003629967,0.018305455,0.009915886,0.000584841999999999
"2014-07-21",-0.016916735,-0.011762776,-0.008663643,-0.010246773,-0.001858921,-0.004234702,-0.021311793,-0.016778679,-0.008473048,-0.012354976,-0.00192045,-0.003477318,0.016916735,0.012129239,0.001608698,0.011358541,0.0096331,0.004234702,0.021542583,0.023432653,0.004037853,0.018807172,0.011086031,0.001236162
"2014-07-22",-0.016211935,-0.011604793,-0.008710456,-0.010109151,-0.001868966,-0.004257584,-0.020953595,-0.016496672,-0.008330637,-0.011840232,-0.001840439,-0.003430615,0.016211935,0.011966333,0.00161739,0.011205986,0.00968515,0.004257584,0.021646538,0.023047891,0.003692858,0.017672782,0.009936485,0.000940227
"2014-07-23",-0.016868885,-0.011384917,-0.008197956,-0.009917613,-0.001759,-0.004007079,-0.021969539,-0.01729652,-0.008734552,-0.012320029,-0.001915018,-0.003365615,0.016868885,0.011739608,0.001522227,0.010993667,0.009115302,0.004007079,0.022688467,0.024871981,0.005309378,0.019132933,0.011795779,0.001498927
"2014-07-24",-0.016219564,-0.012120188,-0.007736638,-0.010558121,-0.001660018,-0.003781592,-0.021164394,-0.016662632,-0.008414446,-0.011845804,-0.001841305,-0.003582976,0.016219564,0.012497785,0.001436568,0.01170367,0.008602363,0.003781592,0.021990905,0.022810889,0.005485816,0.017121506,0.011584293,0.003285291
"2014-07-25",-0.017322119,-0.012034616,-0.007339501,-0.010483578,-0.001574806,-0.003587475,-0.022683029,-0.017858247,-0.009018218,-0.012651045,-0.001966471,-0.003557679,0.017322119,0.012409547,0.001362826,0.011621039,0.008160787,0.003587475,0.023428314,0.025270847,0.007282286,0.019261107,0.013926821,0.003834873
"2014-07-28",-0.01736771,-0.011901446,-0.008151688,-0.010367571,-0.001749073,-0.003984463,-0.02355502,-0.018544762,-0.0093649,-0.012684342,-0.001971646,-0.003518311,0.01736771,0.012272229,0.001513636,0.011492445,0.009063856,0.003984463,0.024838848,0.026775532,0.006566019,0.019491795,0.012631448,0.002287075
"2014-07-29",-0.019904546,-0.011639529,-0.007850571,-0.01013941,-0.001684464,-0.003837281,-0.02737817,-0.02155471,-0.010884891,-0.014537096,-0.002259638,-0.003440884,0.019904546,0.012002151,0.001457724,0.011239529,0.008729046,0.003837281,0.028695412,0.033019457,0.009914699,0.024486077,0.016991929,0.002432787
"2014-07-30",-0.019511606,-0.011632552,-0.008564407,-0.010133332,-0.001837629,-0.004186197,-0.0263775,-0.020766888,-0.010487049,-0.014250116,-0.002215029,-0.003438821,0.019511606,0.011994956,0.001590272,0.011232791,0.009522759,0.004186197,0.02741601,0.031468038,0.007971248,0.023764656,0.015195492,0.001223798
"2014-07-31",-0.018751888,-0.011625964,-0.008278464,-0.010127594,-0.001776274,-0.00404643,-0.025547353,-0.020113316,-0.010157003,-0.013695263,-0.002128783,-0.003436874,0.018751888,0.011988164,0.001537176,0.01122643,0.009204819,0.00404643,0.026786663,0.030181871,0.007834426,0.022362276,0.014521597,0.001695179
"2014-08-01",-0.019076056,-0.011401711,-0.013296726,-0.009932243,-0.002853022,-0.006499307,-0.026002233,-0.020471442,-0.010337852,-0.013932016,-0.002165584,-0.00337058,0.019076056,0.011756925,0.002468986,0.011009884,0.014784622,0.006499307,0.027223274,0.031136613,-0.000259073999999998,0.023209772,0.006582416,-0.007044976
"2014-08-04",-0.019378816,-0.011800636,-0.013429023,-0.010279754,-0.002881408,-0.006563972,-0.026860021,-0.021146774,-0.010678888,-0.014153134,-0.002199955,-0.00348851,0.019378816,0.012168277,0.002493552,0.011395099,0.014931722,0.006563972,0.028353933,0.032035416,0.000156457000000002,0.02333387,0.006820153,-0.006718602
"2014-08-05",-0.020035744,-0.011908638,-0.012537728,-0.010373836,-0.002690167,-0.006128316,-0.028912471,-0.022762659,-0.011494892,-0.014632915,-0.002274532,-0.003520437,0.020035744,0.012279644,0.002328053,0.01149939,0.013940693,0.006128316,0.031126518,0.035114705,0.003180136,0.024434269,0.009315867,-0.005072501
"2014-08-06",-0.019167116,-0.011634709,-0.013926772,-0.010135212,-0.002988208,-0.006807267,-0.028134905,-0.022150485,-0.011185751,-0.013998521,-0.002175922,-0.003439459,0.019167116,0.011997181,0.002585975,0.011234874,0.01548517,0.006807267,0.030693448,0.034203759,0.000268084999999998,0.02312311,0.005662165,-0.007783134
"2014-08-07",-0.018496381,-0.011436357,-0.013270873,-0.009962423,-0.002847475,-0.00648667,-0.027295207,-0.021489394,-0.010851907,-0.013508655,-0.002099777,-0.003380821,0.018496381,0.01179265,0.002464186,0.011043339,0.014755875,0.00648667,0.029959521,0.033113094,0.000745769,0.022096213,0.005745081,-0.006953887
"2014-08-08",-0.019667104,-0.011737854,-0.013755001,-0.010225063,-0.002951352,-0.006723307,-0.02971648,-0.023395652,-0.011814546,-0.014363682,-0.002232683,-0.00346995,0.019667104,0.01210354,0.002554081,0.011334475,0.015294177,0.006723307,0.032836147,0.03655474,0.001732693,0.023937646,0.006710474,-0.00735266
"2014-08-11",-0.018869108,-0.011829261,-0.012817253,-0.01030469,-0.002750144,-0.006264945,-0.028716623,-0.022608469,-0.011417028,-0.013780873,-0.002142091,-0.003496972,0.018869108,0.012197794,0.002379956,0.01142274,0.014251496,0.006264945,0.031961567,0.034896654,0.002564853,0.022356735,0.007073588,-0.005651332
"2014-08-12",-0.019503654,-0.011577782,-0.011991349,-0.010085622,-0.002572933,-0.005861251,-0.029892251,-0.023534035,-0.011884428,-0.014244308,-0.002214127,-0.00342263,0.019503654,0.011938481,0.002226599,0.011179904,0.013333174,0.005861251,0.033292435,0.037004208,0.004826693,0.023809988,0.009425428,-0.004609511
"2014-08-13",-0.019301615,-0.011883587,-0.011673912,-0.010352014,-0.002504822,-0.005706092,-0.029018216,-0.022845912,-0.011536933,-0.01409675,-0.00219119,-0.003513032,0.019301615,0.012253813,0.002167656,0.0114752,0.012980216,0.005706092,0.032034323,0.035306944,0.004710157,0.023099624,0.009651804,-0.003655562
"2014-08-14",-0.018498799,-0.011602991,-0.010925141,-0.010107582,-0.002344161,-0.0053401,-0.027710583,-0.021816418,-0.01101705,-0.013510422,-0.002100052,-0.003430082,0.018498799,0.011964476,0.002028622,0.011204247,0.012147658,0.0053401,0.030650658,0.03357745,0.004995947,0.021917888,0.009690076,-0.002783385
"2014-08-15",-0.019076406,-0.011663579,-0.010244244,-0.010160361,-0.002198064,-0.005007284,-0.028478626,-0.022421095,-0.011322406,-0.013932272,-0.002165624,-0.003447994,0.019076406,0.01202695,0.00190219,0.011262752,0.011390569,0.005007284,0.031357706,0.034707614,0.006711081,0.02292313,0.011711756,-0.001556009
"2014-08-18",-0.019291915,-0.011454815,-0.009735046,-0.009978503,-0.002088807,-0.004758393,-0.028730629,-0.022619496,-0.011422596,-0.014089666,-0.00219009,-0.003386278,0.019291915,0.011811683,0.00180764,0.011061163,0.010824392,0.004758393,0.031563807,0.035329272,0.007754019,0.023552023,0.012894765,-0.000987571999999999
"2014-08-19",-0.019063755,-0.011323485,-0.009128909,-0.009864099,-0.001958751,-0.004462119,-0.028268157,-0.022255393,-0.011238728,-0.013923032,-0.002164187,-0.003347455,0.019063755,0.011676262,0.00169509,0.010934347,0.010150428,0.004462119,0.03101889,0.034752808,0.008428581,0.02327277,0.013566532,-0.000149758999999999
"2014-08-20",-0.01823716,-0.011076799,-0.008582644,-0.009649206,-0.001841542,-0.004195111,-0.027224603,-0.021433808,-0.010823837,-0.013319336,-0.00207035,-0.003274529,0.01823716,0.011421889,0.001593658,0.010696137,0.009543036,0.004195111,0.030099838,0.033397556,0.008570478,0.02200971,0.01322842,0.000428803
"2014-08-21",-0.017797678,-0.011006383,-0.008089187,-0.009587865,-0.001735662,-0.003953914,-0.026735637,-0.021048847,-0.010629435,-0.012998364,-0.002020458,-0.003253713,0.017797678,0.01134928,0.001502031,0.010628141,0.008994362,0.003953914,0.029721176,0.032712985,0.009036012,0.021271533,0.013389769,0.001161066
"2014-08-22",-0.017192796,-0.011157878,-0.007630732,-0.009719835,-0.001637294,-0.003729826,-0.026789386,-0.021091164,-0.010650805,-0.012556595,-0.001951789,-0.003298498,0.017192796,0.011505495,0.001416903,0.01077443,0.008484606,0.003729826,0.030413424,0.032630525,0.009846279,0.019983011,0.013240996,0.002139725
"2014-08-25",-0.016923125,-0.011148852,-0.007743988,-0.009711973,-0.001661595,-0.003785184,-0.026227725,-0.020648971,-0.010427502,-0.012359643,-0.001921175,-0.003295829,0.016923125,0.011496188,0.001437933,0.010765715,0.008610536,0.003785184,0.029744243,0.031765343,0.009238357,0.019492555,0.012640956,0.001937019
"2014-08-26",-0.018185352,-0.010986157,-0.007303652,-0.009570246,-0.001567114,-0.003569952,-0.026510926,-0.020871933,-0.010540096,-0.013281499,-0.002064468,-0.003247734,0.018185352,0.011328425,0.00135617,0.010608611,0.008120926,0.003569952,0.02895983,0.032385068,0.010188789,0.022013027,0.015298676,0.002453112
"2014-08-27",-0.019304747,-0.010903878,-0.006910397,-0.009498571,-0.001482735,-0.003377733,-0.028022353,-0.022061873,-0.011141003,-0.014099038,-0.002191546,-0.00322341,0.019304747,0.011243582,0.001283149,0.010529159,0.007683666,0.003377733,0.030368431,0.034830182,0.011973377,0.024180259,0.017660268,0.003000702
"2014-08-28",-0.018680118,-0.011105998,-0.006670053,-0.009674642,-0.001431165,-0.003260255,-0.026730958,-0.021045164,-0.010627576,-0.013642846,-0.002120636,-0.003283161,0.018680118,0.011451999,0.001238521,0.010724333,0.007416428,0.003260255,0.028834391,0.032596407,0.011416974,0.022799556,0.017115015,0.003682514
"2014-08-29",-0.019459776,-0.011514921,-0.006830734,-0.010030862,-0.001465642,-0.003338795,-0.027212185,-0.021424032,-0.0108189,-0.014212262,-0.002209146,-0.003404047,0.019459776,0.011873661,0.001268357,0.011119203,0.007595089,0.003338795,0.028861292,0.032897552,0.011504819,0.02379754,0.018029673,0.003974948
"2014-09-01",-0.019820873,-0.011517498,-0.006462279,-0.010033107,-0.001386583,-0.003158697,-0.027668245,-0.021783086,-0.011000218,-0.014475986,-0.002250139,-0.003404809,0.019820873,0.011876319,0.00119994,0.011121692,0.007185404,0.003158697,0.029263087,0.033605278,0.012463007,0.024464704,0.019197414,0.004597573
"2014-09-02",-0.020042524,-0.011256151,-0.006250175,-0.009805443,-0.001341074,-0.003055023,-0.027785001,-0.021875007,-0.011046637,-0.014637866,-0.002275301,-0.003327549,0.020042524,0.01160683,0.001160556,0.010869326,0.006949565,0.003055023,0.029237253,0.034073907,0.012906203,0.025162682,0.019890577,0.004594511
"2014-09-03",-0.020374947,-0.011016206,-0.006195173,-0.009596423,-0.001329272,-0.003028139,-0.028975388,-0.022812193,-0.011519906,-0.014880648,-0.002313039,-0.003256617,0.020374947,0.01135941,0.001150343,0.010637628,0.006888409,0.003028139,0.030893699,0.036191804,0.013883741,0.026042711,0.020488085,0.004356918
"2014-09-04",-0.020189945,-0.010794884,-0.006205757,-0.009403624,-0.001331543,-0.003033312,-0.029319817,-0.02308336,-0.011656843,-0.014745534,-0.002292037,-0.003191189,0.020189945,0.011131192,0.001152309,0.010423911,0.006900178,0.003033312,0.031653059,0.036971242,0.014122061,0.025942261,0.020189205,0.00403474
"2014-09-05",-0.019946593,-0.012469564,-0.006382815,-0.010862469,-0.001369534,-0.003119856,-0.029230196,-0.023012802,-0.011621211,-0.014567804,-0.002264411,-0.003686259,0.019946593,0.012858046,0.001185185,0.01204104,0.007097048,0.003119856,0.031745818,0.034994349,0.013757929,0.023653474,0.019521954,0.006040512
"2014-09-09",-0.019350097,-0.012185302,-0.006037759,-0.010614843,-0.001295496,-0.002951196,-0.029234636,-0.023016298,-0.011622977,-0.014132159,-0.002196694,-0.003602225,0.019350097,0.012564927,0.001121114,0.011766546,0.006713381,0.002951196,0.032347382,0.035313126,0.014340995,0.022858574,0.019195387,0.006229317
"2014-09-10",-0.018664484,-0.011941345,-0.008164176,-0.010402328,-0.001751752,-0.003990567,-0.028123703,-0.022141665,-0.011181297,-0.013631428,-0.002118861,-0.003530107,0.018664484,0.012313371,0.001515955,0.011530973,0.009077742,0.003990567,0.0311754,0.0338499,0.009942124,0.021854104,0.014580821,0.002320966
"2014-09-11",-0.018529406,-0.014194652,-0.007700345,-0.012365226,-0.00165223,-0.003763852,-0.02796027,-0.022012995,-0.01111632,-0.013532775,-0.002103527,-0.00419623,0.018529406,0.014636878,0.001429829,0.013706843,0.008562009,0.003763852,0.031037068,0.031123201,0.010599936,0.019131409,0.015154912,0.006199379
"2014-09-12",-0.018305514,-0.015161155,-0.007280004,-0.013207164,-0.001562039,-0.003558393,-0.027625227,-0.021749218,-0.010983115,-0.013369257,-0.002078109,-0.004481948,0.018305514,0.015633491,0.001351779,0.014640132,0.008094632,0.003558393,0.030700665,0.029540862,0.011057071,0.017655659,0.015520985,0.008234915
"2014-09-15",-0.017724266,-0.014712848,-0.008359434,-0.012816636,-0.001793648,-0.004086008,-0.027780902,-0.02187178,-0.011045007,-0.012944748,-0.002012124,-0.00434942,0.017724266,0.015171219,0.001552211,0.014207232,0.009294849,0.004086008,0.031539557,0.030275238,0.009359158,0.01706902,0.012824153,0.005804672
"2014-09-16",-0.017482706,-0.01484498,-0.008261347,-0.012931738,-0.001772602,-0.004038064,-0.026804151,-0.021102788,-0.010656676,-0.012768328,-0.001984702,-0.00438848,0.017482706,0.015307466,0.001533998,0.014334822,0.009185787,0.004038064,0.030149308,0.028608472,0.008797691,0.016475861,0.012621925,0.006151204
"2014-09-17",-0.019843917,-0.015226141,-0.007771171,-0.013263775,-0.001667427,-0.003798471,-0.030703613,-0.024172817,-0.012207006,-0.014492816,-0.002252755,-0.00450116,0.019843917,0.015700503,0.00144298,0.014702885,0.00864076,0.003798471,0.034308223,0.034265781,0.012520773,0.020438771,0.017033216,0.007499033
"2014-09-18",-0.019662551,-0.015019796,-0.00734247,-0.013084024,-0.001575443,-0.003588926,-0.029951262,-0.023580494,-0.01190789,-0.014360356,-0.002232165,-0.00444016,0.019662551,0.015487728,0.001363378,0.014503631,0.008164088,0.003588926,0.033232691,0.033319974,0.012681663,0.020328637,0.017477952,0.007935544
"2014-09-19",-0.018881699,-0.015189095,-0.006929512,-0.013231504,-0.001486836,-0.003387077,-0.028953631,-0.022795064,-0.011511256,-0.013790069,-0.00214352,-0.004490208,0.018881699,0.015662303,0.001286698,0.014667113,0.007704921,0.003387077,0.032344753,0.031579901,0.01263372,0.01869408,0.016985357,0.008862245
"2014-09-22",-0.018513455,-0.014928583,-0.006754347,-0.013004567,-0.001449252,-0.003301457,-0.02846224,-0.022408194,-0.011315891,-0.013521125,-0.002101715,-0.004413195,0.018513455,0.015393674,0.001254173,0.014415553,0.007510154,0.003301457,0.031891084,0.031100103,0.012562656,0.018296631,0.016720153,0.008798265
"2014-09-23",-0.020213583,-0.015704792,-0.008418373,-0.013680737,-0.001806294,-0.004114816,-0.031872946,-0.025093427,-0.012671904,-0.014762798,-0.002294721,-0.004642658,0.020213583,0.016194066,0.001563155,0.015165088,0.009360384,0.004114816,0.035892421,0.035562516,0.012302805,0.020599542,0.016507459,0.007069907
"2014-09-24",-0.020180043,-0.016030435,-0.009473769,-0.013964411,-0.002032746,-0.004630683,-0.031795211,-0.025032227,-0.012640999,-0.014738302,-0.002290913,-0.004738925,0.020180043,0.016529854,0.001759125,0.015479539,0.010533878,0.004630683,0.035796036,0.035084145,0.010471719,0.020180054,0.014683213,0.005744494
"2014-09-25",-0.020788648,-0.015551787,-0.008892831,-0.013547452,-0.001908097,-0.004346727,-0.032912929,-0.025912201,-0.013085376,-0.015182791,-0.002360004,-0.004597428,0.020788648,0.016036293,0.001651255,0.015017339,0.009887934,0.004346727,0.03705605,0.037350699,0.012278907,0.0218344,0.016584044,0.006062284
"2014-09-26",-0.02015232,-0.01527902,-0.012427977,-0.013309839,-0.002666619,-0.006074671,-0.031440659,-0.02475309,-0.012500038,-0.014718055,-0.002287765,-0.004516792,0.02015232,0.015755028,0.002307674,0.014753946,0.01381866,0.006074671,0.035231661,0.035356109,0.005244402,0.020952982,0.009677404,-0.000252651
"2014-09-29",-0.019366191,-0.015005433,-0.011614094,-0.013071512,-0.002491987,-0.005676853,-0.029937904,-0.023569978,-0.011902579,-0.014143913,-0.002198522,-0.004435913,0.019366191,0.015472918,0.002156549,0.014489762,0.012913704,0.005676853,0.033505585,0.03331492,0.005494508,0.019794515,0.00985043,0.000738568000000002
"2014-09-30",-0.018540813,-0.01659721,-0.01150251,-0.014458139,-0.002468045,-0.005622312,-0.029069904,-0.022886606,-0.011557484,-0.013541106,-0.002104822,-0.004906476,0.018540813,0.017114286,0.00213583,0.016026836,0.012789634,0.005622312,0.032878437,0.03021624,0.005036581,0.016516771,0.008783811,0.003115295
"2014-10-08",-0.01782505,-0.018028251,-0.011539911,-0.015704745,-0.00247607,-0.005640593,-0.027929707,-0.021988933,-0.011104169,-0.013018355,-0.002023566,-0.00532952,0.01782505,0.01858991,0.002142774,0.017408699,0.01283122,0.005640593,0.031687626,0.026869809,0.004125935,0.013618747,0.007633419,0.005020632
"2014-10-09",-0.018285083,-0.017853664,-0.011370421,-0.015552659,-0.002439703,-0.005557748,-0.027896652,-0.021962909,-0.011091027,-0.013354336,-0.00207579,-0.005277909,0.018285083,0.018409884,0.002111303,0.017240111,0.012642764,0.005557748,0.031174207,0.027009843,0.004386136,0.014663847,0.008617187,0.005065294
"2014-10-10",-0.017551448,-0.01761981,-0.015932099,-0.015348945,-0.003418483,-0.007787451,-0.026834265,-0.021126496,-0.010668648,-0.012818533,-0.001992505,-0.005208778,0.017551448,0.018168745,0.002958333,0.017014294,0.017714892,0.007787451,0.030131116,0.025611171,-0.004068387,0.013559189,-0.000162094999999998,-0.002920911
"2014-10-13",-0.016807457,-0.018968711,-0.017758869,-0.016523998,-0.003810445,-0.008680358,-0.027455189,-0.021615347,-0.010915512,-0.012275166,-0.001908044,-0.00560754,0.016807457,0.01955967,0.003297534,0.018316839,0.019746076,0.008680358,0.031908927,0.025098734,-0.006676049,0.010698907,-0.004361891,-0.004135061
"2014-10-14",-0.016877008,-0.019216379,-0.020506688,-0.016739746,-0.004400033,-0.010023464,-0.027352934,-0.021534842,-0.010874858,-0.012325962,-0.001915941,-0.005680756,0.016877008,0.019815054,0.003807759,0.018555996,0.022801374,0.010023464,0.031668917,0.024667705,-0.011368993,0.010556242,-0.008873126,-0.008411343
"2014-10-15",-0.016471204,-0.018529855,-0.019094552,-0.016141702,-0.004097037,-0.009333226,-0.027036064,-0.021285372,-0.010748878,-0.012029587,-0.001869872,-0.005477805,0.016471204,0.019107142,0.003545549,0.017893065,0.021231221,0.009333226,0.031544055,0.024927187,-0.00923192,0.010556473,-0.007117031,-0.006982867
"2014-10-16",-0.016337363,-0.017846582,-0.019601595,-0.01554649,-0.004205831,-0.009581064,-0.026674806,-0.021000955,-0.01060525,-0.011931837,-0.001854677,-0.005275816,0.016337363,0.018402582,0.003639698,0.017233273,0.021795002,0.009581064,0.031074185,0.025113943,-0.010352477,0.011057746,-0.008172333,-0.008774544
"2014-10-17",-0.016983322,-0.017725512,-0.018429226,-0.015441024,-0.003954281,-0.009008022,-0.0275472,-0.021687787,-0.010952094,-0.012403607,-0.001928009,-0.005240025,0.016983322,0.01827774,0.003422008,0.017116363,0.020491445,0.009008022,0.031887381,0.026605981,-0.007733973,0.012389105,-0.005221017,-0.00697123
"2014-10-20",-0.016651424,-0.0173758,-0.017086597,-0.015136383,-0.003666198,-0.008351758,-0.028157059,-0.022167926,-0.011194558,-0.012161209,-0.001890331,-0.005136643,0.016651424,0.017917133,0.003172704,0.01677867,0.018998577,0.008351758,0.033236244,0.027939823,-0.005024611,0.012156954,-0.003469416,-0.00519631
"2014-10-21",-0.016457279,-0.01676605,-0.015873625,-0.014605219,-0.003405936,-0.007758869,-0.027874547,-0.021945506,-0.011082238,-0.012019416,-0.001868291,-0.004956388,0.016457279,0.017288387,0.002947474,0.016189875,0.017649874,0.007758869,0.032957922,0.028168607,-0.003196627,0.012465676,-0.001726358,-0.003996879
"2014-10-22",-0.017274107,-0.01614513,-0.01471818,-0.014064324,-0.003158017,-0.007194099,-0.028655225,-0.02256013,-0.011392617,-0.01261598,-0.00196102,-0.004772832,0.017274107,0.016648122,0.002732927,0.015590292,0.016365135,0.007194099,0.033447784,0.030066126,-0.000674755999999999,0.014662449,0.001456145,-0.002909469
"2014-10-23",-0.017180785,-0.015556534,-0.015158,-0.013551587,-0.003252388,-0.007409079,-0.028945966,-0.02278903,-0.011508209,-0.012547822,-0.001950426,-0.004598831,0.017180785,0.016041188,0.002814595,0.015021923,0.016854171,0.007409079,0.034026186,0.031164848,-0.001197561,0.015135032,0.000575357999999998,-0.004457982
"2014-10-24",-0.017943698,-0.015550613,-0.014099305,-0.013546429,-0.003025228,-0.006891599,-0.030453828,-0.023976162,-0.012107698,-0.013105009,-0.002037035,-0.00459708,0.017943698,0.016035084,0.002618012,0.015016207,0.015677009,0.006891599,0.035783914,0.033520636,0.001702451,0.016557065,0.003513377,-0.002687298
"2014-10-27",-0.017877801,-0.015050805,-0.013148595,-0.013111037,-0.002821238,-0.006426902,-0.029217667,-0.023002938,-0.01161623,-0.013056882,-0.002029554,-0.004449327,0.017877801,0.015519704,0.002441481,0.014533574,0.014619915,0.006426902,0.03378556,0.032142994,0.002380684,0.01698313,0.005010645,-0.001777316
"2014-10-28",-0.018598546,-0.014841929,-0.012654878,-0.012929081,-0.002715303,-0.006185578,-0.029316037,-0.023080384,-0.01165534,-0.013583271,-0.002111376,-0.004387579,0.018598546,0.01530432,0.002349806,0.014331876,0.014070951,0.006185578,0.033231895,0.032525411,0.003283377,0.018549578,0.006935313,-0.001235043
"2014-10-29",-0.019848009,-0.014525613,-0.01180361,-0.012653532,-0.002532651,-0.005769487,-0.031910796,-0.025123227,-0.012686953,-0.014495804,-0.00225322,-0.004294069,0.019848009,0.01497815,0.002191739,0.014026431,0.013124427,0.005769487,0.036319754,0.036915144,0.006643043,0.021214902,0.010264092,-0.000239779000000002
