"da[, 1]","PCoVaR1DL","PCoVaR2DL","PCoVaR3DL","PCoVaR4DL","PCoVaR5DL","PCoVaR6DL","VaR1D","PCoVaR2DR","PCoVaR3DR","PCoVaR4DR","PCoVaR5DR","PCoVaR6DR","PCoVaR1UL","PCoVaR2UL","PCoVaR3UL","PCoVaR4UL","PCoVaR5UL","PCoVaR6UL","PCoVaR1UR","PCoVaR2UR","PCoVaR3UR","PCoVaR4UR","PCoVaR5UR","PCoVaR6UR"
"2006-01-05",1.02953491153837,0.911444812505184,0.102220282488349,0.788271007073795,0.209056439385079,0.218013980133965,1.67488064553333,1.34225553791315,0.110836446830938,0.756928848461845,0.182515663549104,0.196246823853393,0.986278898088699,0.862234597280146,0.53449959677853,0.744517129500926,0.507267899642299,0.206609795966205,1.77551217516461,2.12187630426822,1.01118166826363,1.18841967786895,0.619790649666131,0.0679197174091664
"2006-01-06",1.02849279720054,0.911444812505184,0.102395979989809,0.788271007073795,0.209415765161212,0.218388702974287,1.67724923714787,1.34415374607852,0.110993192457583,0.756162705613973,0.182330907720924,0.196246823853393,0.987237258710596,0.862234597280146,0.533631860639397,0.744517129500926,0.50644433628575,0.206274349040709,1.61882300287529,2.08604996743669,1.10874218399454,1.29353458991391,0.79999253655874,0.132475500497634
"2006-01-09",1.02941242336554,0.91197235426477,0.102618681622058,0.788727275152951,0.209871157904563,0.218863646469362,1.68259402764663,1.34843706510014,0.111346862209021,0.756838806500578,0.182493956494736,0.196360435849614,0.986391303843887,0.861734077827748,0.532540481719007,0.744084956643143,0.505408565354967,0.20585253332462,1.66004048684066,2.13721644689719,1.20431177814256,1.29428705208768,0.850784000856723,0.163818044720064
"2006-01-10",1.03035687232703,0.912509582332062,0.102848558403224,0.78919190874507,0.2103413668191,0.219353952488563,1.69238731805081,1.35628548405902,0.111994958625606,0.757533173601365,0.182661369718089,0.19647612338878,0.985525537181048,0.861225643938687,0.531423184737776,0.743645914557695,0.504348203845939,0.205420610804718,1.64887344640265,2.12593702011054,1.25499256439574,1.29425089973381,0.898669231390079,0.193706208190967
"2006-01-11",1.03131063602913,0.912837640894238,0.103037607986083,0.78947563923312,0.210727933652277,0.219757122196414,1.70372444918786,1.36537110380009,0.112745176192986,0.758234422176589,0.182830467227555,0.196546756888085,0.984654460566918,0.860915699692458,0.530511758162826,0.743378289744324,0.503483191176081,0.205068320224459,1.62406007390079,2.05133844754696,1.2634434810345,1.25918993158563,0.920823289449286,0.226170888506238
"2006-01-12",1.03130844392757,0.913421974733056,0.103289734026457,0.789980975133902,0.211243635249586,0.220294890403522,1.70032335921967,1.36264544950059,0.112520125181772,0.758232780729513,0.182830052527576,0.196672556100746,0.984656428080471,0.860364730528337,0.529306055457659,0.742902547052092,0.50233893908915,0.204602249840918,1.66140442624623,2.2256316300589,1.44582815221271,1.35492722634309,1.04726462236692,0.253630304656368
"2006-01-13",1.03147144107201,0.913977959572764,0.10305341072646,0.790461862397099,0.210760310545884,0.219790822415094,1.70263361823601,1.36449687132537,0.112673019240006,0.758352618739016,0.182858979724006,0.196792250568074,0.984507926690295,0.859841777874979,0.530435858451761,0.742450959171383,0.503411154097241,0.205038956691637,1.65297952194175,2.31772604037507,1.28285138172686,1.42955923920438,0.91632763206368,0.137275795616404
"2006-01-16",1.03129912350415,0.914553846945008,0.103302309162606,0.790959907719246,0.211269329120245,0.220321674874727,1.70408842943633,1.36566276099199,0.112769304841217,0.758225952212612,0.182828423212952,0.19691625256841,0.984664914972361,0.85930144003552,0.529246363429229,0.741984402805752,0.502282275440006,0.204579191100345,1.61890523712439,2.42421789843594,1.41605287667838,1.54024568053832,1.05428983439063,0.16593845311332
"2006-01-17",1.03045799437409,0.915132079696847,0.103505007902891,0.791459963115568,0.211683869631622,0.220753991604436,1.69122129055645,1.35535101324536,0.111917777902866,0.757607553408819,0.182679315095476,0.197040797759318,0.985433093492218,0.858760431718088,0.528285637236056,0.741517277053437,0.501370514248815,0.20420780240484,1.6738938095234,2.75101404087377,1.67432786621454,1.72723303558086,1.23091080296489,0.179368512530135
"2006-01-18",1.03066405246996,0.914923184333866,0.103412065993903,0.791279315256021,0.211493832556591,0.220555793951504,1.70168267262163,1.36373478979097,0.112610081598862,0.757759043591231,0.182715819634477,0.196995755949768,0.985244633421461,0.858955683877715,0.528725145656486,0.741685889954864,0.501787620983726,0.204377706822362,1.57770403671055,2.54011276218601,1.50453614595276,1.66901939165927,1.16452483854474,0.169244568299535
"2006-01-19",1.0292791696457,0.914839531771479,0.103294758553976,0.791206977733019,0.21125387205908,0.220305620781337,1.69593221900676,1.35912636648501,0.112229549490021,0.756740865987144,0.182470323849404,0.196977793198447,0.986513681164834,0.859033945719134,0.529282085560564,0.741753458420593,0.502316166763209,0.20459300173397,1.49010479897306,2.60842509916749,1.49399319838296,1.81816070818907,1.23354501146088,0.142878247304306
"2006-01-20",1.02964516944688,0.915330921216546,0.103563915676438,0.791631900542528,0.211804342080853,0.220879630137989,1.69659271209644,1.35965567909784,0.112273232153695,0.757009925745791,0.18253520048435,0.197083532168975,0.986177618274242,0.858574487147849,0.528007803072813,0.741356757698845,0.50110683598115,0.204100438054291,1.52301283480222,2.7090498304306,1.64898980200091,1.85850797053442,1.34100057165232,0.180805220719366
"2006-01-23",1.03059992669959,0.915596957277522,0.102451923360658,0.791862036772544,0.209530180391854,0.21850806368745,1.70773246481379,1.36858310874587,0.11301041538862,0.757711876841858,0.18270444469299,0.19714082889759,0.985303221557709,0.858326259191014,0.533356825895981,0.741142392113327,0.506183305413043,0.206168089088284,1.50762839739765,2.59855784983913,0.882104247502981,1.78854810003359,0.670938545517604,-0.13616564965828
"2006-01-24",1.03183757797466,0.915346952297258,0.102668718051789,0.791645778397521,0.209973528761848,0.218970408890844,1.71559772898153,1.37488634856757,0.113530904627763,0.758621814673667,0.182923853326808,0.197087015541087,0.984174466805664,0.858559576252939,0.532296369539513,0.741343848904919,0.505176893455485,0.205758176081509,1.55506665765364,2.43675142760259,0.950926316731963,1.61195180626218,0.697820756612146,-0.0630193945264842
"2006-01-25",1.03189206408248,0.915442328195614,0.102899128510486,0.791728269718372,0.210444731130698,0.219461771781064,1.71844511842468,1.37716827493208,0.113719329326332,0.758661897107216,0.182933526151607,0.197107572634816,0.984124917589247,0.858470469661124,0.531178888368953,0.741266900831765,0.5041163304251,0.20532619289849,1.53264107948189,2.41923962898109,1.06056217321671,1.62141428543756,0.808516191893601,-0.0055547275315229
"2006-02-06",1.03199929559687,0.91603345956388,0.102994567927235,0.792239535389302,0.210639988155259,0.219665368244969,1.73022619055245,1.38660964652356,0.114498986037781,0.758740701070592,0.182952552541842,0.197234823754911,0.98402747551277,0.85791947771443,0.530718698164406,0.740791101442449,0.503679616587834,0.205148329864456,1.43479106114017,2.39093303242624,1.02663521107468,1.70330578438916,0.847795030659774,-0.0148465273606899
"2006-02-07",1.03002782480301,0.916669428587664,0.103202338204383,0.792789581031773,0.211064912569672,0.220108469649717,1.71742643257372,1.37635190394277,0.113651951220875,0.757291260516798,0.18260304526745,0.197371808218165,0.985826804249653,0.857328163202089,0.529722692727173,0.740280593477227,0.502734324019066,0.20476328307263,1.3563781653464,2.68588087678346,1.23877658604858,2.03949974969853,1.11322467411326,0.00217130254410046
"2006-02-08",1.03111405139792,0.917269252736812,0.102853541860004,0.793308337926796,0.210351592337808,0.219364664777188,1.7179246603959,1.37675120205137,0.113684920493797,0.758089859979285,0.182795598044491,0.197500951878467,0.984833735116973,0.856772073155053,0.53139887921132,0.739800341678304,0.50432510344592,0.205411232227016,1.46030236820029,2.80203303890689,1.03884608691877,2.00153909467814,0.842566483664298,-0.115335395016092
