"da[, 1]","PCoVaR1DL","PCoVaR2DL","PCoVaR3DL","PCoVaR4DL","PCoVaR5DL","PCoVaR6DL","VaR1D","PCoVaR2DR","PCoVaR3DR","PCoVaR4DR","PCoVaR5DR","PCoVaR6DR","PCoVaR1UL","PCoVaR2UL","PCoVaR3UL","PCoVaR4UL","PCoVaR5UL","PCoVaR6UL","PCoVaR1UR","PCoVaR2UR","PCoVaR3UR","PCoVaR4UR","PCoVaR5UR","PCoVaR6UR"
"2014-07-01",1.04491262389866,0.904784155241301,0.641048585932147,0.788174382147015,0.137547031183181,0.313338148141838,1.87361507611583,1.47508880253899,0.744903544834359,0.763141980611485,0.118622310818224,0.267472756158157,0.966068617546846,0.917974060340333,0.103130500778856,0.859645534025987,0.617558995254745,0.271478413171096,1.65325990342668,2.05106779459437,1.09294801668808,1.2433256915991,1.43823582332337,0.648509561604332
"2014-07-02",1.04454033772963,0.905364605131766,0.643900847905844,0.788679988280867,0.138159038522371,0.314732332546212,1.89442580737655,1.49147290141366,0.753177365357334,0.762870069963916,0.118580051176702,0.267644373800752,0.966386977150935,0.917395463484295,0.102736100971973,0.859103668636356,0.615197875409614,0.270440453347247,1.53037284677074,2.01248393477925,1.12768130042,1.32237728036505,1.5905356095827,0.691715821667775
"2014-07-03",1.04610512629919,0.905953559332785,0.646631062920231,0.789193009908866,0.138744914117663,0.316066882988635,1.9016840044066,1.49718734963682,0.756063101432966,0.764012910139124,0.118757727873048,0.267818439482989,0.965051557042101,0.916809783406738,0.102364853961511,0.858555238742848,0.612974159926692,0.269462956697979,1.5865157922023,2.05117480823697,1.20306847712743,1.29953723105297,1.61983747345263,0.727343677419109
"2014-07-04",1.04757731142819,0.905022084870179,0.649713798082057,0.7883816423137,0.139406285969126,0.317573565615826,1.92034032199519,1.51187530171305,0.763480425456178,0.765088117158693,0.118924837623307,0.267543050288586,0.963802043942927,0.917736552093043,0.101952331940304,0.85942318031326,0.61050436677178,0.26837714946472,1.58530399239816,1.83676221290421,1.24806312148865,1.13729658263254,1.66562029673834,0.891033122120221
"2014-07-07",1.0496011369445,0.90561442617748,0.651548571871503,0.788897587680419,0.139800042797811,0.318470435391537,1.93373555706326,1.52242133233842,0.768806025008231,0.766566179920299,0.119154640208981,0.267718172004619,0.962095355848342,0.917146801830934,0.101710293340344,0.858870859453317,0.609055024916134,0.267740025609564,1.63670567679867,1.84938137517286,1.26609005231636,1.10299201949099,1.62765153392822,0.893868353028785
"2014-07-08",1.05072257624641,0.90619328368374,0.642992763663007,0.78940184879085,0.137964260814746,0.314288424614493,1.96174384164065,1.54447216010534,0.779941407242675,0.767385199806073,0.119281915698904,0.267889300181247,0.961155052695687,0.916571688652666,0.102860984038142,0.85833229891932,0.615945435642118,0.270769051108914,1.58190662486595,1.79854354506848,0.894386086580646,1.10782092224592,1.23321504677801,0.605507930963929
"2014-07-09",1.05130496125474,0.906756847072033,0.631906606319651,0.789892838693495,0.135585562132895,0.308869703997251,1.98159864932987,1.56010370650462,0.787835129549082,0.767810595060601,0.119348035110574,0.268055960705162,0.960668234065819,0.916013315446912,0.104439602471102,0.857809344769242,0.62539819022643,0.274924542812794,1.53753143202148,1.78508255523164,0.46525157429673,1.13349062907899,0.752234587946847,0.244339106632094
"2014-07-10",1.04409208367149,0.904072526231443,0.634214629506067,0.787554433481498,0.136080756387278,0.309997761804006,1.91857081558725,1.51048216451633,0.762776827948008,0.762542735475197,0.118529175076999,0.267262406349003,0.966771139144443,0.918685614212821,0.104102328766645,0.860311926557803,0.623378895835694,0.274036804395234,1.40119950944343,1.72334463131194,0.687955685526823,1.21228466691761,1.1577523598484,0.479696676503746
"2014-07-11",1.04475537880342,0.903129318287076,0.630650916045844,0.786732739444375,0.135316101383607,0.308255899915648,1.94353800815174,1.53013879629765,0.7727032554731,0.763027153005342,0.118604519768042,0.266983549826989,0.966203105911286,0.919631991664875,0.104625009825664,0.861198135054915,0.626508467580152,0.27541259406094,1.34127114375254,1.49936617228061,0.494558091001108,1.08125250423064,0.951609155022712,0.422783991488274
"2014-07-14",1.04538101226216,0.90373178210709,0.632822802192332,0.787257602413524,0.135782156545912,0.309317463973895,1.95028099219716,1.5354474747822,0.775384063619034,0.763484040864696,0.118675538750111,0.267161634794064,0.965668663791711,0.919027026779603,0.104305200083174,0.860631589689242,0.624593330474454,0.274570694845086,1.34979757670346,1.54741634638737,0.560971068892675,1.11290275895234,1.02852246410448,0.456418263382575
"2014-07-15",1.04473303370708,0.904350113600312,0.63519550260979,0.787796207430144,0.136291205263512,0.310477212724356,1.92877995740869,1.51851980681048,0.766835715215169,0.763010806473696,0.118601912310246,0.267344421339349,0.966222241066962,0.918407768957895,0.103960517953113,0.860051729009963,0.622529127918233,0.273663254192625,1.39582863651187,1.71304157554391,0.699086869872842,1.20806769892266,1.17301711875418,0.492820952283821
"2014-07-16",1.04618633648744,0.904841710671955,0.634273507148494,0.78822442985288,0.13609332588532,0.310026492649315,1.94884090958148,1.53431370173724,0.774811495005284,0.764072228507784,0.118766951556394,0.267489796153669,0.964982466309644,0.917916587472503,0.104093786619406,0.859591778515056,0.623327620712752,0.274014248030624,1.39721478571892,1.68879100517829,0.61734764580626,1.18537524067523,1.06015984073762,0.429618039642414
"2014-07-17",1.04622602683666,0.905311868298224,0.636695107402295,0.788634049962522,0.136613029281882,0.311210270676269,1.96478628323071,1.5468674886,0.781151041009372,0.764101232927161,0.118771491673728,0.267628784832512,0.964948759513212,0.917447911594539,0.103745130321704,0.859152832889116,0.621239402497496,0.27309637201259,1.34245199212994,1.68145654141285,0.668724846561455,1.22999955905298,1.17019123122185,0.475681241101661
"2014-07-18",1.04482740671031,0.905861262826988,0.623908221321003,0.789112618334165,0.133869349761426,0.304960073686216,1.95052464469615,1.53563932762923,0.775480932779105,0.763079784227411,0.118612658514112,0.267791218234143,0.96614159337485,0.916901392781625,0.105645069539694,0.858641008848862,0.63261684434599,0.278097794454577,1.31990094334245,1.8057253938081,0.223597279282994,1.35766022477043,0.610794845044137,0.0360248674465703
"2014-07-21",1.04448403520319,0.906296076995413,0.62590725614186,0.789491372764602,0.134298255652326,0.30593720325254,1.97166198694612,1.55228063520846,0.783884615206702,0.762828949399429,0.118573670711633,0.267919720809572,0.966435313460838,0.91646976064509,0.105338253620937,0.858236807069878,0.63077963107796,0.277290152213213,1.23070515405964,1.77054124221556,0.264400392987411,1.42104582334069,0.725918192928427,0.0809444322505314
"2014-07-22",1.04632085920506,0.906610004028061,0.625733663046342,0.789764834997942,0.134261046871607,0.30585237237264,1.98252001197445,1.56082917375174,0.788201478791338,0.764170453399133,0.11878222530466,0.268012525425376,0.964868113629448,0.916158726704962,0.105364756554378,0.857945526439356,0.630938408140666,0.277360006967902,1.28831347317073,1.76457787626291,0.240570971849638,1.35305222196761,0.647311608845874,0.0612510210653294
"2014-07-23",1.04460362165164,0.907061491329911,0.627749270174383,0.790158139775012,0.134693448737312,0.306837572412086,1.95293002096888,1.53753308916899,0.776437267095763,0.762916275275645,0.11858725329671,0.268145983070611,0.966332846392359,0.915711910221667,0.105058814500427,0.857527083435061,0.629106448600221,0.276554659291653,1.29970717663847,1.94006215816636,0.366434807958765,1.49240542150753,0.814103650670385,0.10345072951845
"2014-07-24",1.04630008796382,0.905617107589006,0.629805411386295,0.788899891783423,0.13513470830594,0.307842644990643,1.97607134564088,1.55575206349678,0.785637690833129,0.764155298329978,0.118779862607171,0.267718979415239,0.964885779913988,0.917144094196384,0.104750618557212,0.858868337143214,0.627260836454435,0.27574336970544,1.30821713345312,1.67396639722313,0.400010733422331,1.25645369252615,0.844695035179667,0.23955445505569
"2014-07-25",1.04349787578979,0.90577590366542,0.6317951976685,0.789038249047324,0.135561650316492,0.3088152010274,1.93420117457186,1.52278790999184,0.768991118785109,0.762108757249676,0.118461737348775,0.267765910534785,0.96728103090163,0.916986151821356,0.104455932402021,0.858720453919542,0.625496296093041,0.274967637903842,1.30825586166491,1.86735396092994,0.558162211572267,1.42327261323474,1.06744299929048,0.293929844938632
"2014-07-28",1.04339002165335,0.906027648147402,0.627944459298868,0.789257538128662,0.134735370055778,0.306932927772916,1.91328594214855,1.50632147351565,0.760675708177152,0.762029989793615,0.118449453764068,0.267840314595482,0.967373815291234,0.916736044332384,0.105029419819932,0.858486145345519,0.628930295666467,0.276477196092049,1.38351291892823,2.0001334142783,0.455608327297084,1.45603794104867,0.876481303910345,0.158697441349618
"2014-07-29",1.03819128921733,0.906540251626503,0.629273871571578,0.789704058707554,0.135020647899745,0.307582807820993,1.84097350300291,1.44939015189517,0.731926053278026,0.7582331411988,0.117859331651395,0.26799193053066,0.971885999883791,0.916227814943242,0.10482997393209,0.858010293043405,0.627735884592707,0.275952146771341,1.40112058741241,2.52066024979375,0.713000292040554,1.86923367538385,1.22194837577342,0.174950126218906
"2014-07-30",1.03890493204944,0.906554219376334,0.626282230722408,0.789716210247006,0.134378759598906,0.306120528298509,1.85738141435607,1.46230809611275,0.738449432434516,0.758754343167686,0.117940294239877,0.267996024193999,0.971261343620257,0.916213898500238,0.10528119305692,0.857997247605442,0.630437704187409,0.277139894641482,1.36473187851919,2.40363147427415,0.52772261574912,1.81522200834059,1.00599113035184,0.0810194190054734
"2014-07-31",1.04037271663955,0.906567433121145,0.627415219946047,0.789727793434859,0.13462175379327,0.30667425363525,1.87221652071392,1.47398763784019,0.744347518803252,0.759826315750345,0.118106920905569,0.267999973175627,0.969982002050258,0.916200936288298,0.105109256665195,0.857985065701056,0.629408527603645,0.27668741214262,1.38559813310455,2.30666334470672,0.535703584533245,1.7090472076239,0.992959990437999,0.115913210071227
"2014-08-01",1.03973162837323,0.907026402997066,0.614840967831507,0.790127608214485,0.13192381400689,0.300528130467161,1.86394104946783,1.46747246998363,0.741057381730373,0.759358102230456,0.118034156468141,0.268135638012036,0.970539955643056,0.915746643214513,0.107085161377906,0.857559635294193,0.641240425333049,0.28188873446004,1.38504914959459,2.42523013762692,-0.0112365890688807,1.80780865734656,0.285493348126118,-0.305555556760337
"2014-08-04",1.03915293458524,0.906222193245154,0.614640820886676,0.789427045788095,0.131880850783369,0.30043027987644,1.84928064691449,1.45593035474077,0.735228796320279,0.758935464874538,0.117968491687287,0.267897864433549,0.971044762687314,0.916542937191122,0.107117920044058,0.858305371174868,0.641436394074035,0.281974880759428,1.42077504328629,2.41298207419008,0.0067210743615266,1.75756138242381,0.292979895242706,-0.288617470918531
"2014-08-05",1.03795946456439,0.90601392727779,0.616073993379198,0.789245579158231,0.13218837787412,0.301130803827427,1.81850202581172,1.4316985049241,0.722991970782673,0.758063819263025,0.117833009687814,0.267836250636222,0.972089288968441,0.916749628194243,0.10688452922982,0.858498952165111,0.640038868720964,0.281360506239151,1.51018872823906,2.62152491985114,0.146004983239988,1.82416583257203,0.427705923646332,-0.232886399666498
"2014-08-06",1.03955559118285,0.906549863866076,0.613922700545892,0.789712493785089,0.131726772374305,0.300079281830487,1.82951496523585,1.44036895787393,0.727370462132424,0.759229545740766,0.118014201045049,0.267994763618321,0.970693410314438,0.916218199758062,0.107235590285589,0.85800122802087,0.64214129897725,0.282284745589811,1.55442935251338,2.61212250577353,0.0111169880689921,1.76589935727465,0.234799488034263,-0.322752141363253
"2014-08-07",1.04089444621431,0.906954280732605,0.614880614673367,0.790064719588498,0.131932328661953,0.300547495012822,1.84227747370362,1.45041678891615,0.732444484221228,0.760207305706191,0.118166154643362,0.268114232385425,0.969528924845706,0.915817965118361,0.107078720601473,0.857626424178809,0.641201685406563,0.281871711211717,1.57039488881757,2.57156503125701,0.0324066407260815,1.71599333707707,0.249646708175369,-0.30217415534672
"2014-08-08",1.03861902792596,0.906345011337947,0.614164484980141,0.789534001757581,0.131778658618426,0.300197461346486,1.807848011813,1.42331066644733,0.718756174909451,0.758545510120739,0.117907905867932,0.267934144699032,0.971511455273192,0.916421166650603,0.107195952771817,0.858191306251897,0.641903633978646,0.282180283100821,1.62203306381735,2.76774707873973,0.0727219211121568,1.81244210158261,0.28164167619606,-0.308594517600354
"2014-08-11",1.04013828153867,0.90616666939887,0.615602361288199,0.789378695464395,0.132087206227619,0.300900273665558,1.821207256132,1.43382833673846,0.724067528311466,0.759655070092483,0.118080348665101,0.267881439949723,0.970185913787374,0.916598153592373,0.106961098562924,0.858357043328142,0.640497416055221,0.28156209595316,1.64335601269394,2.62229454136969,0.115270826238977,1.67998754703957,0.3179045088487,-0.253984812771248
"2014-08-12",1.03891969611273,0.906664430112539,0.617061831696614,0.789812308001695,0.132400345433417,0.301613628132549,1.80561120440843,1.42154959427245,0.717866859701708,0.758765108255925,0.117942009738021,0.268028615363122,0.971248463847493,0.916104675437068,0.106724888460315,0.857894930296206,0.639082972718468,0.280940285706096,1.65790606988273,2.83953443990452,0.231352062970109,1.82707007105012,0.451777689647183,-0.220942139707955
"2014-08-13",1.03929867962497,0.906061889746033,0.617679818591033,0.789287390037822,0.132532950270897,0.301915747816477,1.81705956890335,1.43056289228545,0.722418445828884,0.759041855409681,0.11798499109051,0.267850474158879,0.970917468910227,0.916702051576686,0.106625520785758,0.85845437516084,0.638487975449808,0.280678775207619,1.61140318079149,2.64129606023065,0.231689411561467,1.72807212836119,0.474765658398778,-0.179814602508252
"2014-08-14",1.04088946797361,0.906613501761619,0.619285556055135,0.789767940987174,0.132877465688339,0.302700605684634,1.83584529456449,1.44535278559646,0.729887184346923,0.760203728235488,0.118165617616414,0.268013536625987,0.96953329454599,0.916155153018394,0.106369160639706,0.857942180229279,0.63695266303836,0.280003842377777,1.60641960760493,2.57112420491441,0.261958457016859,1.67831721460096,0.508091330299561,-0.145944550629514
