"da[, 1]","DCoVaR1DL","DCoVaR2DL","DCoVaR3DL","DCoVaR4DL","DCoVaR5DL","DCoVaR6DL","VaR1D","DCoVaR2DR","DCoVaR3DR","DCoVaR4DR","DCoVaR5DR","DCoVaR6DR","DCoVaR1UL","DCoVaR2UL","DCoVaR3UL","DCoVaR4UL","DCoVaR5UL","DCoVaR6UL","DCoVaR1UR","DCoVaR2UR","DCoVaR3UR","DCoVaR4UR","DCoVaR5UR","DCoVaR6UR"
"2016-12-28",-0.016734225,-0.014807016,-0.002202606,-0.013946816,-0.003076332,-0.005270417,-0.027167773,-0.022910108,-0.004070129,-0.013912267,-0.00447316,-0.007274334,0.016734225,0.013925775,0.002202606,0.01311748,0.010335109,0.010962965,0.031497104,0.028821261,0.015178178,0.015494089,0.019598468,0.017848628
"2016-12-29",-0.016589418,-0.014335379,-0.002897766,-0.013502578,-0.004047247,-0.006933803,-0.026972132,-0.022745128,-0.00404082,-0.013791879,-0.004434452,-0.00704263,0.016589418,0.013482208,0.002897766,0.012699659,0.013596952,0.014422964,0.031314705,0.029015932,0.011918901,0.01572011,0.016244324,0.013856024
"2016-12-30",-0.016198554,-0.014111012,-0.002857031,-0.013291246,-0.003990354,-0.006836333,-0.026274963,-0.022157217,-0.003936373,-0.013466928,-0.004329972,-0.006932404,0.016198554,0.013271194,0.002857031,0.012500894,0.013405815,0.014220216,0.030540135,0.02819488,0.011529541,0.015239419,0.015737379,0.013612543
"2017-01-03",-0.015546413,-0.013695441,-0.003150455,-0.012899817,-0.004400172,-0.007538441,-0.025420684,-0.021436819,-0.00380839,-0.01292476,-0.004155651,-0.006728244,0.015546413,0.012880356,0.003150455,0.01213274,0.014782625,0.015680667,0.029763423,0.027335086,0.009521817,0.014480288,0.013280479,0.011517117
"2017-01-04",-0.015655955,-0.013604732,-0.002961611,-0.012814378,-0.004136417,-0.007086571,-0.026186297,-0.022082447,-0.00392309,-0.01301583,-0.004184932,-0.006683681,0.015655955,0.012795047,0.002961611,0.012052383,0.013896525,0.014740736,0.030932298,0.028587374,0.010990705,0.014774756,0.014315323,0.01218714
"2017-01-05",-0.016079926,-0.013380145,-0.002790056,-0.012602837,-0.003896811,-0.006676075,-0.026262746,-0.022146915,-0.003934543,-0.013368305,-0.004298262,-0.006573346,0.016079926,0.012583824,0.002790056,0.01185342,0.013091556,0.013886865,0.030637837,0.028936599,0.01181811,0.015782898,0.01582698,0.012526437
"2017-01-06",-0.015578294,-0.013014034,-0.002726106,-0.012257995,-0.003807493,-0.006523054,-0.025308695,-0.02134238,-0.003791612,-0.012951265,-0.004164173,-0.006393485,0.015578294,0.012239502,0.002726106,0.011529084,0.012791488,0.013568568,0.029544759,0.027874461,0.011321866,0.015247282,0.015228404,0.012117907
"2017-01-09",-0.01593439,-0.013397445,-0.002575963,-0.012619133,-0.003597791,-0.00616379,-0.025129919,-0.021191621,-0.003764829,-0.013247311,-0.00425936,-0.006581846,0.01593439,0.012600094,0.002575963,0.011868746,0.012086982,0.012821264,0.028891859,0.027205277,0.011844801,0.015499027,0.016525044,0.013513652
"2017-01-10",-0.015576806,-0.013040339,-0.002771494,-0.012282773,-0.003870886,-0.00663166,-0.024874181,-0.020975962,-0.003726516,-0.012950028,-0.004163776,-0.006406408,0.015576806,0.012264242,0.002771494,0.011552388,0.01300446,0.013794479,0.02882097,0.027189926,0.01076367,0.015217203,0.01502344,0.0119654
"2017-01-11",-0.015278362,-0.012713017,-0.002694203,-0.011974466,-0.003762935,-0.006446716,-0.024599775,-0.02074456,-0.003685406,-0.012701912,-0.004084,-0.006245603,0.015278362,0.011956401,0.002694203,0.011262415,0.012641791,0.013409777,0.028660048,0.027115363,0.010883511,0.015012442,0.014842275,0.011689835
"2017-01-12",-0.015735858,-0.01263038,-0.002547611,-0.01189663,-0.003558194,-0.00609595,-0.025587255,-0.021577286,-0.003833345,-0.013082258,-0.004206291,-0.006205005,0.015735858,0.011878681,0.002547611,0.011189206,0.011953951,0.012680151,0.029852863,0.028694817,0.012345738,0.015934181,0.016301706,0.012186785
"2017-01-13",-0.016132904,-0.012742354,-0.002631783,-0.012002098,-0.003675755,-0.006297358,-0.025894985,-0.021836788,-0.003879447,-0.013412349,-0.004312423,-0.006260015,0.016132904,0.011983992,0.002631783,0.011288404,0.012348904,0.013099098,0.029971249,0.02904377,0.012222515,0.016543067,0.016625893,0.012023685
"2017-01-16",-0.016980281,-0.012528279,-0.002491403,-0.01180046,-0.003479688,-0.005961453,-0.025293558,-0.021329615,-0.003789344,-0.01411683,-0.004538933,-0.006154845,0.016980281,0.011782657,0.002491403,0.011098756,0.011690206,0.012400384,0.028123806,0.028356816,0.012355791,0.018313783,0.018744447,0.01224393
"2017-01-17",-0.020244311,-0.013010769,-0.002414167,-0.01225492,-0.003371815,-0.005776644,-0.024946572,-0.021037008,-0.003737361,-0.016830433,-0.005411427,-0.006391881,0.020244311,0.012236432,0.002414167,0.011526192,0.011327803,0.012015965,0.024295267,0.027330171,0.012415937,0.023774901,0.024838636,0.013502358
"2017-01-18",-0.020477867,-0.013101637,-0.002589518,-0.01234051,-0.003616723,-0.006196224,-0.024027507,-0.020261977,-0.003599672,-0.017024604,-0.005473859,-0.006436522,0.020477867,0.012321893,0.002589518,0.011606692,0.012150584,0.01288873,0.022528703,0.02584563,0.010881536,0.024107061,0.024468346,0.012892798
"2017-01-19",-0.019941597,-0.012840276,-0.00245239,-0.012094332,-0.0034252,-0.005868103,-0.023086659,-0.019468576,-0.003458718,-0.016578767,-0.00533051,-0.006308122,0.019941597,0.012076086,0.00245239,0.011375153,0.01150715,0.012206207,0.021492144,0.024694509,0.010722334,0.023399215,0.024134983,0.013008951
"2017-01-20",-0.019418401,-0.012994058,-0.002675223,-0.01223918,-0.003736426,-0.006401301,-0.023053245,-0.019440399,-0.003453713,-0.0161438,-0.005190657,-0.006383671,0.019418401,0.012220717,0.002675223,0.011511389,0.012552734,0.013315311,0.021957218,0.024484019,0.009701567,0.022283447,0.022219923,0.012306901
"2017-01-23",-0.019822045,-0.013086004,-0.002529344,-0.012325784,-0.003532679,-0.006052239,-0.023279017,-0.019630788,-0.003487536,-0.016479375,-0.005298553,-0.006428842,0.019822045,0.012307189,0.002529344,0.011592842,0.011868235,0.012589228,0.021932235,0.02472985,0.010536804,0.022925219,0.023581316,0.013131434
"2017-01-24",-0.019549576,-0.012990924,-0.00266012,-0.012236229,-0.003715332,-0.006365162,-0.022950184,-0.019353489,-0.003438273,-0.016252854,-0.00522572,-0.006382132,0.019549576,0.012217769,0.00266012,0.011508612,0.012481867,0.013240138,0.021654606,0.024331405,0.009684495,0.022526348,0.022518333,0.012368295
"2017-01-25",-0.019161824,-0.012649877,-0.002509719,-0.011914994,-0.00350527,-0.006005281,-0.02214344,-0.018673176,-0.003317411,-0.01593049,-0.005122072,-0.006214584,0.019161824,0.011897019,0.002509719,0.011206479,0.011776153,0.012491552,0.020694039,0.023465992,0.009694292,0.022172707,0.022505765,0.012392648
"2017-01-26",-0.018596523,-0.012348535,-0.002366555,-0.011631158,-0.003305317,-0.005662718,-0.021450919,-0.018089185,-0.003213661,-0.015460518,-0.004970964,-0.006066541,0.018596523,0.011613612,0.002366555,0.010939522,0.011104397,0.011778987,0.020100878,0.022732034,0.009765371,0.021453408,0.022148169,0.012459966
"2017-02-03",-0.018365221,-0.01211937,-0.002320793,-0.011415306,-0.003241401,-0.005553217,-0.020950646,-0.017667314,-0.003138713,-0.015268222,-0.004909135,-0.005953958,0.018365221,0.011398084,0.002320793,0.010736505,0.01088967,0.011551215,0.019496107,0.022213765,0.009559674,0.021269212,0.021944722,0.012229805
"2017-02-06",-0.01812761,-0.01339104,-0.002233324,-0.0126131,-0.003119235,-0.00534392,-0.021650415,-0.018257417,-0.003243549,-0.01507068,-0.004845621,-0.006578699,0.01812761,0.012594072,0.002233324,0.011863073,0.010479244,0.011115856,0.020900672,0.021949417,0.010522706,0.019512423,0.021916093,0.015029021
"2017-02-07",-0.017956211,-0.013508675,-0.00234946,-0.0127239,-0.00328144,-0.005621811,-0.021596223,-0.018211717,-0.003235429,-0.014928184,-0.004799805,-0.00663649,0.017956211,0.012704704,0.00234946,0.011967284,0.011024181,0.011693898,0.020980847,0.021745101,0.009960582,0.019076944,0.021096417,0.014734144
"2017-02-08",-0.017484909,-0.01341757,-0.002280656,-0.012638088,-0.003185343,-0.005457177,-0.021039415,-0.017742171,-0.003152012,-0.01453636,-0.004673823,-0.006591733,0.017484909,0.012619022,0.002280656,0.011886575,0.010701339,0.011351443,0.020520634,0.020997726,0.009811306,0.018310696,0.020572908,0.014868271
"2017-02-09",-0.017377037,-0.013048269,-0.002172473,-0.012290241,-0.003034246,-0.005198315,-0.020824749,-0.017561147,-0.003119852,-0.014446679,-0.004644988,-0.006410304,0.017377037,0.012271699,0.002172473,0.011559412,0.010193719,0.010812985,0.020269711,0.021057179,0.010117789,0.018497749,0.02086517,0.01465089
"2017-02-10",-0.016999965,-0.012845492,-0.00205684,-0.012099245,-0.002872743,-0.004921626,-0.020753416,-0.017500993,-0.003109164,-0.014133194,-0.004544194,-0.006310684,0.016999965,0.012080992,0.00205684,0.011379774,0.009651142,0.010237447,0.020526023,0.021160207,0.010574867,0.018019801,0.020716423,0.014782214
"2017-02-13",-0.016230694,-0.012523612,-0.001952155,-0.011796064,-0.002726532,-0.004671134,-0.02050641,-0.017292697,-0.00307216,-0.013493648,-0.004338563,-0.006152553,0.016230694,0.011778268,0.001952155,0.011094621,0.009159935,0.0097164,0.020879546,0.021121422,0.010839271,0.016949237,0.01982798,0.014639083
"2017-02-14",-0.016257784,-0.012230591,-0.001851589,-0.011520066,-0.002586075,-0.004430502,-0.020671772,-0.017432144,-0.003096933,-0.01351617,-0.004345805,-0.006008598,0.016257784,0.011502687,0.001851589,0.010835036,0.008688064,0.009215863,0.021128592,0.021676301,0.011423016,0.017303507,0.020324021,0.014532254
"2017-02-15",-0.015669012,-0.012067033,-0.001759529,-0.011366009,-0.002457496,-0.004210219,-0.019817685,-0.016711908,-0.002968979,-0.013026685,-0.004188422,-0.005928246,0.015669012,0.011348863,0.001759529,0.01069014,0.008256096,0.008757652,0.020289118,0.020554673,0.011133959,0.016398017,0.019697258,0.014632792
"2017-02-16",-0.016093151,-0.011798478,-0.001671753,-0.011113056,-0.002334902,-0.004000188,-0.019470977,-0.016419535,-0.002917036,-0.0133793,-0.004301798,-0.005796312,0.016093151,0.01109629,0.001671753,0.010452228,0.007844234,0.008320769,0.019288178,0.020309633,0.011241324,0.017452197,0.020835723,0.014515302
"2017-02-17",-0.016077039,-0.012117439,-0.001698153,-0.011413487,-0.002371774,-0.004063358,-0.019461529,-0.016411567,-0.002915621,-0.013365904,-0.00429749,-0.005953009,0.016077039,0.011396268,0.001698153,0.010734794,0.007968106,0.008452167,0.019288446,0.019963581,0.011115896,0.017091001,0.02068965,0.015001907
"2017-02-20",-0.016131329,-0.012013068,-0.001620461,-0.01131518,-0.002263263,-0.003877455,-0.020970729,-0.017684249,-0.003141721,-0.01341104,-0.004312002,-0.005901734,0.016131329,0.01129811,0.001620461,0.010642333,0.007603557,0.008065472,0.021753483,0.022354705,0.012698236,0.017298742,0.021131644,0.015150526
"2017-02-21",-0.016707966,-0.011801513,-0.001600766,-0.011115915,-0.002235754,-0.003830328,-0.022244448,-0.018758354,-0.003332543,-0.013890436,-0.004466141,-0.005797802,0.016707966,0.011099146,0.001600766,0.010454917,0.007511142,0.007967443,0.023305467,0.024501167,0.013829172,0.01857223,0.022235243,0.014837522
"2017-02-22",-0.016564873,-0.012110912,-0.001521594,-0.01140734,-0.002125178,-0.003640886,-0.021865658,-0.018438927,-0.003275795,-0.013771473,-0.004427891,-0.005949803,0.016564873,0.01139013,0.001521594,0.010729011,0.007139654,0.007573387,0.022815661,0.023606458,0.013871905,0.017989001,0.022336119,0.015776647
"2017-02-23",-0.016153491,-0.012132623,-0.001574828,-0.011427789,-0.002199528,-0.003768264,-0.02117202,-0.017853995,-0.003171878,-0.013429465,-0.004317927,-0.005960469,0.016153491,0.011410549,0.001574828,0.010748246,0.007389438,0.007838345,0.022067408,0.022534796,0.013066521,0.017214878,0.021374116,0.015580462
"2017-02-24",-0.015682306,-0.012315763,-0.001532897,-0.01160029,-0.002140965,-0.003667932,-0.021151622,-0.017836793,-0.003168822,-0.013037737,-0.004191976,-0.006050441,0.015682306,0.01158279,0.001532897,0.010910489,0.007192691,0.007629646,0.022502426,0.022313452,0.013236742,0.016163592,0.020731012,0.016114364
"2017-02-27",-0.015053251,-0.012427515,-0.001465748,-0.011705549,-0.002047179,-0.003507256,-0.020217128,-0.01704875,-0.003028821,-0.012514762,-0.004023825,-0.006105342,0.015053251,0.01168789,0.001465748,0.011009489,0.00687761,0.007295424,0.021568844,0.020783856,0.012770781,0.014898152,0.019922233,0.016625441
"2017-02-28",-0.015587348,-0.012370048,-0.00140338,-0.011651421,-0.001960071,-0.003358022,-0.021444602,-0.018083858,-0.003212715,-0.012958792,-0.004166593,-0.00607711,0.015587348,0.011633843,0.00140338,0.010958579,0.006584967,0.006985002,0.023085987,0.022700103,0.01405408,0.015933652,0.02114113,0.016794605
"2017-03-01",-0.01524038,-0.012595441,-0.001619512,-0.01186372,-0.002261938,-0.003875186,-0.0211048,-0.017797309,-0.003161808,-0.012670335,-0.004073846,-0.00618784,0.01524038,0.011845823,0.001619512,0.011158255,0.007599108,0.008060753,0.022864213,0.021951736,0.012812262,0.015065349,0.019566386,0.016258098
"2017-03-02",-0.014693283,-0.012588249,-0.001526374,-0.011856946,-0.002131854,-0.003652323,-0.02030491,-0.017122776,-0.003041972,-0.012215497,-0.003927604,-0.006184307,0.014693283,0.011839058,0.001526374,0.011151883,0.007162081,0.007597176,0.022073716,0.020749436,0.012572397,0.014073351,0.019017844,0.01665969
"2017-03-03",-0.014664753,-0.012323904,-0.001982983,-0.011607959,-0.002769588,-0.0047449,-0.020880032,-0.017607766,-0.003128133,-0.012191778,-0.003919978,-0.006054441,0.014664753,0.011590447,0.001982983,0.010917701,0.009304587,0.009869838,0.023062084,0.021894224,0.011007823,0.014296184,0.016932007,0.014123291
"2017-03-06",-0.014203535,-0.012522205,-0.001923903,-0.011794739,-0.002687073,-0.004603533,-0.021001539,-0.017710231,-0.003146337,-0.011808337,-0.003796691,-0.006151861,0.014203535,0.011776946,0.001923903,0.011093376,0.009027372,0.009575783,0.023724043,0.021871736,0.011370713,0.013247338,0.016382911,0.014762367
"2017-03-07",-0.01478531,-0.012499643,-0.002168042,-0.011773488,-0.003028057,-0.005187712,-0.020848071,-0.017580814,-0.003123345,-0.012292005,-0.003952203,-0.006140777,0.01478531,0.011755726,0.002168042,0.011073387,0.010172926,0.01079093,0.022888722,0.021663094,0.010156643,0.014333634,0.016319372,0.013631235
"2017-03-08",-0.014298055,-0.012203202,-0.002376346,-0.011494268,-0.003318991,-0.005686144,-0.020267776,-0.017091461,-0.003036409,-0.011886917,-0.003821957,-0.005995143,0.014298055,0.011476928,0.002376346,0.010810772,0.011150334,0.011827715,0.022405187,0.021093772,0.008752773,0.013751817,0.014532402,0.012140979
"2017-03-09",-0.014328992,-0.011964873,-0.002515437,-0.011269785,-0.003513256,-0.006018963,-0.01965254,-0.016572643,-0.002944237,-0.011912638,-0.003830227,-0.005878057,0.014328992,0.011252783,0.002515437,0.010599637,0.011802982,0.012520011,0.021347467,0.020411161,0.007628838,0.014056229,0.013966823,0.01106937
"2017-03-10",-0.014711348,-0.012879767,-0.002395256,-0.012131528,-0.003345401,-0.005731391,-0.02083241,-0.017567607,-0.003120999,-0.012230516,-0.003932433,-0.006327522,0.014711348,0.012113226,0.002395256,0.011410138,0.011239063,0.011921833,0.02293621,0.021244029,0.009130889,0.013803138,0.015176155,0.013338479
"2017-03-13",-0.014310629,-0.01320305,-0.002268758,-0.012436031,-0.003168725,-0.005428706,-0.020340692,-0.01715295,-0.003047333,-0.011897371,-0.003825318,-0.006486344,0.014310629,0.012417269,0.002268758,0.011696533,0.010645508,0.011292221,0.022514375,0.020164081,0.00929212,0.012734819,0.015034186,0.014514893
"2017-03-14",-0.014650728,-0.012865606,-0.00217092,-0.01211819,-0.003032076,-0.005194598,-0.020772807,-0.017517345,-0.00311207,-0.012180118,-0.003916229,-0.006320566,0.014650728,0.012099909,0.00217092,0.011397593,0.01018643,0.010805254,0.022897071,0.021168613,0.010082175,0.013707122,0.016069466,0.014311748
"2017-03-15",-0.01438962,-0.012962384,-0.002398009,-0.012209346,-0.003349247,-0.005737979,-0.019829473,-0.016721848,-0.002970744,-0.011963041,-0.003846433,-0.006368111,0.01438962,0.012190927,0.002398009,0.011483328,0.011251983,0.011935539,0.021582438,0.019641221,0.00829724,0.013129449,0.014597126,0.013482726
"2017-03-16",-0.013790107,-0.012648102,-0.002262923,-0.011913322,-0.003160575,-0.005414743,-0.018942689,-0.015974039,-0.002837891,-0.011464627,-0.00368618,-0.006213711,0.013790107,0.01189535,0.002262923,0.011204907,0.010618128,0.011263177,0.020699081,0.018626913,0.008173217,0.012361109,0.014143255,0.013489519
"2017-03-17",-0.01390833,-0.012348367,-0.002301701,-0.011631,-0.003214736,-0.005507534,-0.01960701,-0.016534249,-0.002937417,-0.011562913,-0.003717781,-0.006066458,0.01390833,0.011613453,0.002301701,0.010939372,0.010800087,0.01145619,0.02169024,0.019943416,0.008544394,0.01288885,0.014178635,0.01274877
"2017-03-20",-0.014694222,-0.013587135,-0.002350025,-0.012797803,-0.003282228,-0.005623162,-0.021422297,-0.018065049,-0.003209373,-0.012216277,-0.003927855,-0.006675036,0.014694222,0.012778496,0.002350025,0.012036793,0.01102683,0.011696707,0.023937871,0.021400441,0.009815628,0.013036095,0.015347625,0.014880279
"2017-03-21",-0.014171397,-0.013204987,-0.002457556,-0.012437855,-0.003432415,-0.005880464,-0.021103738,-0.017796414,-0.003161649,-0.011781619,-0.0037881,-0.006487296,0.014171397,0.012419091,0.002457556,0.011698249,0.011531391,0.01223192,0.023926621,0.021316124,0.009075358,0.012478446,0.013947245,0.013676891
"2017-03-22",-0.013962416,-0.013055947,-0.003587707,-0.012297474,-0.005010872,-0.0085847,-0.020639007,-0.017404514,-0.003092025,-0.011607879,-0.003732239,-0.006414076,0.013962416,0.012278922,0.003587707,0.011566215,0.016834306,0.017856986,0.023358956,0.020768269,0.003656494,0.012251685,0.008540843,0.008356261
"2017-03-23",-0.013779113,-0.013675869,-0.003378128,-0.012881382,-0.004718158,-0.008083219,-0.02114624,-0.017832255,-0.003168016,-0.011455487,-0.003683241,-0.006718629,0.013779113,0.012861949,0.003378128,0.012115402,0.015850918,0.016813858,0.024388087,0.020890628,0.005006212,0.011272013,0.009152247,0.010465057
"2017-03-24",-0.013376135,-0.013836802,-0.003327276,-0.013032966,-0.004647134,-0.00796154,-0.020243162,-0.017070705,-0.003032721,-0.011120465,-0.003575523,-0.006797691,0.013376135,0.013013304,0.003327276,0.012257972,0.015612309,0.016560753,0.02328188,0.019357391,0.004493322,0.010368433,0.008669068,0.010996656
"2017-03-27",-0.013344329,-0.013433719,-0.003266473,-0.012653299,-0.004562213,-0.00781605,-0.02044083,-0.017237395,-0.003062335,-0.011094022,-0.003567021,-0.006599666,0.013344329,0.01263421,0.003266473,0.011900881,0.015327009,0.016258121,0.02364348,0.020075608,0.004926267,0.010729585,0.008884101,0.010504049
"2017-03-28",-0.01361917,-0.013418645,-0.003223658,-0.012639101,-0.004502413,-0.0077136,-0.019879532,-0.016764062,-0.002978244,-0.011322516,-0.003640487,-0.006592261,0.01361917,0.012620033,0.003223658,0.011887527,0.015126108,0.016045016,0.022432981,0.01924236,0.004657456,0.011247365,0.009559132,0.010666364
"2017-03-29",-0.013275839,-0.013266308,-0.003031134,-0.012495614,-0.004233519,-0.007252927,-0.020237316,-0.017065775,-0.003031845,-0.011037082,-0.003548713,-0.006517421,0.013275839,0.012476764,0.003031134,0.011752574,0.014222744,0.015086773,0.023371968,0.019941936,0.00580875,0.010778591,0.009812603,0.011236032
"2017-03-30",-0.01329747,-0.013027773,-0.00286249,-0.012270936,-0.003997978,-0.006849395,-0.020381137,-0.017187057,-0.003053392,-0.011055065,-0.003554494,-0.006400234,0.01329747,0.012252424,0.00286249,0.011541256,0.013431432,0.014247388,0.02359049,0.020407562,0.006678355,0.011066217,0.010602531,0.011535931
"2017-03-31",-0.014901647,-0.012814373,-0.002703388,-0.012069934,-0.003775763,-0.006468693,-0.02210441,-0.018640262,-0.003311563,-0.012388723,-0.003983301,-0.006295396,0.014901647,0.012051724,0.002703388,0.011352205,0.012684887,0.013455491,0.024869927,0.023235863,0.008798945,0.014218807,0.014137713,0.011840916
"2017-04-05",-0.014977539,-0.013056681,-0.002781759,-0.012298165,-0.003885222,-0.00665622,-0.02171179,-0.018309173,-0.003252743,-0.012451818,-0.004003588,-0.006414436,0.014977539,0.012279612,0.002781759,0.011566865,0.013052622,0.013845566,0.024139035,0.022390021,0.00812802,0.014105421,0.01392202,0.011950602
