"","","","","","","","","","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR","CoVaR"
"2016/12/1","-0.0117079805471378","-0.0112310199015733","-0.0152185522041794","-0.0112094568804948","0.0186339805471378","0.0125390199015733","0.0154063173991678","0.0126394568804948","-0.023169681641915","-0.0343799321959873","0.0244776816419151","0.0413059321959875","-0.0297132060537045","-0.0308268412751985","0.0290383209170686","0.0377528412751985","-0.0138842738099992","-0.0151045700964635","0.0153142738099999","0.0220305700964644","-0.0288711524144065","-0.0211564181177532","0.0282470775670163","0.0224644181177532","-0.014945315548137","-0.0144222968470979","0.0251902835423968","0.0216849858439333","-0.0176097853922065","-0.0223394304745273","0.0259527437598418","0.0277911549975382"
"2016/12/2","-0.0118211035052758","-0.0113655384724232","-0.014748635804074","-0.0121699995124059","0.0187471035052758","0.0126735384724232","0.0149506731239948","0.0135999995124059","-0.0234393259196187","-0.0346621093711096","0.0247473259196187","0.0415881093711098","-0.0288052247155716","-0.0310825247010049","0.0281706831691121","0.0380085247010049","-0.0150602791434065","-0.0152430198458532","0.0164902791434072","0.0221690198458541","-0.0279886200576114","-0.0214032756156065","0.0274033531855123","0.0227112756156065","-0.0162067902520936","-0.0145929353418061","0.0271618243434741","0.021923021470522","-0.0190858893159523","-0.0216543032021524","0.0279857024981327","0.0269612097441332"
"2016/12/5","-0.0128210934286326","-0.0130302191997532","-0.0157232131080774","-0.0116727295300683","0.0197470934286326","0.0143382191997532","0.0158956509310752","0.0131027295300683","-0.026776200742865","-0.0371565131275894","0.0280842007428651","0.0440825131275896","-0.0306883213778812","-0.0333427277012106","0.0299701097417226","0.0402687277012106","-0.014451464779583","-0.0164668947918394","0.0158814647795837","0.0233928947918403","-0.0298189371199406","-0.0244581617660981","0.0291531849276344","0.0257661617660981","-0.0155537286565789","-0.016704603728457","0.0261411637015004","0.0248687360844715","-0.0183217148298818","-0.0230752144320235","0.0269332459779347","0.0286824644340153"
"2016/12/6","-0.014303714313348","-0.0139328349306858","-0.0160900730104018","-0.0109694589540217","0.021229714313348","0.0152408349306858","0.0162513687018258","0.0123994589540217","-0.0285855060698064","-0.0408548054982314","0.0298935060698065","0.0477808054982316","-0.0313971750057715","-0.036693785640427","0.0306474674576842","0.043619785640427","-0.0135904411031911","-0.0182814556317204","0.0150204411031917","0.0252074556317214","-0.0305079229355864","-0.0261145684574066","0.0298118736733728","0.0274225684574066","-0.014630127754082","-0.0178495831067918","0.0246976810399193","0.0264659482740145","-0.0172409710687309","-0.0236100877077102","0.0254447955797339","0.0293303959267882"
"2016/12/7","-0.0138426759665577","-0.0134296742296007","-0.0155897903292013","-0.0103318171800723","0.0207686759665577","0.0147376742296007","0.0157662804188756","0.0117618171800723","-0.0275769137025537","-0.039704778125701","0.0288849137025538","0.0466307781257012","-0.0304305193661314","-0.0356517348854281","0.0297237624353415","0.0425777348854281","-0.0128097676566873","-0.0177171966641086","0.0142397676566879","0.0246431966641096","-0.0295683608058018","-0.0251912090215815","0.0289136273136405","0.0264992090215815","-0.0137927167519041","-0.0172113174451291","0.0233889033427634","0.0255755866533039","-0.0162610816882894","-0.0228806870979198","0.024095246509048","0.0284468191107204"
"2016/12/8","-0.0138457739741484","-0.0134758861502463","-0.015258967469072","-0.00966514056545861","0.0207717739741484","0.0147838861502463","0.0154455051867695","0.0110951405654586","-0.0276695461166884","-0.0397125058853427","0.0289775461166885","0.046638505885343","-0.0297912971913834","-0.0356587370820379","0.0291129422952683","0.0425847370820379","-0.011993546462128","-0.0177209882761881","0.0134235464621286","0.0246469882761891","-0.0289470548067643","-0.0252760133651712","0.028319642270796","0.0265840133651712","-0.0129171744728682","-0.0172699378462135","0.0220205308175169","0.0256573603698787","-0.0152365733177001","-0.0223983549985319","0.0226842460971281","0.0278625346243297"
"2016/12/9","-0.0135091729577226","-0.0134549403120313","-0.0148748491653841","-0.00912406053032726","0.0204351729577226","0.0147629403120313","0.0150730531803588","0.0105540605303273","-0.02762755990333","-0.0388728785849105","0.0289355599033301","0.0457988785849107","-0.0290490965546197","-0.0348979427885873","0.0284037192507312","0.0418239427885873","-0.0113310948582375","-0.0173090265742","0.0127610948582381","0.0242350265742009","-0.0282256566351624","-0.0252375752730958","0.0276299664515848","0.0265455752730958","-0.0122065774056915","-0.0172433677876646","0.0209099488084837","0.0256202959282004","-0.0144050741875377","-0.0218383193717354","0.0215390669567223","0.0271841221177216"
"2016/12/12","-0.013313024642001","-0.013115339731755","-0.0145992672535074","-0.00859495949791018","0.020239024642001","0.014423339731755","0.0148058411391112","0.0100249594979102","-0.0269468259898056","-0.0383836005590675","0.0282548259898057","0.0453096005590677","-0.0285166119827789","-0.0344546033095345","0.027894894129189","0.0413806033095345","-0.010683309309359","-0.0170689631458575","0.0121133093093595","0.0239949631458584","-0.0277080965880472","-0.0246143680163811","0.0271351652952519","0.0259223680163811","-0.0115117122887695","-0.0168125801911697","0.0198239540398527","0.0250193600395328","-0.0135919836655118","-0.0214365273007252","0.0204192410046445","0.0266974017146135"
"2016/12/13","-0.0172481670398844","-0.0193608478727722","-0.0158125774050095","-0.00866721812292578","0.0241741670398844","0.0206688478727722","0.0159823010890454","0.0100972181229258","-0.0394660307429996","-0.0481995334502839","0.0407740307429997","0.0551255334502842","-0.0308609927591982","-0.0433489135882581","0.0301351089571585","0.0502749135882582","-0.0107717765210994","-0.0218851338663486","0.0122017765211","0.0288111338663497","-0.0299867688524936","-0.0360756146143262","0.0293136365231536","0.0373836146143262","-0.0116066090945662","-0.02473508562025","0.0199722669025151","0.0360710195562758","-0.0137030263578052","-0.0232055055156951","0.020572174147081","0.0288402956440901"
"2016/12/14","-0.0162533183141111","-0.0187532716399174","-0.0162010756056674","-0.0081661997646955","0.0231793183141111","0.0200612716399174","0.0163589999678355","0.0095961997646955","-0.0382481360432347","-0.0457179540455956","0.0395561360432349","0.0526439540455958","-0.0316116563155594","-0.0411003308553486","0.030852418895327","0.0480263308553486","-0.0101583729699822","-0.020667551166682","0.0115883729699827","0.0275935511666831","-0.0307163927442335","-0.0349606403200704","0.0300111763493696","0.0362686403200704","-0.0109486247801502","-0.0239643675466061","0.0189439126134665","0.0349958907590083","-0.0129330915939718","-0.0237719269312482","0.0195117843053705","0.0295264437281325"
