,mean1,sigma1,mean2,sigma2,mean3,sigma3,mean4,sigma4
2014/10/22,0.003463,0.009241799,0.000654,0.010422721,0.000330,0.010910622,0.000715,0.011895155
2014/10/23,0.003463,0.009335568,0.000654,0.010366412,0.000330,0.010512858,0.000715,0.012250615
2014/10/24,0.003463,0.009821879,0.000654,0.010826733,0.000330,0.010508857,0.000715,0.011394984
2014/10/27,0.003463,0.009423196,0.000654,0.010786973,0.000330,0.010171094,0.000715,0.010626625
2014/10/28,0.003463,0.009454922,0.000654,0.01122185,0.000330,0.010029939,0.000715,0.010227605
2014/10/29,0.003463,0.010291776,0.000654,0.011975742,0.000330,0.009816178,0.000715,0.009539615
2014/10/30,0.003463,0.010678609,0.000654,0.012105332,0.000330,0.00998675,0.000715,0.009183691
2014/10/31,0.003463,0.010553341,0.000654,0.011539455,0.000330,0.010064594,0.000715,0.008599861
2014/11/3,0.003463,0.010723725,0.000654,0.011976187,0.000330,0.009784961,0.000715,0.008040707
2014/11/4,0.003463,0.010364928,0.000654,0.011469797,0.000330,0.009802975,0.000715,0.007587766
2014/11/5,0.003463,0.009945881,0.000654,0.011272735,0.000330,0.009555224,0.000715,0.007727477
2014/11/6,0.003463,0.009948235,0.000654,0.010852085,0.000330,0.009460929,0.000715,0.007259336
2014/11/7,0.003463,0.00955267,0.000654,0.010398825,0.000330,0.009299641,0.000715,0.006831971
2014/11/10,0.003463,0.009449662,0.000654,0.010048292,0.000330,0.00911421,0.000715,0.006471299
2014/11/11,0.003463,0.010413987,0.000654,0.010910489,0.000330,0.008893831,0.000715,0.006105529
2014/11/12,0.003463,0.010150568,0.000654,0.011354709,0.000330,0.00876956,0.000715,0.00577472
2014/11/13,0.003463,0.010192774,0.000654,0.011547266,0.000330,0.008532067,0.000715,0.005697629
2014/11/14,0.003463,0.010102412,0.000654,0.01205962,0.000330,0.008359709,0.000715,0.005439092
2014/11/17,0.003463,0.00994655,0.000654,0.011665226,0.000330,0.008162279,0.000715,0.005237619
2014/11/18,0.003463,0.009733279,0.000654,0.011613578,0.000330,0.008678858,0.000715,0.004970549
2014/11/19,0.003463,0.009955006,0.000654,0.01182324,0.000330,0.009443237,0.000715,0.004703695
2014/11/20,0.003463,0.009752537,0.000654,0.011392082,0.000330,0.009706676,0.000715,0.004801003
2014/11/21,0.003463,0.009331048,0.000654,0.011039341,0.000330,0.009526919,0.000715,0.004557629
2014/11/24,0.003463,0.009683009,0.000654,0.011428812,0.000330,0.009227215,0.000715,0.00431807
2014/11/25,0.003463,0.010315655,0.000654,0.012770718,0.000330,0.008967689,0.000715,0.004102352
2014/11/26,0.003463,0.010576865,0.000654,0.012906484,0.000330,0.009498476,0.000715,0.004194653
2014/11/27,0.003463,0.010854722,0.000654,0.012753524,0.000330,0.009206091,0.000715,0.003988539
2014/11/28,0.003463,0.010832239,0.000654,0.012749711,0.000330,0.009263571,0.000715,0.003903475
2014/12/1,0.003463,0.011453404,0.000654,0.013101435,0.000330,0.009038141,0.000715,0.004298127
2014/12/2,0.003463,0.011128726,0.000654,0.013033026,0.000330,0.011402721,0.000715,0.00556585
2014/12/3,0.003463,0.012501163,0.000654,0.014298836,0.000330,0.012373231,0.000715,0.005254846
2014/12/4,0.003463,0.01208622,0.000654,0.015386845,0.000330,0.012388616,0.000715,0.004972546
2014/12/5,0.003463,0.01424665,0.000654,0.017186853,0.000330,0.012081939,0.000715,0.004997959
2014/12/8,0.003463,0.014166748,0.000654,0.016428432,0.000330,0.012064427,0.000715,0.004742232
2014/12/9,0.003463,0.015067824,0.000654,0.018798363,0.000330,0.011676109,0.000715,0.005996685
2014/12/10,0.003463,0.019523025,0.000654,0.021279525,0.000330,0.013020382,0.000715,0.005906402
2014/12/11,0.003463,0.020174743,0.000654,0.022980343,0.000330,0.013515699,0.000715,0.009193704
2014/12/12,0.003463,0.01969563,0.000654,0.02248129,0.000330,0.013212665,0.000715,0.00861894
2014/12/15,0.003463,0.018736937,0.000654,0.021315568,0.000330,0.012863346,0.000715,0.011319759
2014/12/16,0.003463,0.017892581,0.000654,0.020212853,0.000330,0.012665265,0.000715,0.011946916
2014/12/17,0.003463,0.018223947,0.000654,0.020206478,0.000330,0.013126763,0.000715,0.012834665
2014/12/18,0.003463,0.017885054,0.000654,0.019620515,0.000330,0.013121991,0.000715,0.011902091
2014/12/19,0.003463,0.01727019,0.000654,0.019320645,0.000330,0.012620581,0.000715,0.011028871
2014/12/22,0.003463,0.017215388,0.000654,0.018713957,0.000330,0.012288282,0.000715,0.010296437
2014/12/23,0.003463,0.01649148,0.000654,0.01781133,0.000330,0.012047213,0.000715,0.009630372
2014/12/24,0.003463,0.018460195,0.000654,0.017278807,0.000330,0.011869714,0.000715,0.009026319
2014/12/25,0.003463,0.019332318,0.000654,0.018362113,0.000330,0.011432945,0.000715,0.008595153
2014/12/26,0.003463,0.020277774,0.000654,0.018553758,0.000330,0.011001532,0.000715,0.008198012
2014/12/29,0.003463,0.020748129,0.000654,0.019391488,0.000330,0.010598055,0.000715,0.007702012
2014/12/30,0.003463,0.019641278,0.000654,0.018608029,0.000330,0.010220604,0.000715,0.007252266
2014/12/31,0.003463,0.018894094,0.000654,0.018034939,0.000330,0.010943316,0.000715,0.007795706
2015/1/5,0.003463,0.019054332,0.000654,0.018748555,0.000330,0.01083562,0.000715,0.009410866
2015/1/6,0.003463,0.020119949,0.000654,0.020681916,0.000330,0.010470067,0.000715,0.012698477
2015/1/7,0.003463,0.019301852,0.000654,0.020271755,0.000330,0.010531197,0.000715,0.013709183
2015/1/8,0.003463,0.018465636,0.000654,0.019552253,0.000330,0.010398756,0.000715,0.012733825
2015/1/9,0.003463,0.019753323,0.000654,0.019530993,0.000330,0.010151071,0.000715,0.011814598
2015/1/12,0.003463,0.019152075,0.000654,0.019412625,0.000330,0.009881413,0.000715,0.01239501
2015/1/13,0.003463,0.01978336,0.000654,0.018704101,0.000330,0.009573961,0.000715,0.013120622
2015/1/14,0.003463,0.018823207,0.000654,0.018080866,0.000330,0.009301657,0.000715,0.012863683
2015/1/15,0.003463,0.018380667,0.000654,0.017982486,0.000330,0.009219685,0.000715,0.01313508
2015/1/16,0.003463,0.019481043,0.000654,0.01840895,0.000330,0.008988944,0.000715,0.014018012
2015/1/19,0.003463,0.018974941,0.000654,0.017607303,0.000330,0.009368099,0.000715,0.013009078
2015/1/20,0.003463,0.025427737,0.000654,0.022187817,0.000330,0.010314465,0.000715,0.012145735
2015/1/21,0.003463,0.024980286,0.000654,0.022293479,0.000330,0.010526134,0.000715,0.011336695
2015/1/22,0.003463,0.026459601,0.000654,0.023114019,0.000330,0.010284623,0.000715,0.010583636
2015/1/23,0.003463,0.025155855,0.000654,0.022362399,0.000330,0.010447276,0.000715,0.009853631
2015/1/26,0.003463,0.02382484,0.000654,0.021453707,0.000330,0.01017121,0.000715,0.010127735
2015/1/27,0.003463,0.022894201,0.000654,0.021648428,0.000330,0.010155435,0.000715,0.009482409
2015/1/28,0.003463,0.022615198,0.000654,0.021451575,0.000330,0.00989399,0.000715,0.011452286
2015/1/29,0.003463,0.022765337,0.000654,0.021533689,0.000330,0.009611875,0.000715,0.013391337
2015/1/30,0.003463,0.022814973,0.000654,0.021145535,0.000330,0.009796955,0.000715,0.012451504
2015/2/2,0.003463,0.023078646,0.000654,0.020646,0.000330,0.009839851,0.000715,0.013959359
2015/2/3,0.003463,0.024122394,0.000654,0.020877595,0.000330,0.009562734,0.000715,0.012957434
2015/2/4,0.003463,0.024171051,0.000654,0.021163804,0.000330,0.009259411,0.000715,0.01203134
2015/2/5,0.003463,0.023813088,0.000654,0.020773012,0.000330,0.008986362,0.000715,0.011885986
2015/2/6,0.003463,0.023650122,0.000654,0.019951272,0.000330,0.008770049,0.000715,0.011067743
2015/2/9,0.003463,0.024103512,0.000654,0.020899296,0.000330,0.008605545,0.000715,0.010942636
2015/2/10,0.003463,0.023027989,0.000654,0.020267712,0.000330,0.008617187,0.000715,0.011085736
2015/2/11,0.003463,0.022558758,0.000654,0.020592882,0.000330,0.008508056,0.000715,0.010333228
2015/2/12,0.003463,0.021500847,0.000654,0.02020968,0.000330,0.008647681,0.000715,0.009712941
2015/2/13,0.003463,0.020496986,0.000654,0.01924004,0.000330,0.008632545,0.000715,0.009074376
2015/2/16,0.003463,0.019835739,0.000654,0.018995484,0.000330,0.008426177,0.000715,0.008505089
2015/2/17,0.003463,0.018977168,0.000654,0.018714417,0.000330,0.008450225,0.000715,0.0080627
2015/2/25,0.003463,0.018280997,0.000654,0.01837909,0.000330,0.00822848,0.000715,0.007583155
2015/2/26,0.003463,0.017955953,0.000654,0.018661531,0.000330,0.008028739,0.000715,0.007122392
2015/2/27,0.003463,0.018202212,0.000654,0.018841212,0.000330,0.007833508,0.000715,0.007021827
2015/3/2,0.003463,0.017299185,0.000654,0.017954164,0.000330,0.0077649,0.000715,0.007254426
2015/3/3,0.003463,0.016708455,0.000654,0.017711926,0.000330,0.007625607,0.000715,0.006820599
2015/3/4,0.003463,0.017871642,0.000654,0.019268436,0.000330,0.007774919,0.000715,0.007293115
2015/3/5,0.003463,0.01708584,0.000654,0.019012372,0.000330,0.008272077,0.000715,0.007794578
2015/3/6,0.003463,0.017148264,0.000654,0.01876058,0.000330,0.008957784,0.000715,0.007338335
2015/3/9,0.003463,0.016614246,0.000654,0.018802739,0.000330,0.009069167,0.000715,0.009789669
2015/3/10,0.003463,0.016780963,0.000654,0.018454197,0.000330,0.008822748,0.000715,0.009169025
2015/3/11,0.003463,0.016494182,0.000654,0.017627652,0.000330,0.008996581,0.000715,0.011956027
2015/3/12,0.003463,0.015710319,0.000654,0.017021602,0.000330,0.009254873,0.000715,0.011764735
2015/3/13,0.003463,0.015854383,0.000654,0.016742928,0.000330,0.009136803,0.000715,0.010949072
2015/3/16,0.003463,0.015305321,0.000654,0.016197105,0.000330,0.008877245,0.000715,0.011275979
2015/3/17,0.003463,0.015781509,0.000654,0.017016955,0.000330,0.008619349,0.000715,0.010497304
2015/3/18,0.003463,0.015754312,0.000654,0.016803752,0.000330,0.008458926,0.000715,0.01037701
2015/3/19,0.003463,0.016090974,0.000654,0.017648152,0.000330,0.0082449,0.000715,0.009676354
2015/3/20,0.003463,0.015388491,0.000654,0.017271867,0.000330,0.00821466,0.000715,0.009900289
2015/3/23,0.003463,0.015005761,0.000654,0.016989279,0.000330,0.008550331,0.000715,0.009249924
2015/3/24,0.003463,0.015257974,0.000654,0.017157861,0.000330,0.008358531,0.000715,0.009010126
2015/3/25,0.003463,0.014650984,0.000654,0.016381644,0.000330,0.008264891,0.000715,0.009645046
2015/3/26,0.003463,0.014830261,0.000654,0.015897946,0.000330,0.008100925,0.000715,0.01193975
2015/3/27,0.003463,0.014231227,0.000654,0.015338078,0.000330,0.00796784,0.000715,0.011817349
2015/3/30,0.003463,0.013562934,0.000654,0.015273713,0.000330,0.007786546,0.000715,0.011034404
2015/3/31,0.003463,0.014326632,0.000654,0.016044853,0.000330,0.007611145,0.000715,0.010279223
2015/4/1,0.003463,0.0146946,0.000654,0.015512839,0.000330,0.007988116,0.000715,0.011149874
2015/4/2,0.003463,0.014775673,0.000654,0.015844993,0.000330,0.007802808,0.000715,0.011275855
2015/4/3,0.003463,0.014057788,0.000654,0.015080733,0.000330,0.007746831,0.000715,0.010533687
2015/4/7,0.003463,0.013745411,0.000654,0.014650002,0.000330,0.007713766,0.000715,0.009960373
2015/4/8,0.003463,0.014435365,0.000654,0.015094516,0.000330,0.007542769,0.000715,0.009320777
2015/4/9,0.003463,0.013989238,0.000654,0.014640957,0.000330,0.007385007,0.000715,0.008738187
2015/4/10,0.003463,0.014330253,0.000654,0.014226512,0.000330,0.010349131,0.000715,0.008195291
2015/4/13,0.003463,0.014590941,0.000654,0.014487295,0.000330,0.011334048,0.000715,0.007691527
2015/4/14,0.003463,0.014973927,0.000654,0.014275405,0.000330,0.011172883,0.000715,0.008092371
2015/4/15,0.003463,0.014245996,0.000654,0.014139025,0.000330,0.012811927,0.000715,0.007611391
2015/4/16,0.003463,0.014848977,0.000654,0.015710164,0.000330,0.012785442,0.000715,0.007153361
2015/4/17,0.003463,0.015575014,0.000654,0.016413897,0.000330,0.012272218,0.000715,0.006947835
2015/4/20,0.003463,0.015906926,0.000654,0.016254517,0.000330,0.011851857,0.000715,0.008819235
2015/4/21,0.003463,0.016761873,0.000654,0.016892114,0.000330,0.012771664,0.000715,0.008255736
2015/4/22,0.003463,0.01677076,0.000654,0.018613677,0.000330,0.01305309,0.000715,0.008064154
2015/4/23,0.003463,0.017176336,0.000654,0.018893009,0.000330,0.013609426,0.000715,0.007572024
2015/4/24,0.003463,0.016324041,0.000654,0.01797153,0.000330,0.013106782,0.000715,0.007126309
2015/4/27,0.003463,0.016186708,0.000654,0.017814259,0.000330,0.012602151,0.000715,0.00671489
2015/4/28,0.003463,0.017021514,0.000654,0.017758465,0.000330,0.012197766,0.000715,0.007152658
2015/4/29,0.003463,0.017397756,0.000654,0.017436177,0.000330,0.011995778,0.000715,0.00673885
2015/4/30,0.003463,0.016811397,0.000654,0.017225886,0.000330,0.011539429,0.000715,0.007109964
2015/5/4,0.003463,0.016895112,0.000654,0.016711576,0.000330,0.011435854,0.000715,0.008752749
2015/5/5,0.003463,0.016294216,0.000654,0.016040477,0.000330,0.011211123,0.000715,0.008177415
2015/5/6,0.003463,0.019340485,0.000654,0.018726595,0.000330,0.011423731,0.000715,0.009864636
2015/5/7,0.003463,0.019919886,0.000654,0.018164718,0.000330,0.011451803,0.000715,0.010220164
2015/5/8,0.003463,0.021438501,0.000654,0.017476701,0.000330,0.01165134,0.000715,0.009563762
2015/5/11,0.003463,0.021496001,0.000654,0.018249426,0.000330,0.01156493,0.000715,0.008923112
2015/5/12,0.003463,0.022028181,0.000654,0.019173422,0.000330,0.011295226,0.000715,0.009229372
2015/5/13,0.003463,0.021566976,0.000654,0.018668442,0.000330,0.011372028,0.000715,0.009303771
2015/5/14,0.003463,0.021158231,0.000654,0.018029136,0.000330,0.01136237,0.000715,0.00893631
2015/5/15,0.003463,0.02026193,0.000654,0.01781484,0.000330,0.011021006,0.000715,0.008355824
2015/5/18,0.003463,0.020756249,0.000654,0.018624669,0.000330,0.010617183,0.000715,0.007854659
2015/5/19,0.003463,0.020378702,0.000654,0.017750136,0.000330,0.011158473,0.000715,0.007385414
2015/5/20,0.003463,0.021047398,0.000654,0.018709741,0.000330,0.01089556,0.000715,0.007157068
2015/5/21,0.003463,0.020085477,0.000654,0.018534667,0.000330,0.010581685,0.000715,0.007028246
2015/5/22,0.003463,0.019939101,0.000654,0.01973347,0.000330,0.010271975,0.000715,0.006624727
2015/5/25,0.003463,0.020411365,0.000654,0.019278665,0.000330,0.009932523,0.000715,0.006737736
2015/5/26,0.003463,0.021183015,0.000654,0.019419765,0.000330,0.010141172,0.000715,0.006503589
2015/5/27,0.003463,0.021021141,0.000654,0.020448264,0.000330,0.009793916,0.000715,0.008216641
2015/5/28,0.003463,0.019997442,0.000654,0.019526335,0.000330,0.009778432,0.000715,0.007700078
2015/5/29,0.003463,0.025166824,0.000654,0.023589003,0.000330,0.011459365,0.000715,0.007515226
2015/6/1,0.003463,0.024224339,0.000654,0.023063307,0.000330,0.012104669,0.000715,0.008316778
2015/6/2,0.003463,0.02566169,0.000654,0.024920591,0.000330,0.011637141,0.000715,0.007817515
2015/6/3,0.003463,0.025024073,0.000654,0.025610956,0.000330,0.011336921,0.000715,0.007642208
2015/6/4,0.003463,0.023990812,0.000654,0.02427885,0.000330,0.010964536,0.000715,0.007193297
2015/6/5,0.003463,0.022875196,0.000654,0.023092446,0.000330,0.010699006,0.000715,0.008453868
2015/6/8,0.003463,0.022307554,0.000654,0.022271352,0.000330,0.010794225,0.000715,0.00838993
2015/6/9,0.003463,0.022164961,0.000654,0.021906437,0.000330,0.010676725,0.000715,0.009173062
2015/6/10,0.003463,0.021603446,0.000654,0.020998066,0.000330,0.010848372,0.000715,0.008732123
2015/6/11,0.003463,0.020902773,0.000654,0.020825582,0.000330,0.011274194,0.000715,0.008163046
2015/6/12,0.003463,0.019885878,0.000654,0.020376825,0.000330,0.011150586,0.000715,0.007672969
2015/6/15,0.003463,0.01908566,0.000654,0.01997449,0.000330,0.010843035,0.000715,0.008545474
2015/6/16,0.003463,0.020071949,0.000654,0.020638914,0.000330,0.011610998,0.000715,0.009010518
2015/6/17,0.003463,0.022266998,0.000654,0.022239913,0.000330,0.012102839,0.000715,0.008443721
2015/6/18,0.003463,0.021833453,0.000654,0.022189453,0.000330,0.011900811,0.000715,0.007932584
2015/6/19,0.003463,0.024061669,0.000654,0.024044878,0.000330,0.011530023,0.000715,0.007432367
2015/6/23,0.003463,0.028643612,0.000654,0.027437185,0.000330,0.011104494,0.000715,0.007940961
2015/6/24,0.003463,0.02820397,0.000654,0.027117541,0.000330,0.010701572,0.000715,0.007452959
2015/6/25,0.003463,0.027966108,0.000654,0.026529255,0.000330,0.01111789,0.000715,0.008390646
2015/6/26,0.003463,0.02950962,0.000654,0.027963932,0.000330,0.011056635,0.000715,0.008575958
2015/6/29,0.003463,0.034482866,0.000654,0.033006988,0.000330,0.011988134,0.000715,0.008287067
2015/6/30,0.003463,0.035376036,0.000654,0.035466336,0.000330,0.014287661,0.000715,0.012188121
2015/7/1,0.003463,0.036712009,0.000654,0.036923731,0.000330,0.014877755,0.000715,0.01137639
2015/7/2,0.003463,0.039080405,0.000654,0.038512045,0.000330,0.014373167,0.000715,0.010612716
2015/7/3,0.003463,0.039747126,0.000654,0.040088324,0.000330,0.013761027,0.000715,0.010043891
2015/7/6,0.003463,0.042293998,0.000654,0.041752221,0.000330,0.013402565,0.000715,0.009526017
2015/7/7,0.003463,0.041217615,0.000654,0.040138247,0.000330,0.015782022,0.000715,0.009706246
2015/7/8,0.003463,0.03991036,0.000654,0.042281683,0.000330,0.016939565,0.000715,0.009082344
2015/7/9,0.003463,0.042517046,0.000654,0.041731463,0.000330,0.023161573,0.000715,0.011761672
2015/7/10,0.003463,0.043595102,0.000654,0.041680418,0.000330,0.025533078,0.000715,0.010985957
2015/7/13,0.003463,0.043771829,0.000654,0.041985934,0.000330,0.025299716,0.000715,0.010234816
2015/7/14,0.003463,0.042550594,0.000654,0.042265322,0.000330,0.024434955,0.000715,0.00954687
2015/7/15,0.003463,0.041084301,0.000654,0.040231764,0.000330,0.023429369,0.000715,0.008938002
2015/7/16,0.003463,0.041214638,0.000654,0.04140187,0.000330,0.022344064,0.000715,0.00857187
2015/7/17,0.003463,0.038993719,0.000654,0.040080576,0.000330,0.021293322,0.000715,0.008029644
2015/7/20,0.003463,0.038808623,0.000654,0.040777015,0.000330,0.020304168,0.000715,0.007552941
2015/7/21,0.003463,0.036978848,0.000654,0.039223611,0.000330,0.019450409,0.000715,0.007114997
2015/7/22,0.003463,0.035119812,0.000654,0.037319744,0.000330,0.018548864,0.000715,0.007558094
2015/7/23,0.003463,0.033117385,0.000654,0.03555013,0.000330,0.01794751,0.000715,0.007686855
2015/7/24,0.003463,0.032612692,0.000654,0.034927435,0.000330,0.017273131,0.000715,0.008387087
2015/7/27,0.003463,0.031923892,0.000654,0.034192172,0.000330,0.016788654,0.000715,0.010034238
2015/7/28,0.003463,0.037611954,0.000654,0.038119212,0.000330,0.018418752,0.000715,0.010633732
2015/7/29,0.003463,0.036835359,0.000654,0.036830134,0.000330,0.018865816,0.000715,0.009912819
2015/7/30,0.003463,0.036783025,0.000654,0.037098696,0.000330,0.018027034,0.000715,0.009264724
2015/7/31,0.003463,0.036495092,0.000654,0.037435753,0.000330,0.017287386,0.000715,0.008725872
2015/8/3,0.003463,0.035352372,0.000654,0.035322068,0.000330,0.01654544,0.000715,0.008683082
2015/8/4,0.003463,0.034259354,0.000654,0.034612471,0.000330,0.016052828,0.000715,0.008763588
2015/8/5,0.003463,0.034544341,0.000654,0.035431757,0.000330,0.015479436,0.000715,0.008762124
2015/8/6,0.003463,0.033950606,0.000654,0.03462155,0.000330,0.014803221,0.000715,0.008223593
2015/8/7,0.003463,0.032779757,0.000654,0.033081037,0.000330,0.014283692,0.000715,0.009202955
