,mean1,sigma1,mean2,sigma2,mean3,sigma3,mean4,sigma4
2017/4/6,0.003463,0.00760198,0.000654,0.009791429,0.000330,0.008338153,0.000715,0.00651286
2017/4/7,0.003463,0.007404539,0.000654,0.009458431,0.000330,0.008556768,0.000715,0.006149625
2017/4/10,0.003463,0.007119559,0.000654,0.009071118,0.000330,0.008404071,0.000715,0.006068258
2017/4/11,0.003463,0.007277577,0.000654,0.00918319,0.000330,0.008182341,0.000715,0.005759103
2017/4/12,0.003463,0.00726984,0.000654,0.009048257,0.000330,0.008243704,0.000715,0.005815396
2017/4/13,0.003463,0.007366102,0.000654,0.00919552,0.000330,0.008196324,0.000715,0.006302747
2017/4/14,0.003463,0.007030197,0.000654,0.009157287,0.000330,0.008200186,0.000715,0.007363064
2017/4/17,0.003463,0.007522242,0.000654,0.0098036,0.000330,0.008007399,0.000715,0.007136738
2017/4/18,0.003463,0.007825107,0.000654,0.009831884,0.000330,0.007813837,0.000715,0.006702293
2017/4/19,0.003463,0.008149988,0.000654,0.009747391,0.000330,0.008599942,0.000715,0.006863184
2017/4/20,0.003463,0.008469987,0.000654,0.009756604,0.000330,0.009014889,0.000715,0.006903855
2017/4/21,0.003463,0.00807133,0.000654,0.009311408,0.000330,0.008805858,0.000715,0.006490713
2017/4/24,0.003463,0.007698352,0.000654,0.009234404,0.000330,0.008746581,0.000715,0.006703224
2017/4/25,0.003463,0.0085328,0.000654,0.010598701,0.000330,0.008498514,0.000715,0.006292862
2017/4/26,0.003463,0.008209401,0.000654,0.010553074,0.000330,0.008298855,0.000715,0.005927215
2017/4/27,0.003463,0.007926976,0.000654,0.010214156,0.000330,0.008466004,0.000715,0.005737979
2017/4/28,0.003463,0.007758583,0.000654,0.00988255,0.000330,0.008292862,0.000715,0.005459117
2017/5/2,0.003463,0.00742248,0.000654,0.009478116,0.000330,0.008189984,0.000715,0.005619569
2017/5/3,0.003463,0.007383846,0.000654,0.009134552,0.000330,0.008020613,0.000715,0.005316312
2017/5/4,0.003463,0.007279082,0.000654,0.009089194,0.000330,0.007846015,0.000715,0.005356814
2017/5/5,0.003463,0.007168577,0.000654,0.008959235,0.000330,0.007667687,0.000715,0.005116937
2017/5/8,0.003463,0.007497598,0.000654,0.009560964,0.000330,0.007887004,0.000715,0.00484396
2017/5/9,0.003463,0.007809111,0.000654,0.010625364,0.000330,0.007935179,0.000715,0.004681524
2017/5/10,0.003463,0.007473614,0.000654,0.010411335,0.000330,0.007779486,0.000715,0.004742972
2017/5/11,0.003463,0.007878409,0.000654,0.010972949,0.000330,0.00798217,0.000715,0.004506684
2017/5/12,0.003463,0.007681549,0.000654,0.010562723,0.000330,0.00785028,0.000715,0.004780446
2017/5/15,0.003463,0.007768704,0.000654,0.010080708,0.000330,0.007711132,0.000715,0.00494236
2017/5/16,0.003463,0.007529629,0.000654,0.009956529,0.000330,0.007542027,0.000715,0.00467931
2017/5/17,0.003463,0.007630179,0.000654,0.010743518,0.000330,0.00757188,0.000715,0.004646733
2017/5/18,0.003463,0.007512154,0.000654,0.010417231,0.000330,0.007441019,0.000715,0.008861272
2017/5/19,0.003463,0.007550937,0.000654,0.010382727,0.000330,0.007530175,0.000715,0.008316131
2017/5/22,0.003463,0.007201943,0.000654,0.009972326,0.000330,0.007511533,0.000715,0.007798338
2017/5/23,0.003463,0.007273859,0.000654,0.010095589,0.000330,0.007358956,0.000715,0.007324809
2017/5/24,0.003463,0.007307244,0.000654,0.010716321,0.000330,0.007396692,0.000715,0.006899365
2017/5/25,0.003463,0.007005038,0.000654,0.010491731,0.000330,0.007250541,0.000715,0.006504028
2017/5/26,0.003463,0.007604629,0.000654,0.010458739,0.000330,0.007117331,0.000715,0.006130638
2017/5/31,0.003463,0.007278982,0.000654,0.010273353,0.000330,0.007152627,0.000715,0.005825125
2017/6/1,0.003463,0.007067206,0.000654,0.009800618,0.000330,0.007026349,0.000715,0.005909679
2017/6/2,0.003463,0.007140011,0.000654,0.010449921,0.000330,0.00691129,0.000715,0.005568722
2017/6/5,0.003463,0.006853749,0.000654,0.010355039,0.000330,0.006889332,0.000715,0.005264226
2017/6/6,0.003463,0.006919172,0.000654,0.010103957,0.000330,0.00687394,0.000715,0.005274796
2017/6/7,0.003463,0.006798422,0.000654,0.010076993,0.000330,0.006795083,0.000715,0.005614791
2017/6/8,0.003463,0.007266899,0.000654,0.010794735,0.000330,0.00677243,0.000715,0.005317078
2017/6/9,0.003463,0.007105671,0.000654,0.010480812,0.000330,0.00668288,0.000715,0.005113988
2017/6/12,0.003463,0.006912236,0.000654,0.010123942,0.000330,0.006637751,0.000715,0.005114664
2017/6/13,0.003463,0.007104119,0.000654,0.010125986,0.000330,0.007459286,0.000715,0.005152804
2017/6/14,0.003463,0.007029082,0.000654,0.010273561,0.000330,0.00781897,0.000715,0.004876133
2017/6/15,0.003463,0.007336079,0.000654,0.010410044,0.000330,0.007702954,0.000715,0.004883752
2017/6/16,0.003463,0.007011901,0.000654,0.010344062,0.000330,0.008276375,0.000715,0.00515534
2017/6/19,0.003463,0.006952926,0.000654,0.010176213,0.000330,0.008498221,0.000715,0.004992682
2017/6/20,0.003463,0.007041182,0.000654,0.010137343,0.000330,0.008274561,0.000715,0.004712718
2017/6/21,0.003463,0.006855647,0.000654,0.009739308,0.000330,0.008410463,0.000715,0.005768635
2017/6/22,0.003463,0.006841196,0.000654,0.009762311,0.000330,0.008391996,0.000715,0.005735688
2017/6/23,0.003463,0.006780909,0.000654,0.010160975,0.000330,0.008284367,0.000715,0.005647957
2017/6/26,0.003463,0.006652307,0.000654,0.010320289,0.000330,0.008074462,0.000715,0.005347483
2017/6/27,0.003463,0.006877551,0.000654,0.010780986,0.000330,0.007875606,0.000715,0.005130684
2017/6/28,0.003463,0.006643332,0.000654,0.010303845,0.000330,0.007841707,0.000715,0.006527317
2017/6/29,0.003463,0.006839131,0.000654,0.010502517,0.000330,0.007871216,0.000715,0.006138599
2017/6/30,0.003463,0.00678942,0.000654,0.010363122,0.000330,0.007813654,0.000715,0.007445107
2017/7/3,0.003463,0.006532745,0.000654,0.009907188,0.000330,0.008206748,0.000715,0.007014623
2017/7/4,0.003463,0.006271924,0.000654,0.009476079,0.000330,0.008179719,0.000715,0.006611977
2017/7/5,0.003463,0.006360245,0.000654,0.009554876,0.000330,0.009083156,0.000715,0.006347154
2017/7/6,0.003463,0.006526186,0.000654,0.009625257,0.000330,0.009448174,0.000715,0.005996708
2017/7/7,0.003463,0.006298049,0.000654,0.009276509,0.000330,0.009218939,0.000715,0.007553553
2017/7/10,0.003463,0.00608484,0.000654,0.0088639,0.000330,0.009070239,0.000715,0.007097464
2017/7/11,0.003463,0.005987597,0.000654,0.008966469,0.000330,0.008871716,0.000715,0.006692743
2017/7/12,0.003463,0.00600243,0.000654,0.008831866,0.000330,0.008689245,0.000715,0.006556856
2017/7/13,0.003463,0.005910566,0.000654,0.00861934,0.000330,0.008915192,0.000715,0.00616987
2017/7/14,0.003463,0.00602111,0.000654,0.008298133,0.000330,0.008742177,0.000715,0.00582927
2017/7/17,0.003463,0.005797705,0.000654,0.008282642,0.000330,0.008781997,0.000715,0.005503671
2017/7/18,0.003463,0.00683012,0.000654,0.010999544,0.000330,0.008534729,0.000715,0.005299798
2017/7/19,0.003463,0.006706785,0.000654,0.010760626,0.000330,0.00831831,0.000715,0.005045159
2017/7/20,0.003463,0.007255047,0.000654,0.011393308,0.000330,0.008107617,0.000715,0.004772326
2017/7/21,0.003463,0.007149454,0.000654,0.01123943,0.000330,0.007972238,0.000715,0.004633465
2017/7/24,0.003463,0.007037914,0.000654,0.010782155,0.000330,0.007805806,0.000715,0.004585282
2017/7/25,0.003463,0.006917858,0.000654,0.010478606,0.000330,0.007634546,0.000715,0.004670409
2017/7/26,0.003463,0.006820034,0.000654,0.0104176,0.000330,0.007531019,0.000715,0.004432449
2017/7/27,0.003463,0.006545371,0.000654,0.010358387,0.000330,0.007373839,0.000715,0.004271291
2017/7/28,0.003463,0.006249231,0.000654,0.010418181,0.000330,0.007252949,0.000715,0.004352491
2017/7/31,0.003463,0.005993882,0.000654,0.01014016,0.000330,0.007419441,0.000715,0.004509108
2017/8/1,0.003463,0.006067477,0.000654,0.010026817,0.000330,0.007380825,0.000715,0.004554374
2017/8/2,0.003463,0.006127749,0.000654,0.009634748,0.000330,0.007629901,0.000715,0.004325921
2017/8/3,0.003463,0.006094819,0.000654,0.009631963,0.000330,0.007620264,0.000715,0.004141718
2017/8/4,0.003463,0.006175821,0.000654,0.009468918,0.000330,0.007517248,0.000715,0.004447199
2017/8/7,0.003463,0.006218033,0.000654,0.00962206,0.000330,0.007391389,0.000715,0.00422817
2017/8/8,0.003463,0.006230405,0.000654,0.009690074,0.000330,0.007247013,0.000715,0.004023724
2017/8/9,0.003463,0.00595229,0.000654,0.009451489,0.000330,0.007163125,0.000715,0.004369759
2017/8/10,0.003463,0.005893608,0.000654,0.009276347,0.000330,0.00719956,0.000715,0.004367733
2017/8/11,0.003463,0.006025933,0.000654,0.009378075,0.000330,0.007822754,0.000715,0.007557621
2017/8/14,0.003463,0.007245821,0.000654,0.010384297,0.000330,0.009944729,0.000715,0.00717482
2017/8/15,0.003463,0.007449526,0.000654,0.011297851,0.000330,0.010644159,0.000715,0.006732318
2017/8/16,0.003463,0.007335351,0.000654,0.01092031,0.000330,0.010602685,0.000715,0.006469467
2017/8/17,0.003463,0.007159411,0.000654,0.010631648,0.000330,0.010243655,0.000715,0.006110047
2017/8/18,0.003463,0.007217354,0.000654,0.010372544,0.000330,0.010045521,0.000715,0.00906558
2017/8/21,0.003463,0.006926784,0.000654,0.010190206,0.000330,0.010209995,0.000715,0.00908805
2017/8/22,0.003463,0.006916324,0.000654,0.01010735,0.000330,0.010158144,0.000715,0.008531384
2017/8/23,0.003463,0.006619062,0.000654,0.00993514,0.000330,0.009832819,0.000715,0.00798535
2017/8/24,0.003463,0.006432205,0.000654,0.009759281,0.000330,0.00966317,0.000715,0.008123089
2017/8/25,0.003463,0.006594615,0.000654,0.009825734,0.000330,0.009348559,0.000715,0.008128485
2017/8/28,0.003463,0.007472924,0.000654,0.009969848,0.000330,0.009088542,0.000715,0.007644338
2017/8/29,0.003463,0.007666253,0.000654,0.010338529,0.000330,0.009108909,0.000715,0.007233392
2017/8/30,0.003463,0.007317587,0.000654,0.010231001,0.000330,0.008898225,0.000715,0.006819669
2017/8/31,0.003463,0.007085507,0.000654,0.010018104,0.000330,0.008678305,0.000715,0.006422885
2017/9/1,0.003463,0.006893862,0.000654,0.009600779,0.000330,0.008819989,0.000715,0.006050361
2017/9/4,0.003463,0.006640337,0.000654,0.009497659,0.000330,0.00862699,0.000715,0.005718103
2017/9/5,0.003463,0.006512835,0.000654,0.009474439,0.000330,0.008676461,0.000715,0.00551008
2017/9/6,0.003463,0.006247696,0.000654,0.009143227,0.000330,0.008609928,0.000715,0.006750467
2017/9/7,0.003463,0.006011757,0.000654,0.008892342,0.000330,0.008482457,0.000715,0.006366026
2017/9/8,0.003463,0.006297504,0.000654,0.008912865,0.000330,0.008385719,0.000715,0.006154276
2017/9/11,0.003463,0.006084944,0.000654,0.008542893,0.000330,0.008202538,0.000715,0.006194774
2017/9/12,0.003463,0.005965125,0.000654,0.008587429,0.000330,0.008050574,0.000715,0.005821416
2017/9/13,0.003463,0.005700801,0.000654,0.008327311,0.000330,0.008099765,0.000715,0.005499607
2017/9/14,0.003463,0.005478759,0.000654,0.008193001,0.000330,0.00794618,0.000715,0.005211241
2017/9/15,0.003463,0.005611974,0.000654,0.008034084,0.000330,0.007889533,0.000715,0.005238649
2017/9/18,0.003463,0.00586343,0.000654,0.007761564,0.000330,0.007768566,0.000715,0.004965773
2017/9/19,0.003463,0.005723515,0.000654,0.007882386,0.000330,0.007593742,0.000715,0.004712589
2017/9/20,0.003463,0.00567493,0.000654,0.008057973,0.000330,0.0078937,0.000715,0.00447786
2017/9/21,0.003463,0.005543064,0.000654,0.008281874,0.000330,0.007756234,0.000715,0.004268342
2017/9/22,0.003463,0.005556463,0.000654,0.008622244,0.000330,0.007599039,0.000715,0.004724706
2017/9/25,0.003463,0.005496939,0.000654,0.008435829,0.000330,0.007807643,0.000715,0.004537416
2017/9/26,0.003463,0.005578704,0.000654,0.009114177,0.000330,0.008779378,0.000715,0.004828589
2017/9/27,0.003463,0.005339801,0.000654,0.00881565,0.000330,0.009067005,0.000715,0.004722962
2017/9/28,0.003463,0.005121441,0.000654,0.008828758,0.000330,0.008794154,0.000715,0.004477017
2017/9/29,0.003463,0.005089336,0.000654,0.008488779,0.000330,0.0088848,0.000715,0.004257236
2017/10/9,0.003463,0.004996291,0.000654,0.008363266,0.000330,0.008810597,0.000715,0.004043194
2017/10/10,0.003463,0.005217905,0.000654,0.00898789,0.000330,0.008598832,0.000715,0.003819219
2017/10/11,0.003463,0.005098084,0.000654,0.00886817,0.000330,0.009979452,0.000715,0.003636704
2017/10/12,0.003463,0.004922024,0.000654,0.008603916,0.000330,0.009770716,0.000715,0.00346906
2017/10/13,0.003463,0.004824159,0.000654,0.008320243,0.000330,0.009484729,0.000715,0.00371461
2017/10/16,0.003463,0.004646123,0.000654,0.00843304,0.000330,0.00919119,0.000715,0.003546674
2017/10/17,0.003463,0.004802223,0.000654,0.009000812,0.000330,0.008909695,0.000715,0.00338565
2017/10/18,0.003463,0.00480929,0.000654,0.008616617,0.000330,0.008765027,0.000715,0.003238349
2017/10/19,0.003463,0.004733958,0.000654,0.008272746,0.000330,0.00851389,0.000715,0.003099988
2017/10/20,0.003463,0.004872171,0.000654,0.008543847,0.000330,0.009911214,0.000715,0.003033613
2017/10/23,0.003463,0.004770832,0.000654,0.008380369,0.000330,0.010489389,0.000715,0.002891455
2017/10/24,0.003463,0.004576578,0.000654,0.008346798,0.000330,0.010502074,0.000715,0.003604792
2017/10/25,0.003463,0.004471325,0.000654,0.008101197,0.000330,0.010355053,0.000715,0.003441417
2017/10/26,0.003463,0.004390384,0.000654,0.008254427,0.000330,0.010072801,0.000715,0.004295017
2017/10/27,0.003463,0.004349381,0.000654,0.007959365,0.000330,0.009832864,0.000715,0.00408886
2017/10/30,0.003463,0.004281912,0.000654,0.00774825,0.000330,0.009542531,0.000715,0.003870034
2017/10/31,0.003463,0.004832455,0.000654,0.008365578,0.000330,0.009427495,0.000715,0.004306047
2017/11/1,0.003463,0.004630856,0.000654,0.008281616,0.000330,0.009221226,0.000715,0.004099775
2017/11/2,0.003463,0.004432476,0.000654,0.008111812,0.000330,0.008971853,0.000715,0.0039041
2017/11/3,0.003463,0.004609642,0.000654,0.008148116,0.000330,0.009048269,0.000715,0.003802716
2017/11/6,0.003463,0.00474916,0.000654,0.008376451,0.000330,0.008797293,0.000715,0.003620605
2017/11/7,0.003463,0.004806969,0.000654,0.008893788,0.000330,0.008560212,0.000715,0.003456185
2017/11/8,0.003463,0.005031516,0.000654,0.008924456,0.000330,0.008324845,0.000715,0.003445833
2017/11/9,0.003463,0.004831762,0.000654,0.008670446,0.000330,0.008574641,0.000715,0.003292324
2017/11/10,0.003463,0.004797601,0.000654,0.008798261,0.000330,0.008364513,0.000715,0.003967335
2017/11/13,0.003463,0.00462657,0.000654,0.008863909,0.000330,0.008278402,0.000715,0.004099975
2017/11/14,0.003463,0.004652082,0.000654,0.008673288,0.000330,0.008064833,0.000715,0.003907006
2017/11/15,0.003463,0.00496364,0.000654,0.009052074,0.000330,0.007882113,0.000715,0.00425567
2017/11/16,0.003463,0.005480779,0.000654,0.00947856,0.000330,0.008253759,0.000715,0.005243733
2017/11/17,0.003463,0.005373622,0.000654,0.009425215,0.000330,0.008370391,0.000715,0.004948279
2017/11/20,0.003463,0.005589201,0.000654,0.010757181,0.000330,0.00821372,0.000715,0.005208002
2017/11/21,0.003463,0.005472801,0.000654,0.011063686,0.000330,0.008088965,0.000715,0.004939468
2017/11/22,0.003463,0.005521709,0.000654,0.011342734,0.000330,0.007896721,0.000715,0.004669516
2017/11/23,0.003463,0.005598603,0.000654,0.011076117,0.000330,0.008544439,0.000715,0.004625773
2017/11/24,0.003463,0.00756736,0.000654,0.013359269,0.000330,0.008853978,0.000715,0.004519973
2017/11/27,0.003463,0.007216285,0.000654,0.012717511,0.000330,0.008873309,0.000715,0.004295031
2017/11/28,0.003463,0.007710653,0.000654,0.013702478,0.000330,0.008839997,0.000715,0.004260701
2017/11/29,0.003463,0.007532562,0.000654,0.013845927,0.000330,0.008693668,0.000715,0.004024248
2017/11/30,0.003463,0.007227462,0.000654,0.013375937,0.000330,0.008472186,0.000715,0.003929352
2017/12/1,0.003463,0.007439745,0.000654,0.013601797,0.000330,0.009307736,0.000715,0.003720167
2017/12/4,0.003463,0.007121467,0.000654,0.013225032,0.000330,0.009695716,0.000715,0.003947364
2017/12/5,0.003463,0.007022438,0.000654,0.01258637,0.000330,0.009422168,0.000715,0.004077656
2017/12/6,0.003463,0.00687729,0.000654,0.013170112,0.000330,0.00958156,0.000715,0.004706792
2017/12/7,0.003463,0.006830908,0.000654,0.012857558,0.000330,0.011332524,0.000715,0.00465792
2017/12/8,0.003463,0.007093622,0.000654,0.013101424,0.000330,0.011912377,0.000715,0.004420709
2017/12/11,0.003463,0.007087622,0.000654,0.013254834,0.000330,0.011457197,0.000715,0.004189074
2017/12/12,0.003463,0.007358874,0.000654,0.013687282,0.000330,0.011256536,0.000715,0.003980477
2017/12/13,0.003463,0.008105185,0.000654,0.013681892,0.000330,0.011185411,0.000715,0.003791892
2017/12/14,0.003463,0.00812433,0.000654,0.01350833,0.000330,0.010850114,0.000715,0.00380351
2017/12/15,0.003463,0.008031332,0.000654,0.013107664,0.000330,0.010846394,0.000715,0.004511121
2017/12/18,0.003463,0.008337692,0.000654,0.013269253,0.000330,0.0109219,0.000715,0.0042622
2017/12/19,0.003463,0.007957649,0.000654,0.012903136,0.000330,0.010807289,0.000715,0.004040376
2017/12/20,0.003463,0.008115624,0.000654,0.012874868,0.000330,0.0104932,0.000715,0.004484139
2017/12/21,0.003463,0.007981265,0.000654,0.012784511,0.000330,0.010212517,0.000715,0.004553169
2017/12/22,0.003463,0.007817095,0.000654,0.01278594,0.000330,0.009862336,0.000715,0.004326546
2017/12/25,0.003463,0.007555795,0.000654,0.012406105,0.000330,0.009569537,0.000715,0.004305644
2017/12/26,0.003463,0.007642325,0.000654,0.012413452,0.000330,0.009360717,0.000715,0.004227459
2017/12/27,0.003463,0.007755279,0.000654,0.011851602,0.000330,0.009067655,0.000715,0.004334866
2017/12/28,0.003463,0.008183016,0.000654,0.012072136,0.000330,0.008795026,0.000715,0.004132986
2017/12/29,0.003463,0.008168005,0.000654,0.011810656,0.000330,0.008541949,0.000715,0.003934265
2018/1/2,0.003463,0.007960047,0.000654,0.011565616,0.000330,0.008479315,0.000715,0.004834392
2018/1/3,0.003463,0.008354506,0.000654,0.011755076,0.000330,0.008255735,0.000715,0.004566368
2018/1/4,0.003463,0.008311805,0.000654,0.011698897,0.000330,0.008916307,0.000715,0.004320766
2018/1/5,0.003463,0.008187057,0.000654,0.011437877,0.000330,0.00865931,0.000715,0.004100107
2018/1/8,0.003463,0.007870988,0.000654,0.010947412,0.000330,0.008483149,0.000715,0.003883304
2018/1/9,0.003463,0.007785848,0.000654,0.010618566,0.000330,0.008265125,0.000715,0.003699738
2018/1/10,0.003463,0.007458035,0.000654,0.010415957,0.000330,0.00806547,0.000715,0.003530229
