Date,SH,SZ,HK,USA
2009-10-09,0.047595799,0.053037844,0.025969125,0.013631892
2009-10-12,-0.005918162,-0.004859407,-0.00930675,0.004386415
2009-10-13,0.014409482,0.011155932,0.007888025,-0.002787612
2009-10-14,0.011695765,0.008505839,0.019523645,0.017545821
2009-10-15,0.00311594,0.002861829,0.00514471,0.004157433
2009-10-16,-0.0010588,0.001930695,-0.003144663,-0.008098052
2009-10-19,0.020707961,0.037387455,0.012337516,0.00940534
2009-10-20,0.015199753,0.015458536,0.008310638,-0.006239127
2009-10-21,-0.004495123,0.001299912,-0.002986447,-0.008853775
2009-10-22,-0.006245382,-0.005360082,-0.004820744,0.01064361
2009-10-23,0.018494717,0.017309822,0.017073486,-0.012178496
2009-10-26,0.000553116,-0.002176558,0,-0.011717303
2009-10-27,-0.028334179,-0.031432061,-0.018598748,-0.003317869
2009-10-28,0.003266634,0.007482649,-0.018404026,-0.019540911
2009-10-29,-0.023376875,-0.024962802,-0.02281957,0.022519974
2009-10-30,0.011951497,0.008529619,0.022942823,-0.028064646
2009-11-02,0.026970995,0.034031429,-0.006099407,0.006456345
2009-11-03,0.012213938,0.011340669,-0.017582131,0.002425974
2009-11-04,0.004595041,0.005548429,0.017641616,0.001042653
2009-11-05,0.008475527,-0.002281844,-0.006277624,0.019235547
2009-11-06,0.002847496,0.006626878,0.016324749,0.002503211
2009-11-09,0.003649768,0.003780954,0.017308059,0.022238848
2009-11-10,0.00095258,0.008835941,0.002729225,-6.40E-05
2009-11-11,-0.001075313,-0.003389121,0.01612395,0.005031976
2009-11-12,-0.000707674,0.005596968,-0.010148869,-0.010259351
2009-11-13,0.00463355,0.006382415,0.006967747,0.005739303
2009-11-16,0.027418657,0.032815506,0.017307617,0.014467571
2009-11-17,0.002394163,-0.002087713,-0.001300127,0.000919499
2009-11-18,0.006197285,-0.002101371,-0.003221603,-0.000468333
2009-11-19,0.005260905,0.004192533,-0.008632533,-0.013425842
2009-11-20,-0.003693897,-0.000321106,-0.008272715,-0.003214905
2009-11-23,0.009163794,0.011647557,0.01405206,0.013615789
2009-11-24,-0.03448596,-0.0289709,-0.015293339,-0.000533338
2009-11-25,0.020672704,0.026854048,0.008413666,0.004504138
2009-11-26,-0.036224627,-0.038161203,-0.017751377,0
2009-11-27,-0.023562116,-0.030948779,-0.048441708,-0.017233462
2009-11-30,0.031985634,0.047423119,0.032506092,0.00379298
2009-12-01,0.012537786,0.014487824,0.013365277,0.012075244
2009-12-02,0.010629101,0.008648922,0.007978054,0.000342694
2009-12-03,-0.001567091,-0.002946849,0.01185751,-0.008402149
2009-12-04,0.016055734,0.009091243,-0.002470472,0.005509492
2009-12-07,0.004477782,0.011997757,-0.007697944,-0.002468399
2009-12-08,-0.010574457,-0.008627752,-0.0118451,-0.01025153
2009-12-09,-0.017319326,-0.011350451,-0.014449329,0.003672363
2009-12-10,0.004536407,0.007016469,-0.00191892,0.005839682
2009-12-11,-0.00213443,0.000509561,0.009311979,0.003683041
2009-12-14,0.017117511,0.004653547,0.008384608,0.006959445
2009-12-15,-0.008611816,-0.008220759,-0.012307941,-0.005547029
2009-12-16,-0.005877916,-0.011635316,-0.00926838,0.00112823
2009-12-17,-0.023388638,-0.019996164,-0.01222064,-0.011810527
2009-12-18,-0.020506575,-0.035600793,-0.008045389,0.005829866
2009-12-21,0.002918219,0.007447328,-0.010756639,0.010503687
2009-12-22,-0.023200008,-0.027948413,0.006871287,0.003563574
2009-12-23,0.007623946,0.013108036,0.011222253,0.002298707
2009-12-24,0.025907214,0.038398716,0.008826579,0.00525616
2009-12-25,-0.00382348,-0.001155103,0,0
2009-12-28,0.015099226,0.013095998,-0.001709314,0.001154037
2009-12-29,0.007205252,0.002971112,0.000894721,-0.001400982
2009-12-30,0.015829011,0.010402854,-0.000131185,0.000195347
2009-12-31,0.004456262,0.004067876,0.017485582,-0.010049537
2010-01-04,-0.010185409,-0.012148421,-0.002250346,0.016043404
2010-01-05,0.011843971,-0.001194218,0.020908902,0.00311565
2010-01-06,-0.00851995,-0.000901876,0.006153159,0.000545525
2010-01-07,-0.018879822,-0.019970405,-0.006567465,0.004001266
2010-01-08,0.00100884,0.002414419,0.001225931,0.002881693
2010-01-11,0.00524187,-0.008015565,0.005147365,0.001746755
2010-01-12,0.019054081,0.016728098,-0.003787289,-0.009381157
2010-01-13,-0.03094351,-0.027254031,-0.025890191,0.008325852
2010-01-14,0.013519264,0.014414872,-0.001455248,0.002426507
2010-01-15,0.002675126,0.004557872,-0.002891281,-0.010823189
2010-01-18,0.004015319,0.00732383,-0.008965963,0
2010-01-19,0.003019989,-0.000811809,0.010157064,0.01249967
2010-01-20,-0.029266304,-0.032546454,-0.018074128,-0.01059788
2010-01-21,0.002225042,7.74E-05,-0.019895547,-0.018944853
2010-01-22,-0.009584145,-0.02486763,-0.006542317,-0.022141015
2010-01-25,-0.010924097,-0.009983141,-0.006157859,0.00459808
2010-01-26,-0.02424274,-0.024669396,-0.023750248,-0.004203213
2010-01-27,-0.010858801,-0.009519134,-0.00379226,0.004880193
2010-01-28,0.002523265,0.006117569,0.016138255,-0.011817768
2010-01-29,-0.001620163,0.001380144,-0.011513787,-0.009829143
2010-02-01,-0.016034566,-0.012201904,0.006051081,0.014266159
2010-02-02,-0.002259839,-0.006354101,0.001404369,0.012972943
2010-02-03,0.02355324,0.02934963,0.022192996,-0.005474386
2010-02-04,-0.002838705,-0.007591233,-0.018359137,-0.031140639
2010-02-05,-0.018664525,-0.020735727,-0.033259879,0.00289716
2010-02-08,-0.001438388,0.002534166,-0.005806714,-0.008863336
2010-02-09,0.004656623,0.001933653,0.012244388,0.013040104
2010-02-10,0.011413972,0.017955901,0.00666698,-0.00223256
2010-02-11,0.001005532,0.003218776,0.018495368,0.00968047
2010-02-12,0.010930836,0.006559233,-0.001084241,-0.002744629
2010-02-22,-0.004882157,-0.007415002,0.005357031,0.030218222
2010-02-23,-0.006933147,-0.011817618,0.012059049,-0.012102779
2010-02-24,0.013277788,0.017638604,-0.007528478,0.009720446
2010-02-25,0.012719639,0.017275232,-0.003330617,-0.002080996
2010-02-26,-0.002834395,-0.004611234,0.010251647,0.001405335
2010-03-01,0.011762671,0.012190175,0.021749577,0.010158535
2010-03-02,-0.004771617,-0.003125928,-0.007162502,0.002330355
2010-03-03,0.007776167,0.005082752,-0.001402475,0.000429219
2010-03-04,-0.023775228,-0.023770023,-0.014418395,0.003736179
2010-03-05,0.002544178,0.002343073,0.010312679,0.014007498
2010-03-08,0.007313271,0.007764546,0.019669953,-0.000175639
2010-03-09,0.005210544,0.005635347,0.000503928,0.00171278
2010-03-10,-0.006586208,-0.009275278,3.48E-05,0.00452453
2010-03-11,0.000772403,-0.001933399,0.000938789,0.004041515
2010-03-12,-0.012411177,-0.016056115,-0.000869551,-0.000217346
2010-03-15,-0.012103556,-0.021840299,-0.006159463,0.000452178
2010-03-16,0.005341729,0.003816326,-0.00266472,0.007779159
2010-03-17,0.019258624,0.023853019,0.017198388,0.005821676
2010-03-18,-0.001439118,0.000241217,-0.002516791,-0.000325842
2010-03-19,0.007111086,0.009495515,0.001882285,-0.005086505
2010-03-22,0.002225084,-3.83E-05,-0.020475129,0.005095267
2010-03-23,-0.006976897,-0.003842559,0.002604913,0.00717098
2010-03-24,0.001206305,-0.00121398,0.000992949,-0.005493242
2010-03-25,-0.012310881,-0.016529153,-0.010951139,-0.001704176
2010-03-26,0.013427174,0.012696143,0.013213559,0.000737735
2010-03-29,0.020944108,0.025497053,0.008755016,0.005683231
2010-03-30,0.001494975,0.003233313,0.00646784,4.26E-05
2010-03-31,-0.006189291,-0.007836475,-0.006336455,-0.003272904
2010-04-01,0.012322196,0.015343975,0.014014101,0.007413868
2010-04-02,0.003349097,0.006447469,0,0
2010-04-06,0.000229262,-0.005092554,0,0.009625668
2010-04-07,-0.003311192,-0.005578597,0.018190533,-0.005876715
2010-04-08,-0.009374498,-0.016226209,-0.002815042,0.00337435
2010-04-09,0.008541355,0.010309888,0.015615324,0.006683861
2010-04-12,-0.005113585,-0.012419074,-0.003166806,0.001766622
2010-04-13,0.010222215,0.00908857,-0.00156475,0.000685344
2010-04-14,0.001560142,0.003660838,0.000809844,0.011150088
2010-04-15,-0.000384374,-0.003535999,0.001645038,0.000842523
2010-04-16,-0.010952408,-0.007706286,-0.013203487,-0.016126503
2010-04-19,-0.047920297,-0.06219632,-0.02104205,0.004521319
2010-04-20,-0.00025635,-0.009068685,0.010194313,0.008058321
2010-04-21,0.018038062,0.019745166,-0.005200445,-0.001018912
2010-04-22,-0.011141082,-0.005341547,-0.002602872,0.002263794
2010-04-23,-0.005316581,-9.33E-05,-0.009808897,0.007123532
2010-04-26,-0.004703813,-0.008565078,0.016125136,-0.004296464
2010-04-27,-0.020735793,-0.021311282,-0.015067888,-0.023381874
2010-04-28,-0.002612513,-0.001895139,-0.014692494,0.006462732
2010-04-29,-0.0109984,-0.012131627,-0.008137727,0.012943191
2010-04-30,0.000759648,-0.003019913,0.015865594,-0.016647608
2010-05-04,-0.012308878,-0.018075282,-0.016369592,-0.011030682
2010-05-05,0.007714943,0.003919432,-0.020975323,-0.006561009
2010-05-06,-0.041107033,-0.05281545,-0.009550044,-0.03237842
2010-05-07,-0.018731599,-0.026494344,-0.010585445,-0.015308248
2010-05-10,0.003858825,0.01159226,0.025418883,0.043974147
2010-05-11,-0.018965398,-0.016839462,-0.013713993,-0.003397342
2010-05-12,0.003074513,0.005492704,0.003275029,0.01373952
2010-05-13,0.020632116,0.02672542,0.010388166,-0.012145058
2010-05-14,-0.005120075,-0.008414824,-0.013565025,-0.018800111
2010-05-17,-0.050692179,-0.0579298,-0.021356233,0.001109467
2010-05-18,0.013614429,0.027958989,0.011652954,-0.014196
2010-05-19,-0.002688471,-0.001240128,-0.018348464,-0.005130264
2010-05-20,-0.012314288,-0.004588946,-0.001693163,-0.038975831
2010-05-21,0.010791333,0.026496068,0,0.015024403
2010-05-24,0.034797846,0.040263809,0.006238144,-0.01290809
2010-05-25,-0.018999238,-0.024001601,-0.034689248,0.000353933
2010-05-26,0.001206041,-0.000340369,0.011111069,-0.005660922
2010-05-27,0.011472725,0.017529561,0.012237675,0.032876071
2010-05-28,-5.69E-05,-0.004522384,0.017257708,-0.012374667
2010-05-31,-0.023955415,-0.027771309,-7.69E-05,0
2010-06-01,-0.009206268,-0.010360466,-0.01357135,-0.017165255
2010-06-02,0.001222607,0.00888126,-0.001289863,0.025842665
2010-06-03,-0.007298294,-0.006880745,0.016172623,0.004051421
2010-06-04,0.000367069,0.006835712,-0.000335609,-0.034411469
2010-06-07,-0.016394155,-0.019095428,-0.020319437,-0.013532041
2010-06-08,0.000883057,0.00461438,0.005641926,0.010976039
2010-06-09,0.027814031,0.030629805,0.006863879,-0.00594162
2010-06-10,-0.008239579,-0.011990022,0.00058401,0.029506768
2010-06-11,0.002872886,0.001674294,0.012208291,0.00437967
2010-06-17,-0.003773237,-0.007516896,0.013386393,0.022389154
2010-06-18,-0.018366602,-0.019269825,0.007364562,0.001317157
2010-06-21,0.029041605,0.034421883,0.030831454,-0.003856789
2010-06-22,0.000962026,0.003486264,-0.004451932,-0.016070787
2010-06-23,-0.007272382,-0.008629897,0.00180264,-0.002985456
2010-06-24,-0.001216792,-0.000523095,-0.005903126,-0.016803414
2010-06-25,-0.005426328,-0.014249479,-0.002059523,0.002859298
2010-06-28,-0.006870449,-0.009181351,0.001734617,-0.002033879
2010-06-29,-0.042687626,-0.050254418,-0.023051415,-0.031017058
2010-06-30,-0.011818036,-0.012826713,-0.005921813,-0.010112942
2010-07-01,-0.010247793,-0.01949816,0,-0.003240485
2010-07-02,0.00383732,0.002605306,-0.011111829,-0.00466239
2010-07-05,-0.00795417,-0.006161648,-0.003171067,0
2010-07-06,0.019237741,0.020934074,0.012192192,0.005358994
2010-07-07,0.004853027,0.013074206,-0.011304892,0.031330856
2010-07-08,-0.002464565,-0.002069595,0.009744146,0.009412697
2010-07-09,0.023092976,0.037086779,0.016363617,0.007203924
2010-07-12,0.008011176,0.014501895,0.004356003,0.000732866
2010-07-13,-0.01623307,-0.015810277,-0.00177693,0.015378911
2010-07-14,0.008225162,0.000199964,0.006350625,-0.000155203
2010-07-15,-0.018675216,-0.008669668,-0.014843355,0.001196161
2010-07-16,-1.36E-05,0.009045837,-0.000269501,-0.028819495
2010-07-19,0.021099126,0.02961922,-0.007862209,0.005981895
2010-07-20,0.021535327,0.023999456,0.008642728,0.011416569
2010-07-21,0.002635315,-0.001480062,0.010986687,-0.012819803
2010-07-22,0.010653965,0.014301259,0.005001589,0.022513299
2010-07-23,0.003755065,0.005364039,0.010958436,0.00822003
2010-07-26,0.006475435,0.006001171,0.001180865,0.011200189
2010-07-27,-0.005143542,-0.002352725,0.006405037,-0.001049318
2010-07-28,0.0226356,0.024508322,0.005616121,-0.006922
2010-07-29,0.005487794,0.001269542,0.000125199,-0.004158643
2010-07-30,-0.004007755,-0.004941825,-0.003034529,6.35E-05
2010-08-02,0.013275056,0.020342231,0.018211224,0.022022513
2010-08-03,-0.017030394,-0.015815452,0.002095528,-0.004796333
2010-08-04,0.004385227,0.003663937,0.004297799,0.006051086
2010-08-05,-0.006732936,-0.009411261,8.54E-05,-0.001268585
2010-08-06,0.014360355,0.016238274,0.005896518,-0.003704
2010-08-09,0.005319381,0.006806219,0.005664013,0.005483043
2010-08-10,-0.02890853,-0.027412878,-0.015044325,-0.005967423
2010-08-11,0.004709715,0.008514013,-0.008338635,-0.028178688
2010-08-12,-0.012280743,-0.011715684,-0.008867447,-0.005378762
2010-08-13,0.012123977,0.019339855,-0.0016176,-0.004023588
2010-08-16,0.021102543,0.025556355,0.001924337,0.000120454
2010-08-17,0.00382649,0.010495227,0.001198866,0.012192184
2010-08-18,-0.002092898,3.25E-05,-0.005426355,0.001482783
2010-08-19,0.008130365,0.003442019,0.002365554,-0.016935366
2010-08-20,-0.016991204,-0.020378465,-0.004301377,-0.00366297
2010-08-23,-0.001113043,-0.001046305,-0.004423377,-0.004040347
2010-08-24,0.004145314,0.012219855,-0.011024884,-0.014512442
2010-08-25,-0.020271991,-0.022315562,-0.001148687,0.00328938
2010-08-26,0.002657727,0.004150407,-0.001110735,-0.0076848
2010-08-27,0.002788958,0.002292931,-0.000713704,0.016586773
2010-08-30,0.016057504,0.024340777,0.006790733,-0.014719282
2010-08-31,-0.005227198,0.003130582,-0.00967972,0.000390878
2010-09-01,-0.006031534,-0.001761664,0.004252913,0.029504541
2010-09-02,0.012541167,0.01293554,0.011883816,0.009080895
2010-09-03,-0.000143837,0.000168947,0.004915448,0.013218971
2010-09-06,0.015386041,0.016481165,0.018323415,0
2010-09-07,0.000783681,0.002283529,0.002154902,-0.01147115
2010-09-08,-0.001138468,0.003431057,-0.014621661,0.006438672
2010-09-09,-0.014447049,-0.021960316,0.003718082,0.004832237
2010-09-10,0.00258136,0.005725165,0.004257569,0.004863337
2010-09-13,0.009428851,0.013820326,0.018862099,0.011130639
2010-09-14,7.51E-05,-0.002133298,0.001740183,-0.000713076
2010-09-15,-0.013397324,-0.021714539,0.001364373,0.003541165
2010-09-16,-0.018864446,-0.021738328,-0.001573744,-0.000364422
2010-09-17,-0.001450932,0.003961924,0.012881084,0.000826917
2010-09-20,-0.003838859,-0.005167889,0.000294954,0.015209801
2010-09-21,0.001095911,0.005417957,0.001148911,-0.00256408
2010-09-27,0.014052208,0.017757256,0.01537319,0.002088122
2010-09-28,-0.006321617,-0.011860668,-0.010334911,0.004850459
2010-09-29,-0.00025887,-0.00449005,0.012153836,-0.002587784
2010-09-30,0.017229241,0.021800072,-0.000916051,-0.003083697
2010-10-08,0.031286408,0.038612228,0.02621011,0.020986681
2010-10-11,0.024901196,0.027392233,0.011468268,0.000145904
2010-10-12,0.012278487,0.011083094,-0.003688924,0.003818694
2010-10-13,0.007022577,0.018565491,0.014531371,0.007121058
2010-10-14,0.006386821,-0.007560504,0.01681666,-0.003641457
2010-10-15,0.031783184,0.020610567,-0.003963581,0.002027585
2010-10-18,-0.005362552,-0.009105087,-0.012132944,0.007243728
2010-10-19,0.015777468,0.025371266,0.012541874,-0.015877303
2010-10-20,0.000698902,0.012321631,-0.008720432,0.010524059
2010-10-21,-0.006797048,-0.001408376,0.003947106,0.001773938
2010-10-22,-0.00284562,0.008653306,-0.005578981,0.002389304
2010-10-25,0.025672234,0.038504336,0.004693093,0.002146938
2010-10-26,-0.003236527,-0.000308282,-0.00112875,1.69E-05
2010-10-27,-0.014629088,-0.020232538,-0.01850157,-0.00269053
2010-10-28,-0.001491134,-0.000531215,0.001997878,0.001124783
2010-10-29,-0.004592694,-0.005785709,-0.004934759,-0.000439271
2010-11-01,0.025240069,0.028168501,0.024099943,0.000946538
2010-11-02,-0.002811703,-0.007080517,0.000781298,0.007759334
2010-11-03,-0.004743495,-0.018595155,0.019992463,0.003678042
2010-11-04,0.018459657,0.015159901,0.016192394,0.019282781
2010-11-05,0.013786473,0.010122662,0.013905899,0.003922821
2010-11-08,0.009590998,0.005383971,0.00351934,-0.002120977
2010-11-09,-0.00775816,-0.006736221,-0.010165288,-0.00805232
2010-11-10,-0.006266029,-0.000627594,-0.008497973,0.004376133
2010-11-11,0.010396244,-0.001513387,0.008150409,-0.004242191
2010-11-12,-0.051563596,-0.070033122,-0.019340656,-0.011808428
2010-11-15,0.009706458,0.006408183,-0.008066853,-0.001217468
2010-11-16,-0.039767278,-0.046128799,-0.013907583,-0.016205385
2010-11-17,-0.019236576,-0.024537229,-0.020198354,0.000212163
2010-11-18,0.009368207,0.019186164,0.018218386,0.015357334
2010-11-19,0.008066441,0.012325227,-0.001340249,0.00254034
2010-11-22,-0.001452278,0.000625902,-0.003460603,-0.001575354
2010-11-23,-0.019445834,-0.019598904,-0.026691016,-0.014284045
2010-11-24,0.011191953,0.028621646,0.005578233,0.014922971
2010-11-25,0.01340065,0.015831275,0.001338611,0
2010-11-26,-0.009165151,-0.005162612,-0.007696051,-0.007468603
2010-11-29,-0.001860223,-0.000196427,0.012631326,-0.001378846
2010-11-30,-0.016109304,-0.01597433,-0.006830204,-0.00607025
2010-12-01,0.001158791,-0.002099821,0.010509827,0.021617043
2010-12-02,0.007139495,0.008012341,0.008558353,0.012818493
2010-12-03,-0.000413559,0.002738411,-0.005469794,0.002603293
2010-12-06,0.005188165,-0.001624608,-0.003551808,-0.001298267
2010-12-07,0.00653897,0.018853421,0.008196168,0.000515076
2010-12-08,-0.009498025,-0.003285534,-0.014325928,0.003701736
2010-12-09,-0.013198663,-0.020779821,0.003433146,0.003842772
2010-12-10,0.010704926,0.008677705,-0.000383656,0.006001622
2010-12-13,0.028832399,0.035677644,0.006678781,4.84E-05
2010-12-14,0.001410559,0.001673069,0.004870997,0.000910952
2010-12-15,-0.005351072,-0.007523315,-0.019454411,-0.005122464
2010-12-16,-0.004559984,-0.002625695,-0.013343431,0.006185083
2010-12-17,-0.001517526,-0.002819546,0.002032311,0.000836773
2010-12-20,-0.014107695,-0.015835371,-0.003335703,0.002548416
2010-12-21,0.0179462,0.025076474,0.015671132,0.006030086
2010-12-22,-0.009026846,-0.008195334,0.002232335,0.003379563
2010-12-23,-0.007880746,-0.009585452,-0.006171353,-0.001644371
2010-12-24,-0.007026779,-0.006938153,-0.003020132,0
2010-12-27,-0.018960149,-0.020200695,0,0.000612682
2010-12-28,-0.017405611,-0.019457233,-0.009287547,0.000771347
2010-12-29,0.006782681,0.004207795,0.015364431,0.00100913
2010-12-30,0.002924921,0.002008409,0.001307833,-0.0015082
2010-12-31,0.017575895,0.026333287,0.001570045,-0.000190797
2011-01-04,0.015872428,0.020545084,0.027480687,0.00998696
2011-01-05,-0.004927001,-0.005260524,0.00377464,0.005007085
2011-01-06,-0.005071527,-0.003793043,0.001198763,-0.002122893
2011-01-07,0.005171027,-0.002041246,-0.004190227,-0.001844801
2011-01-10,-0.016553467,-0.019308113,-0.006728268,-0.001376327
2011-01-11,0.004383538,0.004380286,0.009906806,0.003725143
2011-01-12,0.006154676,0.002002879,0.015373097,0.009007595
2011-01-13,0.002271289,0.001076956,0.004699156,-0.001710784
2011-01-14,-0.012861631,-0.010398006,0.001825572,0.007384558
2011-01-17,-0.030338074,-0.045512729,-0.005199473,0
2011-01-18,0.000856776,0.003149994,-0.000123774,0.001376388
2011-01-19,0.018131554,0.025056857,0.010997773,-0.010115674
2011-01-20,-0.029166849,-0.04142088,-0.017032206,-0.001294933
2011-01-21,0.014057839,0.006330133,-0.005284185,0.002413572
2011-01-24,-0.007208796,-0.012976163,-0.003144467,0.005836288
2011-01-25,-0.006784087,-0.003703134,-0.000544077,0.000263394
2011-01-26,0.011720933,0.013392803,0.002287208,0.004220945
2011-01-27,0.01489065,0.016867634,-0.002668262,0.002244279
2011-01-28,0.001309496,0.00838442,-0.006837788,-0.017852471
2011-01-31,0.013784034,0.008445862,-0.007184649,0.007662535
2011-02-01,0.002961987,-0.00026445,0.001518722,0.016693621
2011-02-09,-0.008894375,-0.015309579,-0.013580917,0.010163736
2011-02-10,0.015896527,0.030706914,-0.019660223,0.0007495
2011-02-11,0.003252118,0.010022504,0.005297548,0.005507349
2011-02-14,0.025397124,0.036226425,0.012796926,0.002384983
2011-02-15,3.55E-05,-0.002059146,-0.009570495,-0.003234959
2011-02-16,0.008505341,0.01363285,0.011231112,0.006257483
2011-02-17,0.001049285,-0.007492121,0.006256,0.003075611
2011-02-18,-0.009283339,-0.013701784,0.01259128,0.001924755
2011-02-21,0.011191837,0.020562253,-0.004654329,0
2011-02-22,-0.026167654,-0.031006879,-0.0210603,-0.020528514
2011-02-23,0.002492719,0.001553234,-0.003649719,-0.006112023
2011-02-24,0.005578429,0.006861684,-0.013352309,-0.00099434
2011-02-25,-1.32E-05,0.00440858,0.018199605,0.010550494
2011-02-28,0.009201807,0.021256813,0.014151085,0.005561112
2011-03-01,0.004773407,0.003587152,0.002502355,-0.015739666
2011-03-02,-0.001751333,-0.005286392,-0.014863812,0.001615212
2011-03-03,-0.003716786,-0.014138373,0.003200186,0.017218978
2011-03-04,0.013547467,0.015410264,0.012387977,-0.007378078
2011-03-07,0.018320664,0.019159534,-0.004086914,-0.008341218
2011-03-08,0.001245239,0.000251125,0.017093757,0.008922779
2011-03-09,0.000737348,0.001067621,0.004150272,-0.001361759
2011-03-10,-0.014992902,-0.011655076,-0.008199038,-0.018870926
2011-03-11,-0.00789512,-0.012059804,-0.015461008,0.00708048
2011-03-14,0.001305817,0.00858288,0.004133372,-0.006049315
2011-03-15,-0.014083136,-0.019521863,-0.028597337,-0.011200333
2011-03-16,0.011928504,0.012627149,0.000997872,-0.019494957
2011-03-17,-0.011432358,-0.016717326,-0.018345104,0.013398256
2011-03-18,0.00330929,0.005637487,0.000709015,0.004302358
2011-03-21,0.000774368,-0.006151553,0.017263948,0.014993746
2011-03-22,0.003439164,0.001861159,0.007612005,-0.003550578
2011-03-23,0.010049186,0.014072969,-0.001421828,0.002913965
2011-03-24,-0.000600649,-0.00576652,0.003937719,0.009340753
2011-03-25,0.010556873,0.013359167,0.010621297,0.003161126
2011-03-28,0.002079042,-0.005142454,-0.00390696,-0.002747755
2011-03-29,-0.008688993,-0.015370956,-0.000339428,0.007060045
2011-03-30,-0.000779561,-0.001292988,0.016958538,0.006684654
2011-03-31,-0.009357964,-0.007765052,0.003244578,-0.001829461
2011-04-01,0.013421281,0.010866598,0.011662088,0.004962929
2011-04-06,0.011440954,0.003264166,0.0202988,0.002349127
2011-04-07,0.002182011,0.011756262,-0.000133827,-0.001519984
2011-04-08,0.007351286,0.01129322,0.004705994,-0.004004469
2011-04-11,-0.002400973,-0.008528998,-0.003812089,-0.002793317
2011-04-12,-0.000455546,-0.001765796,-0.013442746,-0.007776754
2011-04-13,0.009607896,0.015490354,0.006617349,0.000190236
2011-04-14,-0.002544914,-0.008407671,-0.005014703,8.37E-05
2011-04-15,0.002593476,-0.002015021,-0.000246939,0.003925387
2011-04-18,0.002230107,0.002744539,-0.007404177,-0.011017823
2011-04-19,-0.019065007,-0.015543793,-0.012995635,0.005731186
2011-04-20,0.002666186,-0.003546695,0.015963865,0.013514955
2011-04-21,0.006528353,0.003520899,0.010135964,0.005276767
2011-04-22,-0.005336231,-0.007057798,0,0
2011-04-25,-0.015135606,-0.015769938,0,-0.001592666
2011-04-26,-0.008758998,-0.004758951,-0.005424158,0.008979592
2011-04-27,-0.004618267,-0.007197824,-0.004771033,0.006249814
2011-04-28,-0.013114068,-0.016962295,-0.003650047,0.003555464
2011-04-29,0.008474758,0.013477708,-0.003563023,0.002300659
2011-05-03,0.007101811,0.008971906,-0.003691274,-0.005126099
2011-05-04,-0.022567107,-0.028418568,-0.013456042,-0.006855273
2011-05-05,0.002228528,0.001291423,-0.002300212,-0.009069857
2011-05-06,-0.00296546,-0.0015211,-0.004405112,0.003819939
2011-05-09,0.002993834,0.004756866,0.007636726,0.004544098
2011-05-10,0.006326981,0.0075816,0,0.008074041
2011-05-11,-0.002495646,-0.001172143,-0.001894069,-0.011111439
2011-05-12,-0.01364248,-0.010687213,-0.009361234,0.004895386
2011-05-13,0.00947511,0.006991016,0.008776636,-0.008067327
2011-05-16,-0.007650213,-0.008667222,-0.013560592,-0.006204355
2011-05-17,0.001300777,0.00641046,-0.00259357,-0.000368568
2011-05-18,0.007010021,0.008425942,0.004805887,0.008803744
2011-05-19,-0.004593822,-0.005934007,0.006615926,0.002177999
2011-05-20,-0.000389918,0.000239675,0.001554609,-0.0076883
2011-05-23,-0.029347981,-0.034441173,-0.021050985,-0.011925566
2011-05-24,-0.002707808,0.000658991,0.000870062,-0.000827406
2011-05-25,-0.009148713,-0.011447563,0.000725888,0.003183213
2011-05-26,-0.001901711,-0.007293411,0.006748499,0.003953138
2011-05-27,-0.009713041,-0.003294509,0.009487882,0.004080894
2011-05-30,-0.001323273,-0.001262191,0.002865724,0
2011-05-31,0.013712509,0.016286082,0.021558105,0.010592743
2011-06-01,3.65E-05,0.002973475,-0.002436231,-0.022784716
2011-06-02,-0.013993072,-0.016522125,-0.015770051,-0.001224754
2011-06-03,0.008442688,0.011808956,-0.013085151,-0.00973388
2011-06-07,0.005967698,0.008491204,-0.003524686,-0.011706252
2011-06-08,0.002181977,0.001690108,-0.009053434,-0.004186966
2011-06-09,-0.017068394,-0.021077955,-0.002285802,0.007377536
2011-06-10,0.000665102,0.006963831,-0.008379541,-0.013979829
2011-06-13,-0.00176109,-0.006158256,0.003912067,0.000668775
2011-06-14,0.010984014,0.018230541,-0.000536696,0.012611748
2011-06-15,-0.009014154,-0.009893168,-0.006766981,-0.017431884
2011-06-16,-0.015209407,-0.01549436,-0.017484068,0.001754358
2011-06-17,-0.008056577,-0.002346103,-0.011745488,0.003045029
2011-06-20,-0.008159851,-0.007054597,-0.004413406,0.005395203
2011-06-21,0.009625168,0.016004703,0.011624338,0.013423449
2011-06-22,0.001072367,0.002925461,0.000429279,-0.006468445
2011-06-23,0.014693576,0.020068429,-0.004612541,-0.002827975
2011-06-24,0.021561247,0.018747945,0.018971798,-0.01172575
2011-06-27,0.004376576,0.002518573,-0.005871383,0.009184438
2011-06-28,0.0003524,0.001729294,0.000907822,0.012944301
2011-06-29,-0.011133291,-0.011113804,-2.72E-05,0.008282755
2011-06-30,0.01231197,0.016597554,0.015272075,0.010119243
2011-07-01,-0.000982594,0.005544743,0,0.01440968
2011-07-04,0.019372594,0.021603154,0.016625071,0
2011-07-05,0.001257458,-6.41E-05,-0.000989,-0.00133615
2011-07-06,-0.002086385,-0.001180833,-0.010128385,0.001001585
2011-07-07,-0.005768412,-0.002635912,0.000560896,0.010453846
2011-07-08,0.00125507,0.000921009,0.008710538,-0.006961174
2011-07-11,0.001757826,0.002758953,-0.016685419,-0.01809049
